date,trainset_id,bay_id,bay_number,is_ibl_bay,shunt_cost,turnout_order
2025-01-08,TS-010,BAY-14,14,False,8.35,10
2025-01-08,TS-011,BAY-19,19,False,13.71,11
2025-01-08,TS-012,BAY-7,7,False,1.83,12
2025-01-08,TS-013,BAY-29,29,False,27.23,13
2025-01-08,TS-014,BAY-30,30,False,25.39,14
2025-01-08,TS-015,BAY-26,26,False,19.63,15
2025-01-08,TS-016,BAY-17,17,False,12.23,16
2025-01-08,TS-017,BAY-5,5,True,0.0,17
2025-01-08,TS-018,BAY-21,21,False,16.59,18
2025-01-08,TS-019,BAY-6,6,False,1.08,19
2025-01-08,TS-020,BAY-24,24,False,18.57,20
2025-01-08,TS-021,BAY-11,11,False,5.42,21
2025-01-08,TS-022,BAY-16,16,False,11.08,22
2025-01-08,TS-023,BAY-8,8,False,3.28,23
2025-01-08,TS-024,BAY-13,13,False,6.6,24
2025-01-08,TS-025,BAY-2,2,True,0.0,25
2025-01-09,TS-001,BAY-24,24,False,19.08,1
2025-01-09,TS-002,BAY-9,9,False,3.69,2
2025-01-09,TS-003,BAY-1,1,True,0.0,3
2025-01-09,TS-004,BAY-16,16,False,11.21,4
2025-01-09,TS-005,BAY-10,10,False,4.89,5
2025-01-09,TS-006,BAY-23,23,False,18.89,6
2025-01-09,TS-007,BAY-6,6,False,1.11,7
2025-01-09,TS-008,BAY-19,19,False,12.56,8
2025-01-09,TS-009,BAY-21,21,False,15.79,9
2025-01-09,TS-010,BAY-11,11,False,6.32,10
2025-01-09,TS-011,BAY-18,18,False,10.79,11
2025-01-09,TS-012,BAY-29,29,False,22.89,12
2025-01-09,TS-013,BAY-27,27,False,21.28,13
2025-01-09,TS-014,BAY-26,26,False,20.92,14
2025-01-09,TS-015,BAY-30,30,False,29.96,15
2025-01-09,TS-016,BAY-3,3,True,0.0,16
2025-01-09,TS-017,BAY-22,22,False,19.36,17
2025-01-09,TS-018,BAY-2,2,True,0.0,18
2025-01-09,TS-019,BAY-25,25,False,21.16,19
2025-01-09,TS-020,BAY-7,7,False,1.79,20
2025-01-09,TS-021,BAY-14,14,False,9.8,21
2025-01-09,TS-022,BAY-17,17,False,11.87,22
2025-01-09,TS-023,BAY-8,8,False,3.36,23
2025-01-09,TS-024,BAY-15,15,False,9.39,24
2025-01-09,TS-025,BAY-4,4,True,0.0,25
2025-01-10,TS-001,BAY-25,25,False,17.39,1
2025-01-10,TS-002,BAY-30,30,False,23.73,2
2025-01-10,TS-003,BAY-13,13,False,7.24,3
2025-01-10,TS-004,BAY-20,20,False,16.4,4
2025-01-10,TS-005,BAY-4,4,True,0.0,5
2025-01-10,TS-006,BAY-5,5,True,0.0,6
2025-01-10,TS-007,BAY-2,2,True,0.0,7
2025-01-10,TS-008,BAY-3,3,True,0.0,8
2025-01-10,TS-009,BAY-19,19,False,14.18,9
2025-01-10,TS-010,BAY-1,1,True,0.0,10
2025-01-10,TS-011,BAY-9,9,False,4.25,11
2025-01-10,TS-012,BAY-22,22,False,14.81,12
2025-01-10,TS-013,BAY-24,24,False,19.84,13
2025-01-10,TS-014,BAY-26,26,False,23.69,14
2025-01-10,TS-015,BAY-17,17,False,14.07,15
2025-01-10,TS-016,BAY-23,23,False,20.37,16
2025-01-10,TS-017,BAY-16,16,False,12.71,17
2025-01-10,TS-018,BAY-7,7,False,1.95,18
2025-01-10,TS-019,BAY-8,8,False,2.75,19
2025-01-10,TS-020,BAY-29,29,False,27.24,20
2025-01-10,TS-021,BAY-10,10,False,5.8,21
2025-01-10,TS-022,BAY-12,12,False,6.03,22
2025-01-10,TS-023,BAY-11,11,False,7.14,23
2025-01-10,TS-024,BAY-18,18,False,13.32,24
2025-01-10,TS-025,BAY-28,28,False,24.43,25
2025-01-11,TS-001,BAY-14,14,False,10.49,1
2025-01-11,TS-002,BAY-3,3,True,0.0,2
2025-01-11,TS-003,BAY-26,26,False,23.44,3
2025-01-11,TS-004,BAY-30,30,False,21.35,4
2025-01-11,TS-005,BAY-28,28,False,25.25,5
2025-01-11,TS-006,BAY-25,25,False,16.97,6
2025-01-11,TS-007,BAY-20,20,False,14.86,7
2025-01-11,TS-008,BAY-22,22,False,14.19,8
2025-01-11,TS-009,BAY-6,6,False,1.14,9
2025-01-11,TS-010,BAY-27,27,False,24.49,10
2025-01-11,TS-011,BAY-9,9,False,4.54,11
2025-01-11,TS-012,BAY-23,23,False,17.61,12
2025-01-11,TS-013,BAY-10,10,False,4.37,13
2025-01-11,TS-014,BAY-17,17,False,11.18,14
2025-01-11,TS-015,BAY-21,21,False,13.76,15
2025-01-11,TS-016,BAY-13,13,False,7.9,16
2025-01-11,TS-017,BAY-7,7,False,2.38,17
2025-01-11,TS-018,BAY-2,2,True,0.0,18
2025-01-11,TS-019,BAY-1,1,True,0.0,19
2025-01-11,TS-020,BAY-12,12,False,7.49,20
2025-01-11,TS-021,BAY-18,18,False,14.26,21
2025-01-11,TS-022,BAY-5,5,True,0.0,22
2025-01-11,TS-023,BAY-8,8,False,3.6,23
2025-01-11,TS-024,BAY-24,24,False,16.04,24
2025-01-11,TS-025,BAY-29,29,False,20.04,25
2025-01-12,TS-001,BAY-29,29,False,19.81,1
2025-01-12,TS-002,BAY-4,4,True,0.0,2
2025-01-12,TS-003,BAY-9,9,False,4.64,3
2025-01-12,TS-004,BAY-30,30,False,24.37,4
2025-01-12,TS-005,BAY-20,20,False,13.4,5
2025-01-12,TS-006,BAY-13,13,False,8.91,6
2025-01-12,TS-007,BAY-23,23,False,14.77,7
2025-01-12,TS-008,BAY-17,17,False,10.71,8
2025-01-12,TS-009,BAY-28,28,False,18.77,9
2025-01-12,TS-010,BAY-24,24,False,19.48,10
2025-01-12,TS-011,BAY-18,18,False,14.83,11
2025-01-12,TS-012,BAY-27,27,False,25.01,12
2025-01-12,TS-013,BAY-11,11,False,6.56,13
2025-01-12,TS-014,BAY-5,5,True,0.0,14
2025-01-12,TS-015,BAY-22,22,False,14.83,15
2025-01-12,TS-016,BAY-21,21,False,18.23,16
2025-01-12,TS-017,BAY-15,15,False,10.89,17
2025-01-12,TS-018,BAY-26,26,False,24.59,18
2025-01-12,TS-019,BAY-19,19,False,13.22,19
2025-01-12,TS-020,BAY-12,12,False,6.01,20
2025-01-12,TS-021,BAY-14,14,False,10.74,21
2025-01-12,TS-022,BAY-1,1,True,0.0,22
2025-01-12,TS-023,BAY-25,25,False,19.07,23
2025-01-12,TS-024,BAY-3,3,True,0.0,24
2025-01-12,TS-025,BAY-2,2,True,0.0,25
2025-01-13,TS-001,BAY-5,5,True,0.0,1
2025-01-13,TS-002,BAY-7,7,False,2.16,2
2025-01-13,TS-003,BAY-13,13,False,7.89,3
2025-01-13,TS-004,BAY-11,11,False,5.83,4
2025-01-13,TS-005,BAY-12,12,False,8.0,5
2025-01-13,TS-006,BAY-14,14,False,9.96,6
2025-01-13,TS-007,BAY-16,16,False,11.39,7
2025-01-13,TS-008,BAY-2,2,True,0.0,8
2025-01-13,TS-009,BAY-25,25,False,23.2,9
2025-01-13,TS-010,BAY-23,23,False,18.97,10
2025-01-13,TS-011,BAY-22,22,False,17.53,11
2025-01-13,TS-012,BAY-17,17,False,10.45,12
2025-01-13,TS-013,BAY-19,19,False,12.89,13
2025-01-13,TS-014,BAY-1,1,True,0.0,14
2025-01-13,TS-015,BAY-26,26,False,23.94,15
2025-01-13,TS-016,BAY-3,3,True,0.0,16
2025-01-13,TS-017,BAY-28,28,False,27.28,17
2025-01-13,TS-018,BAY-18,18,False,14.9,18
2025-01-13,TS-019,BAY-21,21,False,15.06,19
2025-01-13,TS-020,BAY-8,8,False,2.99,20
2025-01-13,TS-021,BAY-15,15,False,9.74,21
2025-01-13,TS-022,BAY-27,27,False,23.97,22
2025-01-13,TS-023,BAY-29,29,False,23.33,23
2025-01-13,TS-024,BAY-4,4,True,0.0,24
2025-01-13,TS-025,BAY-10,10,False,5.31,25
2025-01-14,TS-001,BAY-10,10,False,4.94,1
2025-01-14,TS-002,BAY-3,3,True,0.0,2
2025-01-14,TS-003,BAY-23,23,False,20.62,3
2025-01-14,TS-004,BAY-12,12,False,7.53,4
2025-01-14,TS-005,BAY-5,5,True,0.0,5
2025-01-14,TS-006,BAY-6,6,False,1.14,6
2025-01-14,TS-007,BAY-29,29,False,25.93,7
2025-01-14,TS-008,BAY-18,18,False,11.35,8
2025-01-14,TS-009,BAY-22,22,False,18.32,9
2025-01-14,TS-010,BAY-27,27,False,20.0,10
2025-01-14,TS-011,BAY-4,4,True,0.0,11
2025-01-14,TS-012,BAY-30,30,False,20.6,12
2025-01-14,TS-013,BAY-7,7,False,2.32,13
2025-01-14,TS-014,BAY-1,1,True,0.0,14
2025-01-14,TS-015,BAY-9,9,False,4.4,15
2025-01-14,TS-016,BAY-19,19,False,11.83,16
2025-01-14,TS-017,BAY-28,28,False,23.87,17
2025-01-14,TS-018,BAY-14,14,False,10.52,18
2025-01-14,TS-019,BAY-11,11,False,5.12,19
2025-01-14,TS-020,BAY-21,21,False,15.16,20
2025-01-14,TS-021,BAY-24,24,False,22.44,21
2025-01-14,TS-022,BAY-15,15,False,10.02,22
2025-01-14,TS-023,BAY-26,26,False,20.63,23
2025-01-14,TS-024,BAY-8,8,False,2.84,24
2025-01-14,TS-025,BAY-13,13,False,8.79,25
2025-01-15,TS-001,BAY-6,6,False,0.87,1
2025-01-15,TS-002,BAY-12,12,False,6.61,2
2025-01-15,TS-003,BAY-10,10,False,4.76,3
2025-01-15,TS-004,BAY-13,13,False,7.29,4
2025-01-15,TS-005,BAY-7,7,False,2.27,5
2025-01-15,TS-006,BAY-5,5,True,0.0,6
2025-01-15,TS-007,BAY-26,26,False,19.8,7
2025-01-15,TS-008,BAY-20,20,False,15.16,8
2025-01-15,TS-009,BAY-18,18,False,14.27,9
2025-01-15,TS-010,BAY-17,17,False,10.99,10
2025-01-15,TS-011,BAY-11,11,False,5.15,11
2025-01-15,TS-012,BAY-1,1,True,0.0,12
2025-01-15,TS-013,BAY-27,27,False,18.85,13
2025-01-15,TS-014,BAY-24,24,False,16.75,14
2025-01-15,TS-015,BAY-30,30,False,20.78,15
2025-01-15,TS-016,BAY-19,19,False,16.65,16
2025-01-15,TS-017,BAY-14,14,False,8.81,17
2025-01-15,TS-018,BAY-23,23,False,15.19,18
2025-01-15,TS-019,BAY-3,3,True,0.0,19
2025-01-15,TS-020,BAY-2,2,True,0.0,20
2025-01-15,TS-021,BAY-21,21,False,13.12,21
2025-01-15,TS-022,BAY-25,25,False,21.12,22
2025-01-15,TS-023,BAY-28,28,False,27.48,23
2025-01-15,TS-024,BAY-9,9,False,3.28,24
2025-01-15,TS-025,BAY-15,15,False,11.75,25
2025-01-16,TS-001,BAY-25,25,False,20.63,1
2025-01-16,TS-002,BAY-9,9,False,3.57,2
2025-01-16,TS-003,BAY-30,30,False,23.08,3
2025-01-16,TS-004,BAY-3,3,True,0.0,4
2025-01-16,TS-005,BAY-2,2,True,0.0,5
2025-01-16,TS-006,BAY-7,7,False,2.33,6
2025-01-16,TS-007,BAY-15,15,False,9.01,7
2025-01-16,TS-008,BAY-29,29,False,24.65,8
2025-01-16,TS-009,BAY-8,8,False,3.48,9
2025-01-16,TS-010,BAY-13,13,False,6.54,10
2025-01-16,TS-011,BAY-22,22,False,18.84,11
2025-01-16,TS-012,BAY-24,24,False,21.86,12
2025-01-16,TS-013,BAY-1,1,True,0.0,13
2025-01-16,TS-014,BAY-23,23,False,19.58,14
2025-01-16,TS-015,BAY-20,20,False,13.2,15
2025-01-16,TS-016,BAY-26,26,False,20.81,16
2025-01-16,TS-017,BAY-12,12,False,6.38,17
2025-01-16,TS-018,BAY-5,5,True,0.0,18
2025-01-16,TS-019,BAY-19,19,False,12.93,19
2025-01-16,TS-020,BAY-14,14,False,9.32,20
2025-01-16,TS-021,BAY-18,18,False,13.83,21
2025-01-16,TS-022,BAY-10,10,False,4.52,22
2025-01-16,TS-023,BAY-16,16,False,9.77,23
2025-01-16,TS-024,BAY-6,6,False,0.86,24
2025-01-16,TS-025,BAY-28,28,False,19.8,25
2025-01-17,TS-001,BAY-22,22,False,16.72,1
2025-01-17,TS-002,BAY-12,12,False,8.24,2
2025-01-17,TS-003,BAY-28,28,False,23.82,3
2025-01-17,TS-004,BAY-30,30,False,29.95,4
2025-01-17,TS-005,BAY-26,26,False,17.36,5
2025-01-17,TS-006,BAY-14,14,False,10.49,6
2025-01-17,TS-007,BAY-8,8,False,3.27,7
2025-01-17,TS-008,BAY-27,27,False,20.49,8
2025-01-17,TS-009,BAY-3,3,True,0.0,9
2025-01-17,TS-010,BAY-18,18,False,14.9,10
2025-01-17,TS-011,BAY-1,1,True,0.0,11
2025-01-17,TS-012,BAY-11,11,False,5.31,12
2025-01-17,TS-013,BAY-20,20,False,15.44,13
2025-01-17,TS-014,BAY-24,24,False,20.45,14
2025-01-17,TS-015,BAY-15,15,False,10.28,15
2025-01-17,TS-016,BAY-23,23,False,14.52,16
2025-01-17,TS-017,BAY-16,16,False,13.11,17
2025-01-17,TS-018,BAY-5,5,True,0.0,18
2025-01-17,TS-019,BAY-17,17,False,14.07,19
2025-01-17,TS-020,BAY-7,7,False,1.66,20
2025-01-17,TS-021,BAY-10,10,False,4.4,21
2025-01-17,TS-022,BAY-13,13,False,8.02,22
2025-01-17,TS-023,BAY-9,9,False,4.53,23
2025-01-17,TS-024,BAY-21,21,False,17.53,24
2025-01-17,TS-025,BAY-19,19,False,12.13,25
2025-01-18,TS-001,BAY-27,27,False,20.18,1
2025-01-18,TS-002,BAY-17,17,False,13.53,2
2025-01-18,TS-003,BAY-15,15,False,11.06,3
2025-01-18,TS-004,BAY-13,13,False,8.21,4
2025-01-18,TS-005,BAY-1,1,True,0.0,5
2025-01-18,TS-006,BAY-28,28,False,26.22,6
2025-01-18,TS-007,BAY-10,10,False,4.96,7
2025-01-18,TS-008,BAY-25,25,False,16.52,8
2025-01-18,TS-009,BAY-14,14,False,9.28,9
2025-01-18,TS-010,BAY-12,12,False,5.95,10
2025-01-18,TS-011,BAY-19,19,False,14.54,11
2025-01-18,TS-012,BAY-8,8,False,2.95,12
2025-01-18,TS-013,BAY-23,23,False,20.62,13
2025-01-18,TS-014,BAY-22,22,False,19.07,14
2025-01-18,TS-015,BAY-30,30,False,22.94,15
2025-01-18,TS-016,BAY-3,3,True,0.0,16
2025-01-18,TS-017,BAY-18,18,False,12.35,17
2025-01-18,TS-018,BAY-4,4,True,0.0,18
2025-01-18,TS-019,BAY-24,24,False,17.76,19
2025-01-18,TS-020,BAY-29,29,False,22.57,20
2025-01-18,TS-021,BAY-6,6,False,0.87,21
2025-01-18,TS-022,BAY-21,21,False,16.64,22
2025-01-18,TS-023,BAY-5,5,True,0.0,23
2025-01-18,TS-024,BAY-26,26,False,21.26,24
2025-01-18,TS-025,BAY-16,16,False,10.83,25
2025-01-19,TS-001,BAY-26,26,False,22.81,1
2025-01-19,TS-002,BAY-9,9,False,3.63,2
2025-01-19,TS-003,BAY-16,16,False,10.49,3
2025-01-19,TS-004,BAY-30,30,False,28.12,4
2025-01-19,TS-005,BAY-11,11,False,6.71,5
2025-01-19,TS-006,BAY-20,20,False,16.34,6
2025-01-19,TS-007,BAY-2,2,True,0.0,7
2025-01-19,TS-008,BAY-4,4,True,0.0,8
2025-01-19,TS-009,BAY-15,15,False,11.88,9
2025-01-19,TS-010,BAY-22,22,False,14.35,10
2025-01-19,TS-011,BAY-10,10,False,5.78,11
2025-01-19,TS-012,BAY-21,21,False,15.1,12
2025-01-19,TS-013,BAY-5,5,True,0.0,13
2025-01-19,TS-014,BAY-8,8,False,3.39,14
2025-01-19,TS-015,BAY-28,28,False,22.75,15
2025-01-19,TS-016,BAY-6,6,False,1.11,16
2025-01-19,TS-017,BAY-1,1,True,0.0,17
2025-01-19,TS-018,BAY-27,27,False,23.02,18
2025-01-19,TS-019,BAY-13,13,False,7.7,19
2025-01-19,TS-020,BAY-12,12,False,6.38,20
2025-01-19,TS-021,BAY-3,3,True,0.0,21
2025-01-19,TS-022,BAY-29,29,False,25.94,22
2025-01-19,TS-023,BAY-24,24,False,18.15,23
2025-01-19,TS-024,BAY-14,14,False,8.16,24
2025-01-19,TS-025,BAY-17,17,False,11.24,25
2025-01-20,TS-001,BAY-27,27,False,23.87,1
2025-01-20,TS-002,BAY-12,12,False,5.98,2
2025-01-20,TS-003,BAY-11,11,False,6.31,3
2025-01-20,TS-004,BAY-10,10,False,4.73,4
2025-01-20,TS-005,BAY-28,28,False,22.92,5
2025-01-20,TS-006,BAY-7,7,False,1.99,6
2025-01-20,TS-007,BAY-1,1,True,0.0,7
2025-01-20,TS-008,BAY-24,24,False,18.76,8
2025-01-20,TS-009,BAY-5,5,True,0.0,9
2025-01-20,TS-010,BAY-15,15,False,9.16,10
2025-01-20,TS-011,BAY-26,26,False,20.69,11
2025-01-20,TS-012,BAY-21,21,False,17.68,12
2025-01-20,TS-013,BAY-25,25,False,17.38,13
2025-01-20,TS-014,BAY-3,3,True,0.0,14
2025-01-20,TS-015,BAY-8,8,False,2.94,15
2025-01-20,TS-016,BAY-20,20,False,17.5,16
2025-01-20,TS-017,BAY-4,4,True,0.0,17
2025-01-20,TS-018,BAY-17,17,False,10.38,18
2025-01-20,TS-019,BAY-14,14,False,8.74,19
2025-01-20,TS-020,BAY-9,9,False,3.61,20
2025-01-20,TS-021,BAY-18,18,False,11.84,21
2025-01-20,TS-022,BAY-19,19,False,14.81,22
