date,contract_id,trainset_id,exposure_hours,target_hours_per_month,penalty_per_hour_missed
2025-01-03,BRD-007,TS-023,16.8,400,1886.0
2025-01-03,BRD-007,TS-006,15.4,400,1886.0
2025-01-03,BRD-008,TS-011,15.0,500,1271.0
2025-01-03,BRD-008,TS-016,17.2,500,1271.0
2025-01-03,BRD-008,TS-002,0.0,500,1271.0
2025-01-03,BRD-008,TS-006,0.0,500,1271.0
2025-01-03,BRD-008,TS-024,17.9,500,1271.0
2025-01-04,BRD-001,TS-024,15.2,500,1668.0
2025-01-04,BRD-001,TS-003,17.3,500,1668.0
2025-01-04,BRD-002,TS-010,0.0,300,575.0
2025-01-04,BRD-002,TS-019,16.2,300,575.0
2025-01-04,BRD-003,TS-002,0.0,500,850.0
2025-01-04,BRD-003,TS-017,15.5,500,850.0
2025-01-04,BRD-003,TS-020,17.6,500,850.0
2025-01-04,BRD-003,TS-015,0.0,500,850.0
2025-01-04,BRD-004,TS-006,14.9,400,1577.0
2025-01-04,BRD-004,TS-004,17.1,400,1577.0
2025-01-04,BRD-004,TS-008,15.1,400,1577.0
2025-01-04,BRD-004,TS-018,17.9,400,1577.0
2025-01-04,BRD-005,TS-006,15.7,400,780.0
2025-01-04,BRD-005,TS-015,17.1,400,780.0
2025-01-04,BRD-005,TS-024,15.1,400,780.0
2025-01-04,BRD-005,TS-011,0.0,400,780.0
2025-01-04,BRD-006,TS-002,14.6,500,1315.0
2025-01-04,BRD-006,TS-017,14.7,500,1315.0
2025-01-04,BRD-006,TS-020,14.5,500,1315.0
2025-01-04,BRD-006,TS-019,0.0,500,1315.0
2025-01-04,BRD-006,TS-024,16.6,500,1315.0
2025-01-04,BRD-007,TS-015,0.0,400,1886.0
2025-01-04,BRD-007,TS-002,14.2,400,1886.0
2025-01-04,BRD-007,TS-023,15.7,400,1886.0
2025-01-04,BRD-007,TS-006,17.1,400,1886.0
2025-01-04,BRD-008,TS-011,16.8,500,1271.0
2025-01-04,BRD-008,TS-016,0.0,500,1271.0
2025-01-04,BRD-008,TS-002,14.6,500,1271.0
2025-01-04,BRD-008,TS-006,14.5,500,1271.0
2025-01-04,BRD-008,TS-024,17.7,500,1271.0
2025-01-05,BRD-001,TS-024,17.1,500,1668.0
2025-01-05,BRD-001,TS-003,16.1,500,1668.0
2025-01-05,BRD-002,TS-010,16.0,300,575.0
2025-01-05,BRD-002,TS-019,16.1,300,575.0
2025-01-05,BRD-003,TS-002,16.6,500,850.0
2025-01-05,BRD-003,TS-017,0.0,500,850.0
2025-01-05,BRD-003,TS-020,0.0,500,850.0
2025-01-05,BRD-003,TS-015,0.0,500,850.0
2025-01-05,BRD-004,TS-006,16.4,400,1577.0
2025-01-05,BRD-004,TS-004,16.6,400,1577.0
2025-01-05,BRD-004,TS-008,15.2,400,1577.0
2025-01-05,BRD-004,TS-018,14.9,400,1577.0
2025-01-05,BRD-005,TS-006,16.7,400,780.0
2025-01-05,BRD-005,TS-015,14.1,400,780.0
2025-01-05,BRD-005,TS-024,0.0,400,780.0
2025-01-05,BRD-005,TS-011,0.0,400,780.0
2025-01-05,BRD-006,TS-002,0.0,500,1315.0
2025-01-05,BRD-006,TS-017,14.3,500,1315.0
2025-01-05,BRD-006,TS-020,15.7,500,1315.0
2025-01-05,BRD-006,TS-019,0.0,500,1315.0
2025-01-05,BRD-006,TS-024,15.3,500,1315.0
2025-01-05,BRD-007,TS-015,17.6,400,1886.0
2025-01-05,BRD-007,TS-002,17.3,400,1886.0
2025-01-05,BRD-007,TS-023,16.7,400,1886.0
2025-01-05,BRD-007,TS-006,14.6,400,1886.0
2025-01-05,BRD-008,TS-011,0.0,500,1271.0
2025-01-05,BRD-008,TS-016,14.2,500,1271.0
2025-01-05,BRD-008,TS-002,0.0,500,1271.0
2025-01-05,BRD-008,TS-006,15.8,500,1271.0
2025-01-05,BRD-008,TS-024,0.0,500,1271.0
2025-01-06,BRD-001,TS-024,14.2,500,1668.0
2025-01-06,BRD-001,TS-003,0.0,500,1668.0
2025-01-06,BRD-002,TS-010,16.7,300,575.0
2025-01-06,BRD-002,TS-019,17.5,300,575.0
2025-01-06,BRD-003,TS-002,15.1,500,850.0
2025-01-06,BRD-003,TS-017,17.6,500,850.0
2025-01-06,BRD-003,TS-020,14.2,500,850.0
2025-01-06,BRD-003,TS-015,0.0,500,850.0
2025-01-06,BRD-004,TS-006,0.0,400,1577.0
2025-01-06,BRD-004,TS-004,14.8,400,1577.0
2025-01-06,BRD-004,TS-008,14.7,400,1577.0
2025-01-06,BRD-004,TS-018,17.0,400,1577.0
2025-01-06,BRD-005,TS-006,14.1,400,780.0
2025-01-06,BRD-005,TS-015,0.0,400,780.0
2025-01-06,BRD-005,TS-024,14.7,400,780.0
2025-01-06,BRD-005,TS-011,0.0,400,780.0
2025-01-06,BRD-006,TS-002,16.6,500,1315.0
2025-01-06,BRD-006,TS-017,16.7,500,1315.0
2025-01-06,BRD-006,TS-020,16.8,500,1315.0
2025-01-06,BRD-006,TS-019,16.6,500,1315.0
2025-01-06,BRD-006,TS-024,17.5,500,1315.0
2025-01-06,BRD-007,TS-015,17.3,400,1886.0
2025-01-06,BRD-007,TS-002,14.6,400,1886.0
2025-01-06,BRD-007,TS-023,17.6,400,1886.0
2025-01-06,BRD-007,TS-006,15.1,400,1886.0
2025-01-06,BRD-008,TS-011,16.7,500,1271.0
2025-01-06,BRD-008,TS-016,15.7,500,1271.0
2025-01-06,BRD-008,TS-002,0.0,500,1271.0
2025-01-06,BRD-008,TS-006,15.3,500,1271.0
2025-01-06,BRD-008,TS-024,16.6,500,1271.0
2025-01-07,BRD-001,TS-024,14.7,500,1668.0
2025-01-07,BRD-001,TS-003,0.0,500,1668.0
2025-01-07,BRD-002,TS-010,17.8,300,575.0
2025-01-07,BRD-002,TS-019,17.2,300,575.0
2025-01-07,BRD-003,TS-002,0.0,500,850.0
2025-01-07,BRD-003,TS-017,15.1,500,850.0
2025-01-07,BRD-003,TS-020,15.4,500,850.0
2025-01-07,BRD-003,TS-015,15.0,500,850.0
2025-01-07,BRD-004,TS-006,16.7,400,1577.0
2025-01-07,BRD-004,TS-004,16.2,400,1577.0
2025-01-07,BRD-004,TS-008,17.5,400,1577.0
2025-01-07,BRD-004,TS-018,17.3,400,1577.0
2025-01-07,BRD-005,TS-006,17.1,400,780.0
2025-01-07,BRD-005,TS-015,14.3,400,780.0
2025-01-07,BRD-005,TS-024,17.9,400,780.0
2025-01-07,BRD-005,TS-011,17.3,400,780.0
2025-01-07,BRD-006,TS-002,15.5,500,1315.0
2025-01-07,BRD-006,TS-017,14.7,500,1315.0
2025-01-07,BRD-006,TS-020,15.3,500,1315.0
2025-01-07,BRD-006,TS-019,15.2,500,1315.0
2025-01-07,BRD-006,TS-024,0.0,500,1315.0
2025-01-07,BRD-007,TS-015,15.3,400,1886.0
2025-01-07,BRD-007,TS-002,15.5,400,1886.0
2025-01-07,BRD-007,TS-023,0.0,400,1886.0
2025-01-07,BRD-007,TS-006,16.7,400,1886.0
2025-01-07,BRD-008,TS-011,0.0,500,1271.0
2025-01-07,BRD-008,TS-016,17.0,500,1271.0
2025-01-07,BRD-008,TS-002,15.4,500,1271.0
2025-01-07,BRD-008,TS-006,18.0,500,1271.0
2025-01-07,BRD-008,TS-024,17.9,500,1271.0
2025-01-08,BRD-001,TS-024,0.0,500,1668.0
2025-01-08,BRD-001,TS-003,15.1,500,1668.0
2025-01-08,BRD-002,TS-010,0.0,300,575.0
2025-01-08,BRD-002,TS-019,15.6,300,575.0
2025-01-08,BRD-003,TS-002,16.5,500,850.0
2025-01-08,BRD-003,TS-017,16.6,500,850.0
2025-01-08,BRD-003,TS-020,16.9,500,850.0
2025-01-08,BRD-003,TS-015,16.3,500,850.0
2025-01-08,BRD-004,TS-006,17.3,400,1577.0
2025-01-08,BRD-004,TS-004,0.0,400,1577.0
2025-01-08,BRD-004,TS-008,0.0,400,1577.0
2025-01-08,BRD-004,TS-018,15.4,400,1577.0
2025-01-08,BRD-005,TS-006,17.2,400,780.0
2025-01-08,BRD-005,TS-015,16.1,400,780.0
2025-01-08,BRD-005,TS-024,15.3,400,780.0
2025-01-08,BRD-005,TS-011,16.4,400,780.0
2025-01-08,BRD-006,TS-002,15.6,500,1315.0
2025-01-08,BRD-006,TS-017,17.7,500,1315.0
2025-01-08,BRD-006,TS-020,15.2,500,1315.0
2025-01-08,BRD-006,TS-019,16.5,500,1315.0
2025-01-08,BRD-006,TS-024,0.0,500,1315.0
2025-01-08,BRD-007,TS-015,17.9,400,1886.0
2025-01-08,BRD-007,TS-002,16.0,400,1886.0
2025-01-08,BRD-007,TS-023,15.4,400,1886.0
2025-01-08,BRD-007,TS-006,0.0,400,1886.0
2025-01-08,BRD-008,TS-011,14.1,500,1271.0
2025-01-08,BRD-008,TS-016,14.4,500,1271.0
2025-01-08,BRD-008,TS-002,15.9,500,1271.0
2025-01-08,BRD-008,TS-006,16.8,500,1271.0
2025-01-08,BRD-008,TS-024,16.3,500,1271.0
2025-01-09,BRD-001,TS-024,0.0,500,1668.0
2025-01-09,BRD-001,TS-003,15.1,500,1668.0
2025-01-09,BRD-002,TS-010,15.8,300,575.0
2025-01-09,BRD-002,TS-019,14.6,300,575.0
2025-01-09,BRD-003,TS-002,16.0,500,850.0
2025-01-09,BRD-003,TS-017,15.7,500,850.0
2025-01-09,BRD-003,TS-020,0.0,500,850.0
2025-01-09,BRD-003,TS-015,0.0,500,850.0
2025-01-09,BRD-004,TS-006,15.7,400,1577.0
2025-01-09,BRD-004,TS-004,16.3,400,1577.0
2025-01-09,BRD-004,TS-008,0.0,400,1577.0
2025-01-09,BRD-004,TS-018,15.3,400,1577.0
2025-01-09,BRD-005,TS-006,15.9,400,780.0
2025-01-09,BRD-005,TS-015,0.0,400,780.0
2025-01-09,BRD-005,TS-024,15.1,400,780.0
2025-01-09,BRD-005,TS-011,0.0,400,780.0
2025-01-09,BRD-006,TS-002,14.3,500,1315.0
2025-01-09,BRD-006,TS-017,16.6,500,1315.0
2025-01-09,BRD-006,TS-020,14.9,500,1315.0
2025-01-09,BRD-006,TS-019,0.0,500,1315.0
2025-01-09,BRD-006,TS-024,17.6,500,1315.0
2025-01-09,BRD-007,TS-015,15.0,400,1886.0
2025-01-09,BRD-007,TS-002,14.8,400,1886.0
2025-01-09,BRD-007,TS-023,0.0,400,1886.0
2025-01-09,BRD-007,TS-006,16.4,400,1886.0
2025-01-09,BRD-008,TS-011,0.0,500,1271.0
2025-01-09,BRD-008,TS-016,14.9,500,1271.0
2025-01-09,BRD-008,TS-002,15.6,500,1271.0
2025-01-09,BRD-008,TS-006,14.9,500,1271.0
2025-01-09,BRD-008,TS-024,16.1,500,1271.0
2025-01-10,BRD-001,TS-024,15.7,500,1668.0
2025-01-10,BRD-001,TS-003,14.0,500,1668.0
2025-01-10,BRD-002,TS-010,14.7,300,575.0
2025-01-10,BRD-002,TS-019,14.5,300,575.0
2025-01-10,BRD-003,TS-002,0.0,500,850.0
2025-01-10,BRD-003,TS-017,0.0,500,850.0
2025-01-10,BRD-003,TS-020,17.4,500,850.0
2025-01-10,BRD-003,TS-015,14.9,500,850.0
2025-01-10,BRD-004,TS-006,0.0,400,1577.0
2025-01-10,BRD-004,TS-004,16.4,400,1577.0
2025-01-10,BRD-004,TS-008,16.1,400,1577.0
2025-01-10,BRD-004,TS-018,0.0,400,1577.0
2025-01-10,BRD-005,TS-006,16.3,400,780.0
2025-01-10,BRD-005,TS-015,0.0,400,780.0
2025-01-10,BRD-005,TS-024,15.5,400,780.0
2025-01-10,BRD-005,TS-011,0.0,400,780.0
2025-01-10,BRD-006,TS-002,14.5,500,1315.0
2025-01-10,BRD-006,TS-017,15.5,500,1315.0
2025-01-10,BRD-006,TS-020,16.7,500,1315.0
2025-01-10,BRD-006,TS-019,16.5,500,1315.0
2025-01-10,BRD-006,TS-024,15.7,500,1315.0
2025-01-10,BRD-007,TS-015,14.2,400,1886.0
2025-01-10,BRD-007,TS-002,15.5,400,1886.0
2025-01-10,BRD-007,TS-023,15.2,400,1886.0
2025-01-10,BRD-007,TS-006,15.7,400,1886.0
2025-01-10,BRD-008,TS-011,14.8,500,1271.0
2025-01-10,BRD-008,TS-016,0.0,500,1271.0
2025-01-10,BRD-008,TS-002,0.0,500,1271.0
2025-01-10,BRD-008,TS-006,14.1,500,1271.0
2025-01-10,BRD-008,TS-024,0.0,500,1271.0
2025-01-11,BRD-001,TS-024,16.1,500,1668.0
2025-01-11,BRD-001,TS-003,0.0,500,1668.0
2025-01-11,BRD-002,TS-010,17.8,300,575.0
2025-01-11,BRD-002,TS-019,0.0,300,575.0
2025-01-11,BRD-003,TS-002,0.0,500,850.0
2025-01-11,BRD-003,TS-017,14.4,500,850.0
2025-01-11,BRD-003,TS-020,14.4,500,850.0
2025-01-11,BRD-003,TS-015,17.5,500,850.0
2025-01-11,BRD-004,TS-006,15.5,400,1577.0
2025-01-11,BRD-004,TS-004,15.2,400,1577.0
2025-01-11,BRD-004,TS-008,0.0,400,1577.0
2025-01-11,BRD-004,TS-018,14.9,400,1577.0
2025-01-11,BRD-005,TS-006,15.7,400,780.0
2025-01-11,BRD-005,TS-015,16.0,400,780.0
2025-01-11,BRD-005,TS-024,18.0,400,780.0
2025-01-11,BRD-005,TS-011,0.0,400,780.0
2025-01-11,BRD-006,TS-002,17.3,500,1315.0
2025-01-11,BRD-006,TS-017,0.0,500,1315.0
2025-01-11,BRD-006,TS-020,15.1,500,1315.0
2025-01-11,BRD-006,TS-019,0.0,500,1315.0
2025-01-11,BRD-006,TS-024,16.6,500,1315.0
2025-01-11,BRD-007,TS-015,16.3,400,1886.0
2025-01-11,BRD-007,TS-002,14.6,400,1886.0
2025-01-11,BRD-007,TS-023,15.6,400,1886.0
2025-01-11,BRD-007,TS-006,0.0,400,1886.0
2025-01-11,BRD-008,TS-011,16.7,500,1271.0
2025-01-11,BRD-008,TS-016,17.6,500,1271.0
2025-01-11,BRD-008,TS-002,14.0,500,1271.0
2025-01-11,BRD-008,TS-006,17.2,500,1271.0
2025-01-11,BRD-008,TS-024,15.2,500,1271.0
2025-01-12,BRD-001,TS-024,17.8,500,1668.0
2025-01-12,BRD-001,TS-003,0.0,500,1668.0
2025-01-12,BRD-002,TS-010,0.0,300,575.0
2025-01-12,BRD-002,TS-019,15.1,300,575.0
2025-01-12,BRD-003,TS-002,17.2,500,850.0
2025-01-12,BRD-003,TS-017,14.6,500,850.0
2025-01-12,BRD-003,TS-020,14.4,500,850.0
2025-01-12,BRD-003,TS-015,14.2,500,850.0
2025-01-12,BRD-004,TS-006,0.0,400,1577.0
2025-01-12,BRD-004,TS-004,14.0,400,1577.0
2025-01-12,BRD-004,TS-008,0.0,400,1577.0
2025-01-12,BRD-004,TS-018,0.0,400,1577.0
2025-01-12,BRD-005,TS-006,0.0,400,780.0
2025-01-12,BRD-005,TS-015,17.0,400,780.0
2025-01-12,BRD-005,TS-024,0.0,400,780.0
2025-01-12,BRD-005,TS-011,17.3,400,780.0
2025-01-12,BRD-006,TS-002,16.8,500,1315.0
2025-01-12,BRD-006,TS-017,15.9,500,1315.0
2025-01-12,BRD-006,TS-020,15.9,500,1315.0
2025-01-12,BRD-006,TS-019,0.0,500,1315.0
2025-01-12,BRD-006,TS-024,16.5,500,1315.0
2025-01-12,BRD-007,TS-015,0.0,400,1886.0
2025-01-12,BRD-007,TS-002,0.0,400,1886.0
2025-01-12,BRD-007,TS-023,15.6,400,1886.0
2025-01-12,BRD-007,TS-006,17.7,400,1886.0
2025-01-12,BRD-008,TS-011,0.0,500,1271.0
2025-01-12,BRD-008,TS-016,0.0,500,1271.0
2025-01-12,BRD-008,TS-002,14.6,500,1271.0
2025-01-12,BRD-008,TS-006,17.5,500,1271.0
2025-01-12,BRD-008,TS-024,14.4,500,1271.0
2025-01-13,BRD-001,TS-024,16.1,500,1668.0
2025-01-13,BRD-001,TS-003,16.2,500,1668.0
2025-01-13,BRD-002,TS-010,14.2,300,575.0
2025-01-13,BRD-002,TS-019,0.0,300,575.0
2025-01-13,BRD-003,TS-002,16.9,500,850.0
2025-01-13,BRD-003,TS-017,17.5,500,850.0
2025-01-13,BRD-003,TS-020,14.1,500,850.0
2025-01-13,BRD-003,TS-015,15.2,500,850.0
2025-01-13,BRD-004,TS-006,15.9,400,1577.0
2025-01-13,BRD-004,TS-004,17.3,400,1577.0
2025-01-13,BRD-004,TS-008,0.0,400,1577.0
2025-01-13,BRD-004,TS-018,14.5,400,1577.0
2025-01-13,BRD-005,TS-006,16.5,400,780.0
2025-01-13,BRD-005,TS-015,14.2,400,780.0
2025-01-13,BRD-005,TS-024,16.8,400,780.0
2025-01-13,BRD-005,TS-011,16.2,400,780.0
2025-01-13,BRD-006,TS-002,14.0,500,1315.0
2025-01-13,BRD-006,TS-017,16.1,500,1315.0
2025-01-13,BRD-006,TS-020,0.0,500,1315.0
2025-01-13,BRD-006,TS-019,15.2,500,1315.0
2025-01-13,BRD-006,TS-024,17.0,500,1315.0
2025-01-13,BRD-007,TS-015,14.8,400,1886.0
2025-01-13,BRD-007,TS-002,0.0,400,1886.0
2025-01-13,BRD-007,TS-023,14.3,400,1886.0
2025-01-13,BRD-007,TS-006,15.8,400,1886.0
2025-01-13,BRD-008,TS-011,0.0,500,1271.0
2025-01-13,BRD-008,TS-016,0.0,500,1271.0
2025-01-13,BRD-008,TS-002,14.9,500,1271.0
2025-01-13,BRD-008,TS-006,17.7,500,1271.0
2025-01-13,BRD-008,TS-024,14.1,500,1271.0
2025-01-14,BRD-001,TS-024,17.7,500,1668.0
2025-01-14,BRD-001,TS-003,0.0,500,1668.0
2025-01-14,BRD-002,TS-010,0.0,300,575.0
2025-01-14,BRD-002,TS-019,0.0,300,575.0
2025-01-14,BRD-003,TS-002,0.0,500,850.0
2025-01-14,BRD-003,TS-017,17.2,500,850.0
2025-01-14,BRD-003,TS-020,15.5,500,850.0
2025-01-14,BRD-003,TS-015,14.1,500,850.0
2025-01-14,BRD-004,TS-006,16.7,400,1577.0
2025-01-14,BRD-004,TS-004,0.0,400,1577.0
2025-01-14,BRD-004,TS-008,0.0,400,1577.0
2025-01-14,BRD-004,TS-018,0.0,400,1577.0
2025-01-14,BRD-005,TS-006,15.1,400,780.0
2025-01-14,BRD-005,TS-015,16.0,400,780.0
2025-01-14,BRD-005,TS-024,15.5,400,780.0
2025-01-14,BRD-005,TS-011,15.7,400,780.0
2025-01-14,BRD-006,TS-002,14.2,500,1315.0
2025-01-14,BRD-006,TS-017,14.0,500,1315.0
2025-01-14,BRD-006,TS-020,16.5,500,1315.0
2025-01-14,BRD-006,TS-019,15.3,500,1315.0
2025-01-14,BRD-006,TS-024,16.6,500,1315.0
2025-01-14,BRD-007,TS-015,0.0,400,1886.0
2025-01-14,BRD-007,TS-002,17.3,400,1886.0
2025-01-14,BRD-007,TS-023,16.8,400,1886.0
2025-01-14,BRD-007,TS-006,0.0,400,1886.0
2025-01-14,BRD-008,TS-011,0.0,500,1271.0
2025-01-14,BRD-008,TS-016,17.4,500,1271.0
2025-01-14,BRD-008,TS-002,14.8,500,1271.0
2025-01-14,BRD-008,TS-006,0.0,500,1271.0
2025-01-14,BRD-008,TS-024,0.0,500,1271.0
2025-01-15,BRD-001,TS-024,15.0,500,1668.0
2025-01-15,BRD-001,TS-003,17.5,500,1668.0
2025-01-15,BRD-002,TS-010,17.2,300,575.0
2025-01-15,BRD-002,TS-019,14.3,300,575.0
2025-01-15,BRD-003,TS-002,0.0,500,850.0
2025-01-15,BRD-003,TS-017,17.5,500,850.0
2025-01-15,BRD-003,TS-020,0.0,500,850.0
2025-01-15,BRD-003,TS-015,14.5,500,850.0
2025-01-15,BRD-004,TS-006,14.9,400,1577.0
2025-01-15,BRD-004,TS-004,0.0,400,1577.0
2025-01-15,BRD-004,TS-008,0.0,400,1577.0
2025-01-15,BRD-004,TS-018,18.0,400,1577.0
2025-01-15,BRD-005,TS-006,14.8,400,780.0
2025-01-15,BRD-005,TS-015,14.1,400,780.0
2025-01-15,BRD-005,TS-024,14.0,400,780.0
2025-01-15,BRD-005,TS-011,15.4,400,780.0
2025-01-15,BRD-006,TS-002,0.0,500,1315.0
2025-01-15,BRD-006,TS-017,14.1,500,1315.0
2025-01-15,BRD-006,TS-020,0.0,500,1315.0
2025-01-15,BRD-006,TS-019,0.0,500,1315.0
2025-01-15,BRD-006,TS-024,16.9,500,1315.0
2025-01-15,BRD-007,TS-015,0.0,400,1886.0
2025-01-15,BRD-007,TS-002,16.7,400,1886.0
2025-01-15,BRD-007,TS-023,14.6,400,1886.0
2025-01-15,BRD-007,TS-006,14.1,400,1886.0
2025-01-15,BRD-008,TS-011,15.9,500,1271.0
2025-01-15,BRD-008,TS-016,17.3,500,1271.0
2025-01-15,BRD-008,TS-002,15.9,500,1271.0
2025-01-15,BRD-008,TS-006,16.1,500,1271.0
2025-01-15,BRD-008,TS-024,14.1,500,1271.0
2025-01-16,BRD-001,TS-024,16.2,500,1668.0
2025-01-16,BRD-001,TS-003,16.3,500,1668.0
2025-01-16,BRD-002,TS-010,15.9,300,575.0
2025-01-16,BRD-002,TS-019,15.4,300,575.0
2025-01-16,BRD-003,TS-002,14.2,500,850.0
2025-01-16,BRD-003,TS-017,0.0,500,850.0
2025-01-16,BRD-003,TS-020,0.0,500,850.0
2025-01-16,BRD-003,TS-015,0.0,500,850.0
2025-01-16,BRD-004,TS-006,14.4,400,1577.0
2025-01-16,BRD-004,TS-004,15.7,400,1577.0
2025-01-16,BRD-004,TS-008,17.5,400,1577.0
2025-01-16,BRD-004,TS-018,14.2,400,1577.0
2025-01-16,BRD-005,TS-006,0.0,400,780.0
2025-01-16,BRD-005,TS-015,0.0,400,780.0
2025-01-16,BRD-005,TS-024,0.0,400,780.0
2025-01-16,BRD-005,TS-011,17.2,400,780.0
2025-01-16,BRD-006,TS-002,16.9,500,1315.0
2025-01-16,BRD-006,TS-017,14.1,500,1315.0
2025-01-16,BRD-006,TS-020,17.9,500,1315.0
2025-01-16,BRD-006,TS-019,17.2,500,1315.0
2025-01-16,BRD-006,TS-024,14.7,500,1315.0
2025-01-16,BRD-007,TS-015,16.5,400,1886.0
2025-01-16,BRD-007,TS-002,0.0,400,1886.0
2025-01-16,BRD-007,TS-023,15.4,400,1886.0
2025-01-16,BRD-007,TS-006,0.0,400,1886.0
2025-01-16,BRD-008,TS-011,0.0,500,1271.0
2025-01-16,BRD-008,TS-016,14.9,500,1271.0
2025-01-16,BRD-008,TS-002,17.6,500,1271.0
2025-01-16,BRD-008,TS-006,16.0,500,1271.0
2025-01-16,BRD-008,TS-024,17.4,500,1271.0
2025-01-17,BRD-001,TS-024,17.8,500,1668.0
2025-01-17,BRD-001,TS-003,15.9,500,1668.0
2025-01-17,BRD-002,TS-010,0.0,300,575.0
2025-01-17,BRD-002,TS-019,0.0,300,575.0
2025-01-17,BRD-003,TS-002,14.3,500,850.0
