date,trainset_id,days_since_deep_clean,needs_cleaning,available_cleaning_bays,available_manpower
2025-01-09,TS-011,23,True,3,11
2025-01-09,TS-012,3,False,3,11
2025-01-09,TS-013,6,False,3,11
2025-01-09,TS-014,21,True,3,11
2025-01-09,TS-015,19,True,3,11
2025-01-09,TS-016,7,False,3,11
2025-01-09,TS-017,22,True,3,11
2025-01-09,TS-018,10,True,3,11
2025-01-09,TS-019,16,True,3,11
2025-01-09,TS-020,4,False,3,11
2025-01-09,TS-021,28,True,3,11
2025-01-09,TS-022,27,True,3,11
2025-01-09,TS-023,19,True,3,11
2025-01-09,TS-024,13,True,3,11
2025-01-09,TS-025,10,True,3,11
2025-01-10,TS-001,8,True,4,10
2025-01-10,TS-002,15,True,4,10
2025-01-10,TS-003,26,True,4,10
2025-01-10,TS-004,22,True,4,10
2025-01-10,TS-005,15,True,4,10
2025-01-10,TS-006,16,True,4,10
2025-01-10,TS-007,18,True,4,10
2025-01-10,TS-008,7,False,4,10
2025-01-10,TS-009,4,False,4,10
2025-01-10,TS-010,8,True,4,10
2025-01-10,TS-011,22,True,4,10
2025-01-10,TS-012,23,True,4,10
2025-01-10,TS-013,11,True,4,10
2025-01-10,TS-014,6,False,4,10
2025-01-10,TS-015,17,True,4,10
2025-01-10,TS-016,22,True,4,10
2025-01-10,TS-017,23,True,4,10
2025-01-10,TS-018,28,True,4,10
2025-01-10,TS-019,19,True,4,10
2025-01-10,TS-020,20,True,4,10
2025-01-10,TS-021,6,False,4,10
2025-01-10,TS-022,24,True,4,10
2025-01-10,TS-023,26,True,4,10
2025-01-10,TS-024,19,True,4,10
2025-01-10,TS-025,15,True,4,10
2025-01-11,TS-001,23,True,4,9
2025-01-11,TS-002,27,True,4,9
2025-01-11,TS-003,8,True,4,9
2025-01-11,TS-004,5,False,4,9
2025-01-11,TS-005,19,True,4,9
2025-01-11,TS-006,13,True,4,9
2025-01-11,TS-007,12,True,4,9
2025-01-11,TS-008,20,True,4,9
2025-01-11,TS-009,5,False,4,9
2025-01-11,TS-010,26,True,4,9
2025-01-11,TS-011,15,True,4,9
2025-01-11,TS-012,16,True,4,9
2025-01-11,TS-013,18,True,4,9
2025-01-11,TS-014,5,False,4,9
2025-01-11,TS-015,12,True,4,9
2025-01-11,TS-016,15,True,4,9
2025-01-11,TS-017,28,True,4,9
2025-01-11,TS-018,24,True,4,9
2025-01-11,TS-019,17,True,4,9
2025-01-11,TS-020,18,True,4,9
2025-01-11,TS-021,25,True,4,9
2025-01-11,TS-022,14,True,4,9
2025-01-11,TS-023,13,True,4,9
2025-01-11,TS-024,3,False,4,9
2025-01-11,TS-025,11,True,4,9
2025-01-12,TS-001,18,True,3,7
2025-01-12,TS-002,17,True,3,7
2025-01-12,TS-003,14,True,3,7
2025-01-12,TS-004,20,True,3,7
2025-01-12,TS-005,23,True,3,7
2025-01-12,TS-006,23,True,3,7
2025-01-12,TS-007,29,True,3,7
2025-01-12,TS-008,21,True,3,7
2025-01-12,TS-009,18,True,3,7
2025-01-12,TS-010,3,False,3,7
2025-01-12,TS-011,16,True,3,7
2025-01-12,TS-012,10,True,3,7
2025-01-12,TS-013,16,True,3,7
2025-01-12,TS-014,24,True,3,7
2025-01-12,TS-015,27,True,3,7
2025-01-12,TS-016,21,True,3,7
2025-01-12,TS-017,21,True,3,7
2025-01-12,TS-018,20,True,3,7
2025-01-12,TS-019,26,True,3,7
2025-01-12,TS-020,14,True,3,7
2025-01-12,TS-021,10,True,3,7
2025-01-12,TS-022,12,True,3,7
2025-01-12,TS-023,1,False,3,7
2025-01-12,TS-024,3,False,3,7
2025-01-12,TS-025,27,True,3,7
2025-01-13,TS-001,7,False,3,5
2025-01-13,TS-002,18,True,3,5
2025-01-13,TS-003,25,True,3,5
2025-01-13,TS-004,29,True,3,5
2025-01-13,TS-005,26,True,3,5
2025-01-13,TS-006,26,True,3,5
2025-01-13,TS-007,29,True,3,5
2025-01-13,TS-008,27,True,3,5
2025-01-13,TS-009,15,True,3,5
2025-01-13,TS-010,27,True,3,5
2025-01-13,TS-011,13,True,3,5
2025-01-13,TS-012,12,True,3,5
2025-01-13,TS-013,11,True,3,5
2025-01-13,TS-014,29,True,3,5
2025-01-13,TS-015,10,True,3,5
2025-01-13,TS-016,3,False,3,5
2025-01-13,TS-017,24,True,3,5
2025-01-13,TS-018,17,True,3,5
2025-01-13,TS-019,28,True,3,5
2025-01-13,TS-020,26,True,3,5
2025-01-13,TS-021,20,True,3,5
2025-01-13,TS-022,28,True,3,5
2025-01-13,TS-023,10,True,3,5
2025-01-13,TS-024,7,False,3,5
2025-01-13,TS-025,5,False,3,5
2025-01-14,TS-001,24,True,3,6
2025-01-14,TS-002,18,True,3,6
2025-01-14,TS-003,2,False,3,6
2025-01-14,TS-004,19,True,3,6
2025-01-14,TS-005,10,True,3,6
2025-01-14,TS-006,26,True,3,6
2025-01-14,TS-007,4,False,3,6
2025-01-14,TS-008,21,True,3,6
2025-01-14,TS-009,26,True,3,6
2025-01-14,TS-010,5,False,3,6
2025-01-14,TS-011,7,False,3,6
2025-01-14,TS-012,1,False,3,6
2025-01-14,TS-013,13,True,3,6
2025-01-14,TS-014,7,False,3,6
2025-01-14,TS-015,13,True,3,6
2025-01-14,TS-016,11,True,3,6
2025-01-14,TS-017,1,False,3,6
2025-01-14,TS-018,27,True,3,6
2025-01-14,TS-019,11,True,3,6
2025-01-14,TS-020,29,True,3,6
2025-01-14,TS-021,15,True,3,6
2025-01-14,TS-022,10,True,3,6
2025-01-14,TS-023,2,False,3,6
2025-01-14,TS-024,23,True,3,6
2025-01-14,TS-025,3,False,3,6
2025-01-15,TS-001,8,True,3,10
2025-01-15,TS-002,14,True,3,10
2025-01-15,TS-003,8,True,3,10
2025-01-15,TS-004,28,True,3,10
2025-01-15,TS-005,20,True,3,10
2025-01-15,TS-006,1,False,3,10
2025-01-15,TS-007,14,True,3,10
2025-01-15,TS-008,28,True,3,10
2025-01-15,TS-009,8,True,3,10
2025-01-15,TS-010,21,True,3,10
2025-01-15,TS-011,6,False,3,10
2025-01-15,TS-012,28,True,3,10
2025-01-15,TS-013,24,True,3,10
2025-01-15,TS-014,7,False,3,10
2025-01-15,TS-015,16,True,3,10
2025-01-15,TS-016,1,False,3,10
2025-01-15,TS-017,2,False,3,10
2025-01-15,TS-018,7,False,3,10
2025-01-15,TS-019,11,True,3,10
2025-01-15,TS-020,23,True,3,10
2025-01-15,TS-021,5,False,3,10
2025-01-15,TS-022,7,False,3,10
2025-01-15,TS-023,20,True,3,10
2025-01-15,TS-024,1,False,3,10
2025-01-15,TS-025,13,True,3,10
2025-01-16,TS-001,29,True,4,9
2025-01-16,TS-002,15,True,4,9
2025-01-16,TS-003,6,False,4,9
2025-01-16,TS-004,2,False,4,9
2025-01-16,TS-005,5,False,4,9
2025-01-16,TS-006,23,True,4,9
2025-01-16,TS-007,3,False,4,9
2025-01-16,TS-008,20,True,4,9
2025-01-16,TS-009,15,True,4,9
2025-01-16,TS-010,28,True,4,9
2025-01-16,TS-011,19,True,4,9
2025-01-16,TS-012,26,True,4,9
2025-01-16,TS-013,17,True,4,9
2025-01-16,TS-014,13,True,4,9
2025-01-16,TS-015,12,True,4,9
2025-01-16,TS-016,7,False,4,9
2025-01-16,TS-017,14,True,4,9
2025-01-16,TS-018,28,True,4,9
2025-01-16,TS-019,5,False,4,9
2025-01-16,TS-020,28,True,4,9
2025-01-16,TS-021,23,True,4,9
2025-01-16,TS-022,16,True,4,9
2025-01-16,TS-023,26,True,4,9
2025-01-16,TS-024,7,False,4,9
2025-01-16,TS-025,23,True,4,9
2025-01-17,TS-001,23,True,2,11
2025-01-17,TS-002,7,False,2,11
2025-01-17,TS-003,19,True,2,11
2025-01-17,TS-004,18,True,2,11
2025-01-17,TS-005,2,False,2,11
2025-01-17,TS-006,12,True,2,11
2025-01-17,TS-007,25,True,2,11
2025-01-17,TS-008,25,True,2,11
2025-01-17,TS-009,13,True,2,11
2025-01-17,TS-010,1,False,2,11
2025-01-17,TS-011,11,True,2,11
2025-01-17,TS-012,11,True,2,11
2025-01-17,TS-013,7,False,2,11
2025-01-17,TS-014,2,False,2,11
2025-01-17,TS-015,19,True,2,11
2025-01-17,TS-016,14,True,2,11
2025-01-17,TS-017,28,True,2,11
2025-01-17,TS-018,22,True,2,11
2025-01-17,TS-019,17,True,2,11
2025-01-17,TS-020,15,True,2,11
2025-01-17,TS-021,18,True,2,11
2025-01-17,TS-022,24,True,2,11
2025-01-17,TS-023,1,False,2,11
2025-01-17,TS-024,7,False,2,11
2025-01-17,TS-025,17,True,2,11
2025-01-18,TS-001,26,True,4,9
2025-01-18,TS-002,19,True,4,9
2025-01-18,TS-003,13,True,4,9
2025-01-18,TS-004,27,True,4,9
2025-01-18,TS-005,21,True,4,9
2025-01-18,TS-006,27,True,4,9
2025-01-18,TS-007,8,True,4,9
2025-01-18,TS-008,12,True,4,9
2025-01-18,TS-009,10,True,4,9
2025-01-18,TS-010,10,True,4,9
2025-01-18,TS-011,29,True,4,9
2025-01-18,TS-012,16,True,4,9
2025-01-18,TS-013,7,False,4,9
2025-01-18,TS-014,15,True,4,9
2025-01-18,TS-015,4,False,4,9
2025-01-18,TS-016,4,False,4,9
2025-01-18,TS-017,19,True,4,9
2025-01-18,TS-018,1,False,4,9
2025-01-18,TS-019,23,True,4,9
2025-01-18,TS-020,25,True,4,9
2025-01-18,TS-021,5,False,4,9
2025-01-18,TS-022,10,True,4,9
2025-01-18,TS-023,18,True,4,9
2025-01-18,TS-024,10,True,4,9
2025-01-18,TS-025,1,False,4,9
2025-01-19,TS-001,12,True,3,7
2025-01-19,TS-002,5,False,3,7
2025-01-19,TS-003,14,True,3,7
2025-01-19,TS-004,4,False,3,7
2025-01-19,TS-005,29,True,3,7
2025-01-19,TS-006,18,True,3,7
2025-01-19,TS-007,26,True,3,7
2025-01-19,TS-008,18,True,3,7
2025-01-19,TS-009,19,True,3,7
2025-01-19,TS-010,12,True,3,7
2025-01-19,TS-011,21,True,3,7
2025-01-19,TS-012,24,True,3,7
2025-01-19,TS-013,6,False,3,7
2025-01-19,TS-014,19,True,3,7
2025-01-19,TS-015,23,True,3,7
2025-01-19,TS-016,4,False,3,7
2025-01-19,TS-017,3,False,3,7
2025-01-19,TS-018,22,True,3,7
2025-01-19,TS-019,13,True,3,7
2025-01-19,TS-020,27,True,3,7
2025-01-19,TS-021,1,False,3,7
2025-01-19,TS-022,10,True,3,7
2025-01-19,TS-023,29,True,3,7
2025-01-19,TS-024,14,True,3,7
2025-01-19,TS-025,5,False,3,7
2025-01-20,TS-001,7,False,3,4
2025-01-20,TS-002,12,True,3,4
2025-01-20,TS-003,6,False,3,4
2025-01-20,TS-004,23,True,3,4
2025-01-20,TS-005,23,True,3,4
2025-01-20,TS-006,25,True,3,4
2025-01-20,TS-007,25,True,3,4
2025-01-20,TS-008,22,True,3,4
2025-01-20,TS-009,2,False,3,4
2025-01-20,TS-010,1,False,3,4
2025-01-20,TS-011,28,True,3,4
2025-01-20,TS-012,7,False,3,4
2025-01-20,TS-013,2,False,3,4
2025-01-20,TS-014,20,True,3,4
2025-01-20,TS-015,28,True,3,4
2025-01-20,TS-016,15,True,3,4
2025-01-20,TS-017,24,True,3,4
2025-01-20,TS-018,15,True,3,4
2025-01-20,TS-019,8,True,3,4
2025-01-20,TS-020,11,True,3,4
2025-01-20,TS-021,23,True,3,4
2025-01-20,TS-022,5,False,3,4
2025-01-20,TS-023,7,False,3,4
2025-01-20,TS-024,25,True,3,4
2025-01-20,TS-025,2,False,3,4
2025-01-21,TS-001,23,True,4,8
2025-01-21,TS-002,20,True,4,8
2025-01-21,TS-003,26,True,4,8
2025-01-21,TS-004,11,True,4,8
2025-01-21,TS-005,3,False,4,8
2025-01-21,TS-006,2,False,4,8
2025-01-21,TS-007,3,False,4,8
2025-01-21,TS-008,14,True,4,8
2025-01-21,TS-009,19,True,4,8
2025-01-21,TS-010,8,True,4,8
2025-01-21,TS-011,2,False,4,8
2025-01-21,TS-012,19,True,4,8
2025-01-21,TS-013,12,True,4,8
2025-01-21,TS-014,17,True,4,8
2025-01-21,TS-015,24,True,4,8
2025-01-21,TS-016,3,False,4,8
2025-01-21,TS-017,24,True,4,8
2025-01-21,TS-018,20,True,4,8
2025-01-21,TS-019,1,False,4,8
2025-01-21,TS-020,11,True,4,8
2025-01-21,TS-021,26,True,4,8
2025-01-21,TS-022,12,True,4,8
2025-01-21,TS-023,19,True,4,8
2025-01-21,TS-024,3,False,4,8
2025-01-21,TS-025,21,True,4,8
2025-01-22,TS-001,15,True,4,5
2025-01-22,TS-002,21,True,4,5
2025-01-22,TS-003,11,True,4,5
2025-01-22,TS-004,25,True,4,5
2025-01-22,TS-005,13,True,4,5
2025-01-22,TS-006,23,True,4,5
2025-01-22,TS-007,26,True,4,5
2025-01-22,TS-008,14,True,4,5
2025-01-22,TS-009,7,False,4,5
2025-01-22,TS-010,1,False,4,5
2025-01-22,TS-011,9,True,4,5
2025-01-22,TS-012,5,False,4,5
2025-01-22,TS-013,19,True,4,5
2025-01-22,TS-014,13,True,4,5
2025-01-22,TS-015,13,True,4,5
2025-01-22,TS-016,24,True,4,5
2025-01-22,TS-017,21,True,4,5
2025-01-22,TS-018,6,False,4,5
2025-01-22,TS-019,6,False,4,5
2025-01-22,TS-020,8,True,4,5
2025-01-22,TS-021,1,False,4,5
2025-01-22,TS-022,7,False,4,5
2025-01-22,TS-023,16,True,4,5
2025-01-22,TS-024,18,True,4,5
2025-01-22,TS-025,12,True,4,5
2025-01-23,TS-001,13,True,4,11
2025-01-23,TS-002,15,True,4,11
2025-01-23,TS-003,6,False,4,11
2025-01-23,TS-004,29,True,4,11
2025-01-23,TS-005,26,True,4,11
2025-01-23,TS-006,11,True,4,11
2025-01-23,TS-007,23,True,4,11
2025-01-23,TS-008,21,True,4,11
2025-01-23,TS-009,26,True,4,11
2025-01-23,TS-010,11,True,4,11
2025-01-23,TS-011,23,True,4,11
2025-01-23,TS-012,3,False,4,11
2025-01-23,TS-013,9,True,4,11
2025-01-23,TS-014,13,True,4,11
2025-01-23,TS-015,3,False,4,11
2025-01-23,TS-016,3,False,4,11
2025-01-23,TS-017,28,True,4,11
2025-01-23,TS-018,1,False,4,11
2025-01-23,TS-019,17,True,4,11
2025-01-23,TS-020,22,True,4,11
2025-01-23,TS-021,7,False,4,11
2025-01-23,TS-022,2,False,4,11
2025-01-23,TS-023,16,True,4,11
2025-01-23,TS-024,9,True,4,11
2025-01-23,TS-025,27,True,4,11
2025-01-24,TS-001,21,True,3,5
2025-01-24,TS-002,9,True,3,5
2025-01-24,TS-003,6,False,3,5
2025-01-24,TS-004,14,True,3,5
2025-01-24,TS-005,15,True,3,5
2025-01-24,TS-006,9,True,3,5
2025-01-24,TS-007,20,True,3,5
2025-01-24,TS-008,15,True,3,5
2025-01-24,TS-009,1,False,3,5
2025-01-24,TS-010,6,False,3,5
2025-01-24,TS-011,25,True,3,5
2025-01-24,TS-012,27,True,3,5
2025-01-24,TS-013,17,True,3,5
2025-01-24,TS-014,12,True,3,5
2025-01-24,TS-015,22,True,3,5
2025-01-24,TS-016,24,True,3,5
2025-01-24,TS-017,6,False,3,5
2025-01-24,TS-018,21,True,3,5
2025-01-24,TS-019,13,True,3,5
2025-01-24,TS-020,3,False,3,5
2025-01-24,TS-021,5,False,3,5
2025-01-24,TS-022,13,True,3,5
2025-01-24,TS-023,26,True,3,5
2025-01-24,TS-024,16,True,3,5
2025-01-24,TS-025,14,True,3,5
2025-01-25,TS-001,19,True,3,9
2025-01-25,TS-002,20,True,3,9
2025-01-25,TS-003,15,True,3,9
2025-01-25,TS-004,13,True,3,9
2025-01-25,TS-005,9,True,3,9
2025-01-25,TS-006,9,True,3,9
2025-01-25,TS-007,4,False,3,9
2025-01-25,TS-008,5,False,3,9
2025-01-25,TS-009,20,True,3,9
2025-01-25,TS-010,2,False,3,9
2025-01-25,TS-011,21,True,3,9
2025-01-25,TS-012,15,True,3,9
2025-01-25,TS-013,15,True,3,9
2025-01-25,TS-014,1,False,3,9
2025-01-25,TS-015,10,True,3,9
2025-01-25,TS-016,27,True,3,9
2025-01-25,TS-017,27,True,3,9
2025-01-25,TS-018,5,False,3,9
2025-01-25,TS-019,15,True,3,9
2025-01-25,TS-020,28,True,3,9
2025-01-25,TS-021,29,True,3,9
2025-01-25,TS-022,3,False,3,9
2025-01-25,TS-023,12,True,3,9
2025-01-25,TS-024,20,True,3,9
2025-01-25,TS-025,26,True,3,9
2025-01-26,TS-001,17,True,3,10
2025-01-26,TS-002,7,False,3,10
2025-01-26,TS-003,6,False,3,10
2025-01-26,TS-004,7,False,3,10
2025-01-26,TS-005,21,True,3,10
2025-01-26,TS-006,12,True,3,10
2025-01-26,TS-007,25,True,3,10
2025-01-26,TS-008,20,True,3,10
2025-01-26,TS-009,29,True,3,10
2025-01-26,TS-010,11,True,3,10
2025-01-26,TS-011,5,False,3,10
2025-01-26,TS-012,5,False,3,10
2025-01-26,TS-013,22,True,3,10
2025-01-26,TS-014,20,True,3,10
2025-01-26,TS-015,21,True,3,10
2025-01-26,TS-016,19,True,3,10
2025-01-26,TS-017,29,True,3,10
2025-01-26,TS-018,29,True,3,10
2025-01-26,TS-019,29,True,3,10
2025-01-26,TS-020,7,False,3,10
2025-01-26,TS-021,4,False,3,10
2025-01-26,TS-022,20,True,3,10
2025-01-26,TS-023,28,True,3,10
2025-01-26,TS-024,20,True,3,10
2025-01-26,TS-025,17,True,3,10
2025-01-27,TS-001,15,True,2,6
2025-01-27,TS-002,29,True,2,6
2025-01-27,TS-003,29,True,2,6
2025-01-27,TS-004,18,True,2,6
2025-01-27,TS-005,22,True,2,6
2025-01-27,TS-006,7,False,2,6
2025-01-27,TS-007,2,False,2,6
2025-01-27,TS-008,23,True,2,6
2025-01-27,TS-009,28,True,2,6
2025-01-27,TS-010,24,True,2,6
2025-01-27,TS-011,5,False,2,6
2025-01-27,TS-012,22,True,2,6
2025-01-27,TS-013,5,False,2,6
2025-01-27,TS-014,5,False,2,6
2025-01-27,TS-015,12,True,2,6
2025-01-27,TS-016,19,True,2,6
2025-01-27,TS-017,15,True,2,6
2025-01-27,TS-018,22,True,2,6
2025-01-27,TS-019,16,True,2,6
2025-01-27,TS-020,9,True,2,6
2025-01-27,TS-021,13,True,2,6
2025-01-27,TS-022,2,False,2,6
2025-01-27,TS-023,17,True,2,6
2025-01-27,TS-024,9,True,2,6
2025-01-27,TS-025,14,True,2,6
2025-01-28,TS-001,6,False,1,5
2025-01-28,TS-002,8,True,1,5
2025-01-28,TS-003,27,True,1,5
2025-01-28,TS-004,13,True,1,5
2025-01-28,TS-005,27,True,1,5
2025-01-28,TS-006,8,True,1,5
2025-01-28,TS-007,19,True,1,5
2025-01-28,TS-008,27,True,1,5
2025-01-28,TS-009,28,True,1,5
2025-01-28,TS-010,7,False,1,5
2025-01-28,TS-011,21,True,1,5
2025-01-28,TS-012,11,True,1,5
2025-01-28,TS-013,29,True,1,5
2025-01-28,TS-014,14,True,1,5
2025-01-28,TS-015,12,True,1,5
2025-01-28,TS-016,16,True,1,5
2025-01-28,TS-017,7,False,1,5
2025-01-28,TS-018,12,True,1,5
2025-01-28,TS-019,13,True,1,5
2025-01-28,TS-020,25,True,1,5
