date,trainset_id,fault_type,severity,resolved_in_hours,caused_withdrawal
2025-01-26,TS-010,telecom_down,low,3.2,False
2025-01-26,TS-017,telecom_down,medium,10.0,False
2025-01-26,TS-025,coupling_issue,low,3.5,False
2025-01-26,TS-009,pantograph_fault,high,25.5,True
2025-01-27,TS-011,door_malfunction,high,17.1,False
2025-01-27,TS-002,door_malfunction,critical,77.3,True
2025-01-27,TS-018,signalling_error,medium,2.6,False
2025-01-27,TS-007,telecom_down,low,1.4,False
2025-01-27,TS-020,pantograph_fault,critical,112.5,True
2025-01-27,TS-010,coupling_issue,low,0.7,False
2025-01-27,TS-009,brake_fault,low,3.2,False
2025-01-27,TS-019,door_malfunction,high,39.5,True
2025-01-28,TS-005,brake_fault,low,2.7,False
2025-01-28,TS-002,power_supply_issue,medium,9.1,False
2025-01-28,TS-017,signalling_error,high,40.0,False
2025-01-28,TS-012,coupling_issue,medium,3.8,False
2025-01-28,TS-004,coupling_issue,low,2.6,False
2025-01-28,TS-007,door_malfunction,high,12.3,False
2025-01-29,TS-015,telecom_down,low,3.9,False
2025-01-29,TS-008,door_malfunction,critical,45.1,False
2025-01-29,TS-003,brake_fault,medium,2.2,False
2025-01-30,TS-022,power_supply_issue,medium,9.3,False
2025-01-30,TS-013,signalling_error,medium,7.0,False
2025-01-30,TS-019,brake_fault,medium,11.5,False
2025-01-30,TS-017,door_malfunction,low,1.3,False
2025-01-31,TS-008,brake_fault,medium,11.2,False
2025-01-31,TS-014,pantograph_fault,medium,8.2,False
2025-01-31,TS-013,door_malfunction,medium,4.4,False
2025-01-31,TS-017,signalling_error,low,1.9,False
2025-01-31,TS-022,power_supply_issue,medium,9.3,False
2025-02-01,TS-014,coupling_issue,low,1.3,False
2025-02-01,TS-013,coupling_issue,medium,10.6,False
2025-02-01,TS-012,hvac_failure,low,2.9,False
2025-02-01,TS-021,door_malfunction,critical,70.5,False
2025-02-02,TS-010,pantograph_fault,low,3.5,False
2025-02-02,TS-019,telecom_down,medium,3.1,False
2025-02-03,TS-020,coupling_issue,medium,6.8,False
2025-02-03,TS-015,coupling_issue,high,17.3,True
2025-02-03,TS-005,door_malfunction,medium,3.9,False
2025-02-03,TS-021,power_supply_issue,medium,8.2,False
2025-02-03,TS-017,signalling_error,medium,2.7,False
2025-02-03,TS-024,coupling_issue,low,3.8,False
2025-02-04,TS-002,pantograph_fault,medium,8.8,False
2025-02-04,TS-008,power_supply_issue,high,30.5,True
2025-02-04,TS-018,hvac_failure,medium,6.5,False
2025-02-04,TS-007,door_malfunction,high,12.6,True
2025-02-04,TS-011,power_supply_issue,high,47.7,True
2025-02-04,TS-024,door_malfunction,critical,76.7,True
2025-02-04,TS-006,signalling_error,medium,7.1,False
2025-02-04,TS-021,hvac_failure,low,3.4,False
2025-02-05,TS-008,coupling_issue,high,28.1,False
2025-02-05,TS-025,power_supply_issue,low,2.0,False
2025-02-05,TS-021,door_malfunction,medium,11.6,False
2025-02-05,TS-011,pantograph_fault,medium,2.0,False
2025-02-05,TS-018,telecom_down,low,3.7,False
2025-02-05,TS-006,hvac_failure,low,0.6,False
2025-02-06,TS-021,coupling_issue,low,2.5,False
2025-02-06,TS-015,signalling_error,medium,9.8,False
2025-02-06,TS-006,coupling_issue,low,2.3,False
2025-02-07,TS-009,door_malfunction,low,3.0,False
2025-02-07,TS-020,coupling_issue,high,15.4,True
2025-02-07,TS-018,power_supply_issue,medium,5.6,False
2025-02-07,TS-015,brake_fault,low,0.9,False
2025-02-07,TS-006,hvac_failure,low,2.6,False
2025-02-07,TS-014,hvac_failure,low,1.6,False
2025-02-07,TS-021,signalling_error,high,17.2,True
2025-02-07,TS-021,signalling_error,high,22.7,False
2025-02-08,TS-011,signalling_error,low,3.5,False
2025-02-08,TS-007,signalling_error,low,3.7,False
2025-02-09,TS-004,telecom_down,low,0.8,False
2025-02-09,TS-005,hvac_failure,low,1.3,False
2025-02-09,TS-009,hvac_failure,low,0.6,False
2025-02-09,TS-025,coupling_issue,medium,2.6,False
2025-02-09,TS-017,signalling_error,medium,7.0,False
2025-02-09,TS-018,signalling_error,medium,9.0,False
2025-02-09,TS-002,coupling_issue,low,0.9,False
2025-02-10,TS-014,hvac_failure,low,3.6,False
2025-02-10,TS-019,telecom_down,low,2.2,False
2025-02-10,TS-019,coupling_issue,low,1.0,False
2025-02-10,TS-014,brake_fault,low,3.0,False
2025-02-10,TS-015,pantograph_fault,medium,3.8,False
2025-02-10,TS-023,coupling_issue,high,19.4,False
2025-02-10,TS-002,door_malfunction,low,3.2,False
2025-02-11,TS-021,telecom_down,high,19.2,True
2025-02-11,TS-005,pantograph_fault,medium,8.0,False
2025-02-11,TS-009,door_malfunction,critical,107.4,True
2025-02-11,TS-011,pantograph_fault,high,10.3,False
2025-02-11,TS-010,power_supply_issue,medium,3.5,False
2025-02-11,TS-004,hvac_failure,low,0.9,False
2025-02-11,TS-005,pantograph_fault,high,20.2,True
2025-02-11,TS-004,coupling_issue,high,35.2,False
2025-02-12,TS-003,coupling_issue,high,37.4,False
2025-02-12,TS-011,coupling_issue,low,3.1,False
2025-02-12,TS-014,signalling_error,low,3.0,False
2025-02-12,TS-006,power_supply_issue,low,3.8,False
2025-02-13,TS-023,door_malfunction,low,2.1,False
2025-02-13,TS-019,coupling_issue,medium,5.2,False
2025-02-13,TS-016,brake_fault,low,1.0,False
2025-02-13,TS-022,pantograph_fault,high,9.1,True
2025-02-13,TS-014,pantograph_fault,low,3.4,False
2025-02-13,TS-011,telecom_down,medium,5.8,False
2025-02-13,TS-016,signalling_error,low,3.3,False
2025-02-13,TS-019,signalling_error,medium,6.7,False
2025-02-14,TS-011,coupling_issue,low,2.5,False
2025-02-14,TS-009,signalling_error,low,2.8,False
2025-02-14,TS-011,brake_fault,low,3.8,False
2025-02-14,TS-016,coupling_issue,medium,3.5,False
2025-02-14,TS-019,telecom_down,low,2.8,False
2025-02-15,TS-018,door_malfunction,low,1.2,False
2025-02-15,TS-001,power_supply_issue,medium,9.2,False
2025-02-15,TS-019,telecom_down,low,3.4,False
2025-02-15,TS-002,signalling_error,medium,11.7,False
2025-02-15,TS-007,coupling_issue,medium,3.7,False
2025-02-15,TS-001,pantograph_fault,high,18.2,False
2025-02-15,TS-022,power_supply_issue,high,33.6,True
2025-02-16,TS-008,power_supply_issue,low,3.7,False
2025-02-16,TS-022,signalling_error,low,2.5,False
2025-02-16,TS-017,telecom_down,low,3.5,False
2025-02-16,TS-019,pantograph_fault,high,31.9,False
2025-02-16,TS-023,signalling_error,medium,2.7,False
2025-02-16,TS-013,telecom_down,medium,5.7,False
2025-02-17,TS-007,telecom_down,medium,9.4,False
2025-02-17,TS-003,coupling_issue,critical,49.4,False
2025-02-18,TS-014,coupling_issue,low,4.0,False
2025-02-18,TS-013,telecom_down,low,0.9,False
2025-02-19,TS-024,power_supply_issue,low,1.7,False
2025-02-19,TS-006,brake_fault,medium,3.2,False
2025-02-19,TS-002,door_malfunction,low,1.7,False
2025-02-19,TS-003,coupling_issue,low,3.4,False
2025-02-19,TS-010,telecom_down,high,27.6,True
2025-02-20,TS-003,brake_fault,critical,74.6,True
2025-02-20,TS-006,signalling_error,low,2.0,False
2025-02-20,TS-023,door_malfunction,low,0.8,False
2025-02-20,TS-021,power_supply_issue,low,3.6,False
2025-02-20,TS-016,telecom_down,medium,6.8,False
2025-02-20,TS-005,telecom_down,high,19.0,False
2025-02-20,TS-010,coupling_issue,critical,32.2,True
2025-02-21,TS-022,brake_fault,medium,6.6,False
2025-02-21,TS-023,door_malfunction,low,2.5,False
2025-02-21,TS-019,door_malfunction,critical,58.1,True
2025-02-21,TS-001,signalling_error,low,2.0,False
2025-02-21,TS-002,door_malfunction,medium,8.5,False
2025-02-21,TS-016,signalling_error,low,3.0,False
2025-02-22,TS-013,coupling_issue,low,2.0,False
2025-02-22,TS-022,telecom_down,low,3.9,False
2025-02-22,TS-023,power_supply_issue,medium,7.4,False
2025-02-22,TS-023,door_malfunction,low,0.7,False
2025-02-22,TS-018,telecom_down,high,19.8,True
2025-02-23,TS-025,power_supply_issue,low,0.6,False
2025-02-23,TS-022,brake_fault,medium,6.0,False
2025-02-24,TS-015,power_supply_issue,medium,7.5,False
2025-02-24,TS-013,telecom_down,critical,61.5,True
2025-02-24,TS-001,pantograph_fault,medium,3.2,False
2025-02-24,TS-003,pantograph_fault,high,31.5,True
2025-02-25,TS-012,telecom_down,medium,6.2,False
2025-02-25,TS-011,door_malfunction,medium,10.3,False
2025-02-25,TS-012,power_supply_issue,medium,5.0,False
2025-02-25,TS-008,coupling_issue,critical,63.3,True
2025-02-26,TS-020,door_malfunction,medium,10.5,False
2025-02-26,TS-005,signalling_error,medium,2.0,False
2025-02-26,TS-021,door_malfunction,medium,5.7,False
2025-02-26,TS-019,signalling_error,low,3.7,False
2025-02-26,TS-006,coupling_issue,critical,107.9,True
2025-02-26,TS-007,door_malfunction,critical,63.0,True
2025-02-27,TS-020,hvac_failure,medium,6.1,False
2025-02-27,TS-025,signalling_error,medium,4.5,False
2025-02-28,TS-025,pantograph_fault,medium,6.0,False
2025-02-28,TS-011,hvac_failure,critical,93.4,False
2025-02-28,TS-011,brake_fault,medium,9.5,False
2025-02-28,TS-006,brake_fault,low,1.1,False
2025-02-28,TS-018,pantograph_fault,low,3.9,False
2025-02-28,TS-010,coupling_issue,high,16.4,True
2025-03-01,TS-001,pantograph_fault,low,2.0,False
2025-03-01,TS-023,hvac_failure,medium,5.0,False
2025-03-01,TS-008,telecom_down,high,44.2,False
2025-03-02,TS-016,telecom_down,low,3.8,False
2025-03-02,TS-018,door_malfunction,critical,109.6,True
2025-03-02,TS-021,telecom_down,medium,11.6,False
2025-03-03,TS-019,pantograph_fault,medium,3.5,False
2025-03-03,TS-025,power_supply_issue,low,2.6,False
2025-03-03,TS-021,telecom_down,medium,6.7,False
2025-03-03,TS-009,pantograph_fault,low,1.6,False
2025-03-04,TS-015,telecom_down,low,2.5,False
2025-03-04,TS-021,power_supply_issue,high,8.9,True
2025-03-05,TS-005,hvac_failure,medium,7.2,False
2025-03-05,TS-014,telecom_down,low,0.8,False
2025-03-05,TS-004,coupling_issue,low,3.7,False
2025-03-05,TS-005,door_malfunction,low,2.0,False
2025-03-05,TS-015,brake_fault,low,2.3,False
2025-03-05,TS-009,telecom_down,low,3.1,False
2025-03-05,TS-003,pantograph_fault,critical,106.6,True
2025-03-06,TS-017,signalling_error,critical,44.4,True
2025-03-06,TS-004,coupling_issue,high,11.7,True
2025-03-07,TS-006,door_malfunction,low,4.0,False
2025-03-07,TS-011,coupling_issue,high,41.9,False
2025-03-07,TS-022,signalling_error,low,3.7,False
2025-03-07,TS-021,brake_fault,low,3.6,False
2025-03-07,TS-001,door_malfunction,medium,9.3,False
2025-03-07,TS-023,pantograph_fault,high,23.4,False
2025-03-07,TS-017,brake_fault,medium,5.1,False
2025-03-07,TS-019,telecom_down,medium,8.2,False
2025-03-08,TS-024,pantograph_fault,medium,4.6,False
2025-03-08,TS-019,door_malfunction,high,24.8,True
2025-03-09,TS-020,signalling_error,high,29.0,True
2025-03-09,TS-005,telecom_down,medium,6.6,False
2025-03-09,TS-024,telecom_down,critical,37.4,False
2025-03-09,TS-013,brake_fault,high,25.9,True
2025-03-09,TS-007,pantograph_fault,low,2.2,False
2025-03-09,TS-004,power_supply_issue,low,3.2,False
2025-03-10,TS-001,door_malfunction,low,0.5,False
2025-03-10,TS-017,hvac_failure,medium,5.7,False
2025-03-10,TS-024,power_supply_issue,high,19.0,False
2025-03-10,TS-019,signalling_error,critical,24.9,False
2025-03-10,TS-022,pantograph_fault,low,1.6,False
2025-03-10,TS-008,coupling_issue,low,3.1,False
2025-03-10,TS-009,power_supply_issue,low,3.1,False
2025-03-10,TS-023,brake_fault,low,1.8,False
2025-03-11,TS-016,telecom_down,low,1.3,False
2025-03-11,TS-014,signalling_error,low,1.9,False
2025-03-11,TS-004,hvac_failure,medium,6.7,False
2025-03-11,TS-020,brake_fault,low,3.4,False
2025-03-11,TS-011,door_malfunction,medium,2.4,False
2025-03-11,TS-017,telecom_down,critical,57.7,True
2025-03-11,TS-016,door_malfunction,low,1.5,False
2025-03-12,TS-012,signalling_error,high,30.7,False
2025-03-12,TS-006,hvac_failure,high,23.6,True
2025-03-12,TS-006,brake_fault,low,1.3,False
2025-03-12,TS-024,telecom_down,medium,9.7,False
2025-03-12,TS-022,coupling_issue,low,3.5,False
2025-03-12,TS-004,hvac_failure,critical,103.3,False
2025-03-12,TS-019,hvac_failure,medium,3.8,False
2025-03-13,TS-011,signalling_error,critical,106.9,True
2025-03-13,TS-018,telecom_down,low,3.3,False
2025-03-13,TS-025,telecom_down,medium,5.7,False
2025-03-13,TS-015,coupling_issue,low,1.4,False
2025-03-14,TS-018,hvac_failure,medium,8.7,False
2025-03-14,TS-025,power_supply_issue,medium,8.1,False
2025-03-14,TS-012,brake_fault,low,2.6,False
2025-03-15,TS-006,signalling_error,medium,5.9,False
2025-03-15,TS-014,hvac_failure,low,1.5,False
2025-03-15,TS-025,brake_fault,low,3.0,False
2025-03-15,TS-016,power_supply_issue,critical,49.8,True
2025-03-15,TS-004,hvac_failure,low,3.2,False
2025-03-16,TS-021,door_malfunction,low,1.5,False
2025-03-16,TS-011,brake_fault,high,30.9,True
2025-03-16,TS-019,power_supply_issue,medium,9.6,False
2025-03-16,TS-020,pantograph_fault,medium,11.0,False
2025-03-16,TS-019,coupling_issue,critical,91.4,False
2025-03-16,TS-023,hvac_failure,high,35.0,True
2025-03-16,TS-009,telecom_down,high,22.2,True
2025-03-17,TS-019,door_malfunction,medium,8.8,False
2025-03-17,TS-009,brake_fault,high,24.1,True
2025-03-17,TS-019,door_malfunction,medium,7.3,False
2025-03-17,TS-017,power_supply_issue,medium,9.9,False
2025-03-17,TS-004,door_malfunction,medium,8.1,False
2025-03-17,TS-014,power_supply_issue,low,2.1,False
2025-03-18,TS-023,coupling_issue,high,27.2,False
2025-03-18,TS-007,power_supply_issue,medium,9.8,False
2025-03-18,TS-002,power_supply_issue,low,3.1,False
2025-03-18,TS-003,pantograph_fault,high,36.6,False
2025-03-18,TS-011,telecom_down,high,43.4,True
2025-03-18,TS-006,pantograph_fault,low,2.4,False
2025-03-18,TS-022,door_malfunction,low,2.4,False
2025-03-19,TS-004,power_supply_issue,critical,41.6,True
2025-03-19,TS-002,power_supply_issue,medium,5.8,False
2025-03-19,TS-020,pantograph_fault,medium,2.2,False
2025-03-19,TS-014,coupling_issue,low,1.7,False
2025-03-20,TS-005,telecom_down,critical,71.4,False
2025-03-20,TS-005,signalling_error,medium,4.0,False
2025-03-20,TS-007,coupling_issue,low,3.3,False
2025-03-20,TS-007,brake_fault,medium,4.2,False
2025-03-20,TS-012,telecom_down,high,41.1,False
2025-03-21,TS-010,door_malfunction,medium,9.6,False
2025-03-21,TS-022,signalling_error,critical,69.2,False
2025-03-21,TS-013,brake_fault,low,1.6,False
2025-03-21,TS-006,hvac_failure,medium,7.4,False
2025-03-21,TS-013,telecom_down,medium,6.0,False
2025-03-21,TS-009,hvac_failure,low,0.6,False
2025-03-21,TS-021,telecom_down,low,3.4,False
2025-03-21,TS-012,pantograph_fault,high,9.1,True
2025-03-22,TS-019,hvac_failure,high,41.5,True
2025-03-22,TS-015,coupling_issue,low,3.5,False
2025-03-22,TS-012,brake_fault,low,0.6,False
2025-03-22,TS-016,power_supply_issue,low,1.1,False
2025-03-22,TS-002,hvac_failure,low,3.5,False
2025-03-22,TS-023,hvac_failure,medium,9.2,False
2025-03-22,TS-019,brake_fault,high,40.5,False
2025-03-22,TS-020,telecom_down,high,21.9,True
2025-03-23,TS-013,power_supply_issue,medium,2.2,False
2025-03-23,TS-023,hvac_failure,low,2.7,False
2025-03-24,TS-021,coupling_issue,low,2.0,False
2025-03-24,TS-001,pantograph_fault,medium,7.5,False
2025-03-24,TS-025,power_supply_issue,low,3.4,False
2025-03-24,TS-019,pantograph_fault,high,23.0,True
2025-03-25,TS-002,signalling_error,high,39.8,False
2025-03-25,TS-003,brake_fault,critical,71.5,False
2025-03-25,TS-024,pantograph_fault,critical,86.5,True
2025-03-25,TS-011,brake_fault,medium,10.6,False
2025-03-25,TS-021,pantograph_fault,high,39.1,True
2025-03-25,TS-015,door_malfunction,medium,2.0,False
2025-03-25,TS-003,hvac_failure,high,30.0,True
2025-03-25,TS-023,hvac_failure,critical,113.4,True
2025-03-26,TS-014,brake_fault,low,2.6,False
2025-03-26,TS-005,door_malfunction,medium,5.0,False
2025-03-26,TS-025,brake_fault,high,33.0,True
2025-03-26,TS-022,pantograph_fault,low,3.3,False
2025-03-26,TS-023,signalling_error,high,23.2,True
2025-03-26,TS-025,hvac_failure,high,11.0,True
2025-03-26,TS-024,hvac_failure,high,27.8,False
2025-03-27,TS-012,door_malfunction,critical,34.6,True
2025-03-27,TS-006,hvac_failure,low,1.9,False
2025-03-28,TS-013,power_supply_issue,medium,3.2,False
2025-03-28,TS-013,signalling_error,medium,3.6,False
2025-03-28,TS-017,brake_fault,medium,5.6,False
2025-03-29,TS-010,telecom_down,low,2.0,False
2025-03-29,TS-006,signalling_error,low,2.5,False
2025-03-30,TS-025,coupling_issue,low,3.8,False
2025-03-30,TS-006,telecom_down,medium,5.7,False
2025-03-30,TS-022,power_supply_issue,low,1.8,False
2025-03-30,TS-018,telecom_down,low,2.0,False
2025-03-31,TS-018,brake_fault,medium,5.3,False
2025-03-31,TS-010,brake_fault,low,2.9,False
2025-03-31,TS-006,brake_fault,high,22.2,True
2025-03-31,TS-003,door_malfunction,medium,6.0,False
2025-04-01,TS-014,power_supply_issue,low,3.8,False
2025-04-01,TS-024,pantograph_fault,critical,33.8,True
2025-04-01,TS-001,pantograph_fault,low,2.1,False
2025-04-01,TS-022,telecom_down,low,3.1,False
2025-04-01,TS-014,telecom_down,high,45.8,True
2025-04-02,TS-008,door_malfunction,medium,10.8,False
2025-04-02,TS-001,pantograph_fault,medium,7.6,False
2025-04-03,TS-006,power_supply_issue,low,1.8,False
2025-04-03,TS-017,pantograph_fault,high,44.7,True
2025-04-03,TS-007,coupling_issue,high,33.0,False
2025-04-03,TS-003,brake_fault,low,2.7,False
2025-04-04,TS-022,door_malfunction,low,2.7,False
2025-04-04,TS-010,door_malfunction,high,28.6,False
2025-04-04,TS-001,door_malfunction,medium,9.3,False
2025-04-04,TS-012,telecom_down,low,3.7,False
2025-04-04,TS-007,signalling_error,medium,2.7,False
2025-04-05,TS-021,door_malfunction,medium,7.1,False
2025-04-05,TS-021,brake_fault,high,43.0,True
2025-04-06,TS-011,door_malfunction,high,23.0,False
2025-04-06,TS-008,door_malfunction,high,34.3,True
2025-04-06,TS-019,coupling_issue,low,0.5,False
2025-04-06,TS-016,power_supply_issue,low,0.9,False
2025-04-06,TS-004,door_malfunction,critical,59.1,False
2025-04-07,TS-012,hvac_failure,medium,2.7,False
2025-04-07,TS-016,telecom_down,high,29.7,False
2025-04-07,TS-003,signalling_error,critical,57.8,False
2025-04-07,TS-018,coupling_issue,low,3.4,False
2025-04-08,TS-016,coupling_issue,high,19.4,False
2025-04-08,TS-015,power_supply_issue,high,19.1,True
2025-04-08,TS-015,pantograph_fault,medium,3.9,False
2025-04-08,TS-013,pantograph_fault,medium,3.1,False
2025-04-08,TS-009,pantograph_fault,low,1.6,False
2025-04-08,TS-025,pantograph_fault,medium,8.9,False
2025-04-08,TS-020,door_malfunction,medium,10.1,False
2025-04-09,TS-019,hvac_failure,medium,10.7,False
2025-04-09,TS-022,pantograph_fault,medium,9.1,False
2025-04-09,TS-021,coupling_issue,low,2.5,False
2025-04-09,TS-002,hvac_failure,high,40.1,False
2025-04-09,TS-020,hvac_failure,low,0.6,False
2025-04-09,TS-005,brake_fault,high,34.6,True
2025-04-10,TS-015,power_supply_issue,medium,10.5,False
2025-04-10,TS-001,power_supply_issue,medium,9.3,False
2025-04-10,TS-005,power_supply_issue,high,17.0,True
2025-04-10,TS-020,hvac_failure,low,1.3,False
2025-04-10,TS-001,power_supply_issue,low,2.9,False
2025-04-10,TS-005,hvac_failure,medium,9.0,False
2025-04-11,TS-004,hvac_failure,medium,3.7,False
2025-04-11,TS-020,telecom_down,low,1.1,False
2025-04-11,TS-021,pantograph_fault,low,2.1,False
2025-04-11,TS-018,signalling_error,critical,31.1,True
2025-04-11,TS-004,door_malfunction,low,3.9,False
2025-04-11,TS-019,signalling_error,low,2.7,False
2025-04-11,TS-005,power_supply_issue,medium,8.0,False
2025-04-11,TS-004,door_malfunction,low,2.0,False
2025-04-12,TS-014,door_malfunction,high,15.2,True
2025-04-12,TS-019,signalling_error,high,21.9,True
2025-04-12,TS-018,telecom_down,medium,8.7,False
2025-04-12,TS-008,hvac_failure,critical,101.1,True
2025-04-12,TS-008,hvac_failure,critical,97.9,False
2025-04-13,TS-014,power_supply_issue,critical,67.8,True
2025-04-13,TS-002,pantograph_fault,high,21.5,True
2025-04-13,TS-010,coupling_issue,high,23.2,True
2025-04-13,TS-004,pantograph_fault,low,2.4,False
