date,trainset_id,assignment,unscheduled_withdrawal,punctuality_score,branding_sla_met,outcome_score
2025-01-04,TS-025,SERVICE,False,0.989,True,0.9621
2025-01-05,TS-001,IBL,False,1.0,True,0.972
2025-01-05,TS-002,STANDBY,False,0.9234,True,0.9341
2025-01-05,TS-003,SERVICE,False,0.9609,True,0.9267
2025-01-05,TS-004,IBL,False,1.0,True,0.9773
2025-01-05,TS-005,IBL,False,1.0,True,0.9948
2025-01-05,TS-006,SERVICE,True,0.7936,True,0.6715
2025-01-05,TS-007,IBL,False,1.0,True,0.9413
2025-01-05,TS-008,IBL,False,1.0,True,0.9898
2025-01-05,TS-009,SERVICE,False,0.9934,True,0.9931
2025-01-05,TS-010,SERVICE,False,0.9614,True,0.9844
2025-01-05,TS-011,SERVICE,False,0.9901,True,0.9917
2025-01-05,TS-012,SERVICE,False,0.9637,True,0.9686
2025-01-05,TS-013,SERVICE,False,0.9824,True,0.9496
2025-01-05,TS-014,IBL,False,1.0,True,0.9409
2025-01-05,TS-015,SERVICE,False,0.9888,True,0.992
2025-01-05,TS-016,SERVICE,False,0.963,True,0.9689
2025-01-05,TS-017,SERVICE,False,0.9687,True,0.9819
2025-01-05,TS-018,IBL,False,1.0,True,0.9987
2025-01-05,TS-019,STANDBY,False,0.9785,True,0.9802
2025-01-05,TS-020,IBL,False,1.0,True,0.9563
2025-01-05,TS-021,SERVICE,False,0.971,True,0.9712
2025-01-05,TS-022,SERVICE,False,0.9772,True,0.9845
2025-01-05,TS-023,SERVICE,False,0.9654,True,0.9651
2025-01-05,TS-024,STANDBY,False,0.9866,True,0.9812
2025-01-05,TS-025,SERVICE,False,0.9842,True,0.9847
2025-01-06,TS-001,IBL,False,1.0,True,0.9622
2025-01-06,TS-002,SERVICE,False,0.997,True,0.9465
2025-01-06,TS-003,STANDBY,False,0.9427,True,0.9705
2025-01-06,TS-004,IBL,False,1.0,True,0.9772
2025-01-06,TS-005,IBL,False,1.0,True,0.9627
2025-01-06,TS-006,SERVICE,False,0.9883,True,0.9626
2025-01-06,TS-007,SERVICE,False,0.9701,True,0.9296
2025-01-06,TS-008,IBL,False,1.0,True,0.9945
2025-01-06,TS-009,SERVICE,False,0.987,True,0.9604
2025-01-06,TS-010,SERVICE,False,0.9911,True,0.9388
2025-01-06,TS-011,SERVICE,False,0.987,True,0.9733
2025-01-06,TS-012,IBL,False,1.0,True,0.9424
2025-01-06,TS-013,STANDBY,False,0.9286,True,0.9121
2025-01-06,TS-014,SERVICE,False,0.9838,True,0.9438
2025-01-06,TS-015,SERVICE,False,0.9855,True,0.9627
2025-01-06,TS-016,SERVICE,False,0.9736,True,0.9299
2025-01-06,TS-017,SERVICE,False,0.9696,True,0.9356
2025-01-06,TS-018,SERVICE,False,0.9814,True,0.9402
2025-01-06,TS-019,STANDBY,False,0.9549,True,0.9257
2025-01-06,TS-020,IBL,False,1.0,True,0.9559
2025-01-06,TS-021,SERVICE,False,0.9958,True,0.9452
2025-01-06,TS-022,IBL,False,1.0,True,0.9639
2025-01-06,TS-023,SERVICE,False,0.9967,True,0.995
2025-01-06,TS-024,IBL,False,1.0,True,0.9809
2025-01-06,TS-025,SERVICE,False,0.9733,True,0.9781
2025-01-07,TS-001,IBL,False,1.0,True,0.9529
2025-01-07,TS-002,SERVICE,False,0.9672,True,0.9441
2025-01-07,TS-003,STANDBY,False,0.9581,True,0.9344
2025-01-07,TS-004,IBL,False,1.0,True,0.9896
2025-01-07,TS-005,SERVICE,False,0.9902,True,0.9932
2025-01-07,TS-006,SERVICE,True,0.7431,True,0.6626
2025-01-07,TS-007,IBL,False,1.0,True,0.9524
2025-01-07,TS-008,IBL,False,1.0,True,0.947
2025-01-07,TS-009,SERVICE,False,0.9732,True,0.9412
2025-01-07,TS-010,SERVICE,False,0.9984,True,0.9673
2025-01-07,TS-011,SERVICE,False,0.9658,True,0.9472
2025-01-07,TS-012,STANDBY,False,0.9938,True,0.9459
2025-01-07,TS-013,IBL,False,1.0,True,0.9884
2025-01-07,TS-014,SERVICE,False,0.9663,True,0.9701
2025-01-07,TS-015,SERVICE,False,0.9623,True,0.9516
2025-01-07,TS-016,SERVICE,False,0.9968,True,0.9399
2025-01-07,TS-017,SERVICE,False,0.9788,True,0.9893
2025-01-07,TS-018,SERVICE,False,0.9781,True,0.942
2025-01-07,TS-019,IBL,False,1.0,True,0.977
2025-01-07,TS-020,IBL,False,1.0,True,0.9684
2025-01-07,TS-021,SERVICE,False,0.9625,True,0.9604
2025-01-07,TS-022,IBL,False,1.0,True,0.9994
2025-01-07,TS-023,STANDBY,False,0.9767,True,0.9335
2025-01-07,TS-024,SERVICE,False,0.9657,True,0.9528
2025-01-07,TS-025,SERVICE,False,0.9736,True,0.9552
2025-01-08,TS-001,IBL,False,1.0,True,0.9659
2025-01-08,TS-002,IBL,False,1.0,True,0.9429
2025-01-08,TS-003,SERVICE,False,0.9667,True,0.9704
2025-01-08,TS-004,IBL,False,1.0,True,0.944
2025-01-08,TS-005,SERVICE,False,0.9821,True,0.9859
2025-01-08,TS-006,SERVICE,False,0.9973,True,0.9758
2025-01-08,TS-007,IBL,False,1.0,True,0.9754
2025-01-08,TS-008,IBL,False,1.0,True,0.9783
2025-01-08,TS-009,SERVICE,False,0.9802,True,0.9658
2025-01-08,TS-010,SERVICE,False,0.9657,True,0.9666
2025-01-08,TS-011,SERVICE,False,0.9903,True,0.9924
2025-01-08,TS-012,SERVICE,False,0.9978,False,0.7533
2025-01-08,TS-013,STANDBY,False,0.9885,True,0.9825
2025-01-08,TS-014,IBL,False,1.0,True,0.9426
2025-01-08,TS-015,SERVICE,False,0.9941,True,0.9804
2025-01-08,TS-016,SERVICE,False,0.9969,True,0.9489
2025-01-08,TS-017,SERVICE,False,0.9759,True,0.9515
2025-01-08,TS-018,SERVICE,False,0.9996,True,0.9485
2025-01-08,TS-019,STANDBY,False,0.9335,True,0.9263
2025-01-08,TS-020,IBL,False,1.0,True,0.9684
2025-01-08,TS-021,SERVICE,False,0.9773,True,0.939
2025-01-08,TS-022,IBL,False,1.0,True,0.9409
2025-01-08,TS-023,SERVICE,False,0.9693,True,0.9825
2025-01-08,TS-024,STANDBY,False,0.9764,True,0.9438
2025-01-08,TS-025,SERVICE,False,0.9965,True,0.9717
2025-01-09,TS-001,STANDBY,False,0.9243,True,0.9472
2025-01-09,TS-002,IBL,False,1.0,True,0.9839
2025-01-09,TS-003,SERVICE,False,0.9915,True,0.9786
2025-01-09,TS-004,IBL,False,1.0,True,0.9545
2025-01-09,TS-005,SERVICE,False,0.9739,True,0.9802
2025-01-09,TS-006,SERVICE,False,0.965,True,0.9616
2025-01-09,TS-007,IBL,False,1.0,True,0.9608
2025-01-09,TS-008,IBL,False,1.0,True,0.9449
2025-01-09,TS-009,SERVICE,False,0.9651,True,0.982
2025-01-09,TS-010,SERVICE,False,0.9694,True,0.9375
2025-01-09,TS-011,SERVICE,False,0.9627,True,0.9819
2025-01-09,TS-012,IBL,False,1.0,True,0.9717
2025-01-09,TS-013,STANDBY,False,0.9675,True,0.9397
2025-01-09,TS-014,IBL,False,1.0,True,0.9791
2025-01-09,TS-015,SERVICE,False,0.9611,True,0.9455
2025-01-09,TS-016,SERVICE,False,0.9774,True,0.9898
2025-01-09,TS-017,SERVICE,False,0.99,True,0.9896
2025-01-09,TS-018,STANDBY,False,0.9617,True,0.9642
2025-01-09,TS-019,IBL,False,1.0,True,0.9565
2025-01-09,TS-020,IBL,False,1.0,True,0.9733
2025-01-09,TS-021,SERVICE,False,0.9658,True,0.943
2025-01-09,TS-022,SERVICE,True,0.7563,True,0.6667
2025-01-09,TS-023,SERVICE,False,0.997,True,0.9975
2025-01-09,TS-024,SERVICE,False,0.9941,True,0.9393
2025-01-09,TS-025,SERVICE,False,0.981,True,0.9765
2025-01-10,TS-001,IBL,False,1.0,True,0.9407
2025-01-10,TS-002,IBL,False,1.0,True,0.9613
2025-01-10,TS-003,SERVICE,False,0.9872,True,0.9797
2025-01-10,TS-004,IBL,False,1.0,True,0.9529
2025-01-10,TS-005,SERVICE,False,0.9922,True,0.9513
2025-01-10,TS-006,SERVICE,False,0.9991,True,0.9727
2025-01-10,TS-007,IBL,False,1.0,True,0.988
2025-01-10,TS-008,IBL,False,1.0,True,0.991
2025-01-10,TS-009,SERVICE,False,0.98,True,0.9336
2025-01-10,TS-010,SERVICE,False,0.9775,True,0.9339
2025-01-10,TS-011,SERVICE,False,0.9775,True,0.9671
2025-01-10,TS-012,STANDBY,False,0.9207,True,0.9094
2025-01-10,TS-013,STANDBY,False,0.9523,True,0.9512
2025-01-10,TS-014,IBL,False,1.0,True,0.9541
2025-01-10,TS-015,SERVICE,False,0.9877,True,0.977
2025-01-10,TS-016,SERVICE,False,0.9704,False,0.7861
2025-01-10,TS-017,SERVICE,False,0.9756,True,0.982
2025-01-10,TS-018,SERVICE,False,0.9935,True,0.9822
2025-01-10,TS-019,STANDBY,False,0.9974,True,0.9825
2025-01-10,TS-020,IBL,False,1.0,True,0.9923
2025-01-10,TS-021,SERVICE,False,0.9717,True,0.9763
2025-01-10,TS-022,SERVICE,False,0.9827,True,0.9411
2025-01-10,TS-023,SERVICE,False,0.9672,True,0.9823
2025-01-10,TS-024,IBL,False,1.0,True,0.9769
2025-01-10,TS-025,SERVICE,True,0.6021,False,0.4247
2025-01-11,TS-001,IBL,False,1.0,True,0.9985
2025-01-11,TS-002,IBL,False,1.0,True,0.9622
2025-01-11,TS-003,SERVICE,False,0.9869,True,0.9441
2025-01-11,TS-004,IBL,False,1.0,True,0.9804
2025-01-11,TS-005,SERVICE,False,0.9995,False,0.7649
2025-01-11,TS-006,SERVICE,True,0.8448,True,0.6866
2025-01-11,TS-007,IBL,False,1.0,True,0.9651
2025-01-11,TS-008,IBL,False,1.0,True,0.9892
2025-01-11,TS-009,SERVICE,False,0.9921,True,0.9725
2025-01-11,TS-010,SERVICE,False,0.9994,True,0.973
2025-01-11,TS-011,SERVICE,False,0.9926,True,0.9552
2025-01-11,TS-012,STANDBY,False,0.9992,True,0.9902
2025-01-11,TS-013,SERVICE,False,0.9613,True,0.928
2025-01-11,TS-014,IBL,False,1.0,True,0.9794
2025-01-11,TS-015,SERVICE,False,0.997,True,0.9533
2025-01-11,TS-016,SERVICE,False,0.9981,True,0.9597
2025-01-11,TS-017,SERVICE,False,0.985,True,0.937
2025-01-11,TS-018,SERVICE,False,0.999,True,0.9497
2025-01-11,TS-019,IBL,False,1.0,True,0.9536
2025-01-11,TS-020,IBL,False,1.0,True,0.9963
2025-01-11,TS-021,SERVICE,False,0.9852,True,0.9604
2025-01-11,TS-022,STANDBY,False,0.9242,True,0.9539
2025-01-11,TS-023,SERVICE,False,0.9729,True,0.943
2025-01-11,TS-024,STANDBY,False,0.9998,True,0.9537
2025-01-11,TS-025,SERVICE,False,0.9653,True,0.942
2025-01-12,TS-001,IBL,False,1.0,True,0.9447
2025-01-12,TS-002,IBL,False,1.0,True,0.9434
2025-01-12,TS-003,SERVICE,False,0.973,True,0.98
2025-01-12,TS-004,IBL,False,1.0,True,0.9767
2025-01-12,TS-005,SERVICE,False,0.9895,True,0.9553
2025-01-12,TS-006,SERVICE,False,0.9685,True,0.9431
2025-01-12,TS-007,IBL,False,1.0,True,0.9778
2025-01-12,TS-008,IBL,False,1.0,True,0.9673
2025-01-12,TS-009,SERVICE,False,0.9986,True,0.9508
2025-01-12,TS-010,SERVICE,False,0.9752,True,0.9303
2025-01-12,TS-011,SERVICE,False,0.9709,True,0.937
2025-01-12,TS-012,STANDBY,False,0.9472,True,0.9771
2025-01-12,TS-013,SERVICE,False,0.9964,True,0.9829
2025-01-12,TS-014,IBL,False,1.0,True,0.9807
2025-01-12,TS-015,SERVICE,False,0.9614,True,0.9394
2025-01-12,TS-016,SERVICE,False,0.9706,True,0.9434
2025-01-12,TS-017,SERVICE,False,0.9625,True,0.9679
2025-01-12,TS-018,SERVICE,False,0.9661,True,0.9718
2025-01-12,TS-019,IBL,False,1.0,True,0.9768
2025-01-12,TS-020,IBL,False,1.0,True,0.9495
2025-01-12,TS-021,STANDBY,False,0.9218,True,0.9274
2025-01-12,TS-022,STANDBY,False,0.9305,True,0.9417
2025-01-12,TS-023,SERVICE,False,0.9647,True,0.9367
2025-01-12,TS-024,SERVICE,False,0.9964,True,0.9483
2025-01-12,TS-025,SERVICE,False,0.9752,True,0.9529
2025-01-13,TS-001,SERVICE,False,0.9774,True,0.9653
2025-01-13,TS-002,IBL,False,1.0,True,0.9597
2025-01-13,TS-003,SERVICE,False,0.9984,True,0.9566
2025-01-13,TS-004,IBL,False,1.0,True,0.9764
2025-01-13,TS-005,SERVICE,False,0.9828,True,0.9526
2025-01-13,TS-006,SERVICE,False,0.99,True,0.9859
2025-01-13,TS-007,IBL,False,1.0,True,0.9483
2025-01-13,TS-008,IBL,False,1.0,True,0.953
2025-01-13,TS-009,SERVICE,False,0.9983,True,0.9991
2025-01-13,TS-010,STANDBY,False,0.9971,True,0.9417
2025-01-13,TS-011,SERVICE,False,0.9901,True,0.9446
2025-01-13,TS-012,IBL,False,1.0,True,0.9489
2025-01-13,TS-013,SERVICE,False,0.9951,False,0.7647
2025-01-13,TS-014,IBL,False,1.0,True,0.963
2025-01-13,TS-015,SERVICE,False,0.9976,True,0.9848
2025-01-13,TS-016,SERVICE,False,0.9671,True,0.9292
2025-01-13,TS-017,SERVICE,False,0.9839,True,0.969
2025-01-13,TS-018,SERVICE,False,0.9933,True,0.9627
2025-01-13,TS-019,STANDBY,False,0.9716,True,0.9421
2025-01-13,TS-020,IBL,False,1.0,True,0.9476
2025-01-13,TS-021,IBL,False,1.0,True,0.9728
2025-01-13,TS-022,STANDBY,False,0.9573,True,0.9408
2025-01-13,TS-023,SERVICE,False,0.9955,True,0.9591
2025-01-13,TS-024,SERVICE,False,0.9847,True,0.9543
2025-01-13,TS-025,SERVICE,False,0.9879,True,0.9427
2025-01-14,TS-001,IBL,False,1.0,True,0.9476
2025-01-14,TS-002,IBL,False,1.0,True,0.9823
2025-01-14,TS-003,SERVICE,False,0.97,True,0.9663
2025-01-14,TS-004,IBL,False,1.0,True,0.9407
2025-01-14,TS-005,SERVICE,False,0.9631,True,0.9311
2025-01-14,TS-006,SERVICE,False,0.9918,True,0.9886
2025-01-14,TS-007,STANDBY,False,0.9363,True,0.9351
2025-01-14,TS-008,IBL,False,1.0,True,0.9421
2025-01-14,TS-009,IBL,False,1.0,True,0.9753
2025-01-14,TS-010,SERVICE,False,0.9933,True,0.9493
2025-01-14,TS-011,SERVICE,False,0.997,True,0.9955
2025-01-14,TS-012,STANDBY,False,0.9447,True,0.9344
2025-01-14,TS-013,IBL,False,1.0,True,0.9987
2025-01-14,TS-014,SERVICE,False,0.9991,True,0.9799
2025-01-14,TS-015,SERVICE,False,0.9997,True,0.9563
2025-01-14,TS-016,STANDBY,False,0.9621,True,0.9697
2025-01-14,TS-017,SERVICE,False,0.9841,True,0.9365
2025-01-14,TS-018,SERVICE,False,0.9644,True,0.9318
2025-01-14,TS-019,SERVICE,False,0.9848,True,0.946
2025-01-14,TS-020,IBL,False,1.0,True,0.9838
2025-01-14,TS-021,SERVICE,False,0.9729,True,0.9427
2025-01-14,TS-022,IBL,False,1.0,True,0.9479
2025-01-14,TS-023,SERVICE,False,0.9998,True,0.9567
2025-01-14,TS-024,SERVICE,False,0.969,True,0.9298
2025-01-14,TS-025,SERVICE,False,0.986,True,0.9388
2025-01-15,TS-001,IBL,False,1.0,True,0.9675
2025-01-15,TS-002,SERVICE,False,0.9906,True,0.9581
2025-01-15,TS-003,SERVICE,False,0.9915,True,0.993
2025-01-15,TS-004,IBL,False,1.0,True,0.9423
2025-01-15,TS-005,SERVICE,False,0.9767,True,0.9502
2025-01-15,TS-006,SERVICE,False,0.9979,True,0.9752
2025-01-15,TS-007,SERVICE,False,0.976,True,0.9853
2025-01-15,TS-008,IBL,False,1.0,True,0.9847
2025-01-15,TS-009,SERVICE,False,0.9723,True,0.9647
2025-01-15,TS-010,STANDBY,False,0.9907,True,0.962
2025-01-15,TS-011,SERVICE,False,0.9796,True,0.937
2025-01-15,TS-012,IBL,False,1.0,True,0.9689
2025-01-15,TS-013,STANDBY,False,0.9336,True,0.9427
2025-01-15,TS-014,SERVICE,False,0.9751,True,0.9328
2025-01-15,TS-015,SERVICE,False,0.9836,True,0.9791
2025-01-15,TS-016,SERVICE,False,0.9909,True,0.9744
2025-01-15,TS-017,SERVICE,False,0.9853,True,0.9725
2025-01-15,TS-018,SERVICE,False,0.9867,True,0.949
2025-01-15,TS-019,IBL,False,1.0,True,0.9421
2025-01-15,TS-020,IBL,False,1.0,True,0.9819
2025-01-15,TS-021,SERVICE,False,0.9983,True,0.9707
2025-01-15,TS-022,IBL,False,1.0,True,0.9581
2025-01-15,TS-023,SERVICE,True,0.6271,True,0.6422
2025-01-15,TS-024,STANDBY,False,0.9724,True,0.9592
2025-01-15,TS-025,IBL,False,1.0,True,0.9578
2025-01-16,TS-001,IBL,False,1.0,True,0.9844
2025-01-16,TS-002,IBL,False,1.0,True,0.9665
2025-01-16,TS-003,SERVICE,False,0.9756,True,0.9669
2025-01-16,TS-004,IBL,False,1.0,True,0.9733
2025-01-16,TS-005,SERVICE,False,0.9843,True,0.938
2025-01-16,TS-006,SERVICE,False,0.9858,True,0.9528
2025-01-16,TS-007,SERVICE,False,0.9835,True,0.953
2025-01-16,TS-008,IBL,False,1.0,True,0.9615
2025-01-16,TS-009,SERVICE,False,0.9633,True,0.9723
2025-01-16,TS-010,SERVICE,False,0.9899,True,0.9446
2025-01-16,TS-011,SERVICE,False,0.9672,True,0.9271
2025-01-16,TS-012,IBL,False,1.0,True,0.9927
2025-01-16,TS-013,STANDBY,False,0.9927,True,0.9691
2025-01-16,TS-014,SERVICE,False,0.9812,True,0.9837
2025-01-16,TS-015,SERVICE,False,0.9858,True,0.994
2025-01-16,TS-016,SERVICE,False,0.9758,True,0.9434
2025-01-16,TS-017,SERVICE,False,0.9973,True,0.952
2025-01-16,TS-018,SERVICE,False,0.9749,True,0.9509
2025-01-16,TS-019,IBL,False,1.0,True,0.9732
2025-01-16,TS-020,IBL,False,1.0,True,0.9446
2025-01-16,TS-021,SERVICE,False,0.993,True,0.9506
2025-01-16,TS-022,STANDBY,False,0.9874,True,0.9814
2025-01-16,TS-023,SERVICE,False,0.969,True,0.9671
2025-01-16,TS-024,STANDBY,False,0.9965,True,0.9441
2025-01-16,TS-025,IBL,False,1.0,True,0.9411
2025-01-17,TS-001,IBL,False,1.0,True,0.9632
2025-01-17,TS-002,IBL,False,1.0,True,0.9503
2025-01-17,TS-003,STANDBY,False,0.9905,True,0.9793
2025-01-17,TS-004,STANDBY,False,0.9657,True,0.9453
2025-01-17,TS-005,SERVICE,False,0.9808,True,0.9363
2025-01-17,TS-006,SERVICE,False,0.9966,True,0.9794
2025-01-17,TS-007,SERVICE,False,0.9898,False,0.7409
2025-01-17,TS-008,IBL,False,1.0,True,0.9916
2025-01-17,TS-009,SERVICE,False,0.9625,True,0.9402
2025-01-17,TS-010,SERVICE,False,0.9876,True,0.9489
2025-01-17,TS-011,SERVICE,False,0.98,True,0.9345
2025-01-17,TS-012,SERVICE,False,0.9715,True,0.9595
2025-01-17,TS-013,SERVICE,False,0.9785,False,0.756
2025-01-17,TS-014,SERVICE,False,0.9913,True,0.9811
2025-01-17,TS-015,SERVICE,False,0.9679,True,0.9704
2025-01-17,TS-016,SERVICE,False,0.9847,False,0.7403
2025-01-17,TS-017,SERVICE,False,0.9703,True,0.9428
2025-01-17,TS-018,SERVICE,True,0.6045,True,0.6136
2025-01-17,TS-019,IBL,False,1.0,True,0.9422
2025-01-17,TS-020,IBL,False,1.0,True,0.9804
2025-01-17,TS-021,IBL,False,1.0,True,0.9783
2025-01-17,TS-022,IBL,False,1.0,True,0.9755
2025-01-17,TS-023,SERVICE,False,0.9828,True,0.9886
2025-01-17,TS-024,STANDBY,False,0.9815,True,0.941
2025-01-17,TS-025,IBL,False,1.0,True,0.998
2025-01-18,TS-001,IBL,False,1.0,True,0.9567
2025-01-18,TS-002,IBL,False,1.0,True,0.9507
2025-01-18,TS-003,SERVICE,False,0.9896,True,0.9446
2025-01-18,TS-004,STANDBY,False,0.9767,True,0.9355
2025-01-18,TS-005,SERVICE,False,0.9976,True,0.9401
2025-01-18,TS-006,SERVICE,False,0.9705,True,0.961
2025-01-18,TS-007,IBL,False,1.0,True,0.9572
2025-01-18,TS-008,IBL,False,1.0,True,0.9915
2025-01-18,TS-009,SERVICE,False,0.9975,True,0.9696
2025-01-18,TS-010,SERVICE,False,0.9963,True,0.9465
2025-01-18,TS-011,SERVICE,False,0.979,True,0.9752
2025-01-18,TS-012,STANDBY,False,0.9493,True,0.9307
2025-01-18,TS-013,SERVICE,False,0.9971,True,0.9715
2025-01-18,TS-014,SERVICE,False,0.9743,True,0.9564
2025-01-18,TS-015,SERVICE,False,0.9799,True,0.9876
2025-01-18,TS-016,IBL,False,1.0,True,0.9776
2025-01-18,TS-017,SERVICE,False,0.9673,True,0.9406
2025-01-18,TS-018,SERVICE,False,0.9923,True,0.9549
2025-01-18,TS-019,IBL,False,1.0,True,0.9567
2025-01-18,TS-020,IBL,False,1.0,True,0.947
2025-01-18,TS-021,SERVICE,False,0.9617,True,0.9267
2025-01-18,TS-022,SERVICE,False,0.9714,True,0.9754
2025-01-18,TS-023,SERVICE,False,0.9605,True,0.9298
2025-01-18,TS-024,IBL,False,1.0,True,0.9735
2025-01-18,TS-025,STANDBY,False,0.925,True,0.9292
