job_id,date_opened,trainset_id,job_type,is_critical,date_closed,status_on_date
JOB-000076,2025-01-04,TS-016,electrical,False,2025-01-05,open
JOB-000077,2025-01-04,TS-018,brake_inspection,False,2025-01-05,open
JOB-000078,2025-01-04,TS-023,hvac_service,False,2025-01-05,open
JOB-000079,2025-01-04,TS-025,signalling_check,False,2025-01-06,open
JOB-000080,2025-01-05,TS-001,telecom_repair,False,2025-01-06,open
JOB-000081,2025-01-05,TS-004,general_maintenance,False,2025-01-06,open
JOB-000082,2025-01-05,TS-005,door_repair,False,2025-01-05,open
JOB-000083,2025-01-05,TS-006,telecom_repair,False,2025-01-07,open
JOB-000084,2025-01-05,TS-010,telecom_repair,False,2025-01-06,open
JOB-000085,2025-01-05,TS-010,telecom_repair,False,2025-01-08,open
JOB-000086,2025-01-05,TS-012,brake_inspection,False,2025-01-06,open
JOB-000087,2025-01-05,TS-013,brake_inspection,False,2025-01-08,open
JOB-000088,2025-01-05,TS-014,brake_inspection,False,2025-01-07,open
JOB-000089,2025-01-05,TS-015,signalling_check,False,2025-01-06,open
JOB-000090,2025-01-05,TS-021,electrical,False,2025-01-05,open
JOB-000091,2025-01-05,TS-022,signalling_check,False,2025-01-07,open
JOB-000092,2025-01-05,TS-023,brake_inspection,False,2025-01-05,open
JOB-000093,2025-01-05,TS-024,general_maintenance,False,2025-01-08,open
JOB-000094,2025-01-06,TS-004,electrical,False,2025-01-08,open
JOB-000095,2025-01-06,TS-004,signalling_check,False,2025-01-07,open
JOB-000096,2025-01-06,TS-004,hvac_service,False,2025-01-06,open
JOB-000097,2025-01-06,TS-005,brake_inspection,False,2025-01-07,open
JOB-000098,2025-01-06,TS-005,brake_inspection,False,2025-01-06,open
JOB-000099,2025-01-06,TS-006,brake_inspection,False,2025-01-07,open
JOB-000100,2025-01-06,TS-009,telecom_repair,False,2025-01-09,open
JOB-000101,2025-01-06,TS-011,telecom_repair,False,2025-01-07,open
JOB-000102,2025-01-06,TS-013,signalling_check,False,2025-01-07,open
JOB-000103,2025-01-06,TS-015,brake_inspection,False,2025-01-08,open
JOB-000104,2025-01-06,TS-015,bogie_service,False,2025-01-07,open
JOB-000105,2025-01-06,TS-018,bogie_service,False,2025-01-08,open
JOB-000106,2025-01-06,TS-021,signalling_check,False,2025-01-09,open
JOB-000107,2025-01-06,TS-021,hvac_service,False,2025-01-06,open
JOB-000108,2025-01-06,TS-021,electrical,False,2025-01-07,open
JOB-000109,2025-01-06,TS-022,electrical,False,2025-01-09,open
JOB-000110,2025-01-06,TS-022,signalling_check,False,2025-01-07,open
JOB-000111,2025-01-06,TS-022,signalling_check,True,2025-01-09,open
JOB-000112,2025-01-06,TS-023,brake_inspection,False,2025-01-08,open
JOB-000113,2025-01-07,TS-001,telecom_repair,False,2025-01-07,open
JOB-000114,2025-01-07,TS-001,bogie_service,False,2025-01-09,open
JOB-000115,2025-01-07,TS-002,signalling_check,False,2025-01-10,open
JOB-000116,2025-01-07,TS-002,general_maintenance,False,2025-01-08,open
JOB-000117,2025-01-07,TS-005,hvac_service,False,2025-01-07,open
JOB-000118,2025-01-07,TS-006,bogie_service,False,2025-01-07,open
JOB-000119,2025-01-07,TS-007,bogie_service,False,2025-01-07,open
JOB-000120,2025-01-07,TS-007,hvac_service,True,2025-01-11,open
JOB-000121,2025-01-07,TS-007,bogie_service,True,2025-01-11,open
JOB-000122,2025-01-07,TS-009,door_repair,False,2025-01-10,open
JOB-000123,2025-01-07,TS-010,electrical,False,2025-01-09,open
JOB-000124,2025-01-07,TS-012,brake_inspection,False,2025-01-08,open
JOB-000125,2025-01-07,TS-012,bogie_service,False,2025-01-08,open
JOB-000126,2025-01-07,TS-014,brake_inspection,False,2025-01-09,open
JOB-000127,2025-01-07,TS-014,door_repair,False,2025-01-09,open
JOB-000128,2025-01-07,TS-015,signalling_check,False,2025-01-07,open
JOB-000129,2025-01-07,TS-015,electrical,False,2025-01-10,open
JOB-000130,2025-01-07,TS-016,hvac_service,False,2025-01-10,open
JOB-000131,2025-01-07,TS-020,general_maintenance,True,2025-01-12,open
JOB-000132,2025-01-07,TS-020,brake_inspection,False,2025-01-07,open
JOB-000133,2025-01-07,TS-025,brake_inspection,False,2025-01-08,open
JOB-000134,2025-01-08,TS-002,hvac_service,False,2025-01-10,open
JOB-000135,2025-01-08,TS-007,brake_inspection,False,2025-01-08,open
JOB-000136,2025-01-08,TS-009,electrical,False,2025-01-08,open
JOB-000137,2025-01-08,TS-013,door_repair,False,2025-01-11,open
JOB-000138,2025-01-08,TS-013,signalling_check,False,2025-01-11,open
JOB-000139,2025-01-08,TS-014,telecom_repair,False,2025-01-10,open
JOB-000140,2025-01-08,TS-014,door_repair,False,2025-01-08,open
JOB-000141,2025-01-08,TS-014,electrical,True,2025-01-13,open
JOB-000142,2025-01-08,TS-015,door_repair,False,2025-01-09,open
JOB-000143,2025-01-08,TS-023,hvac_service,False,2025-01-09,open
JOB-000144,2025-01-08,TS-024,electrical,False,2025-01-08,open
JOB-000145,2025-01-08,TS-025,telecom_repair,False,2025-01-11,open
JOB-000146,2025-01-09,TS-010,brake_inspection,False,2025-01-12,open
JOB-000147,2025-01-09,TS-011,brake_inspection,False,2025-01-12,open
JOB-000148,2025-01-09,TS-011,signalling_check,False,2025-01-11,open
JOB-000149,2025-01-09,TS-014,door_repair,True,2025-01-14,open
JOB-000150,2025-01-09,TS-014,general_maintenance,False,2025-01-09,open
JOB-000151,2025-01-09,TS-014,general_maintenance,True,2025-01-10,open
JOB-000152,2025-01-09,TS-015,telecom_repair,False,2025-01-11,open
JOB-000153,2025-01-09,TS-021,brake_inspection,False,2025-01-09,open
JOB-000154,2025-01-09,TS-024,bogie_service,False,2025-01-11,open
JOB-000155,2025-01-09,TS-024,general_maintenance,False,2025-01-10,open
JOB-000156,2025-01-09,TS-024,electrical,False,2025-01-11,open
JOB-000157,2025-01-10,TS-001,bogie_service,True,2025-01-13,open
JOB-000158,2025-01-10,TS-001,door_repair,False,2025-01-12,open
JOB-000159,2025-01-10,TS-006,electrical,False,2025-01-11,open
JOB-000160,2025-01-10,TS-007,telecom_repair,False,2025-01-12,open
JOB-000161,2025-01-10,TS-008,hvac_service,False,2025-01-10,open
JOB-000162,2025-01-10,TS-008,electrical,False,2025-01-13,open
JOB-000163,2025-01-10,TS-008,door_repair,False,2025-01-12,open
JOB-000164,2025-01-10,TS-009,hvac_service,False,2025-01-13,open
JOB-000165,2025-01-10,TS-009,general_maintenance,False,2025-01-13,open
JOB-000166,2025-01-10,TS-009,hvac_service,False,2025-01-12,open
JOB-000167,2025-01-10,TS-014,brake_inspection,False,2025-01-12,open
JOB-000168,2025-01-10,TS-015,brake_inspection,False,2025-01-11,open
JOB-000169,2025-01-10,TS-016,telecom_repair,False,2025-01-13,open
JOB-000170,2025-01-10,TS-018,bogie_service,False,2025-01-11,open
JOB-000171,2025-01-10,TS-019,general_maintenance,False,2025-01-10,open
JOB-000172,2025-01-10,TS-020,bogie_service,False,2025-01-12,open
JOB-000173,2025-01-10,TS-024,general_maintenance,True,2025-01-12,open
JOB-000174,2025-01-10,TS-025,hvac_service,False,2025-01-13,open
JOB-000175,2025-01-11,TS-001,electrical,False,2025-01-12,open
JOB-000176,2025-01-11,TS-007,bogie_service,True,2025-01-14,open
JOB-000177,2025-01-11,TS-007,signalling_check,False,2025-01-13,open
JOB-000178,2025-01-11,TS-007,bogie_service,False,2025-01-12,open
JOB-000179,2025-01-11,TS-008,brake_inspection,False,2025-01-12,open
JOB-000180,2025-01-11,TS-008,general_maintenance,True,2025-01-16,open
JOB-000181,2025-01-11,TS-010,general_maintenance,False,2025-01-14,open
JOB-000182,2025-01-11,TS-014,electrical,False,2025-01-11,open
JOB-000183,2025-01-11,TS-019,door_repair,True,2025-01-13,open
JOB-000184,2025-01-11,TS-019,signalling_check,False,2025-01-14,open
JOB-000185,2025-01-11,TS-020,general_maintenance,False,2025-01-14,open
JOB-000186,2025-01-11,TS-020,electrical,False,2025-01-13,open
JOB-000187,2025-01-11,TS-021,general_maintenance,False,2025-01-13,open
JOB-000188,2025-01-11,TS-021,general_maintenance,True,2025-01-14,open
JOB-000189,2025-01-11,TS-021,telecom_repair,False,2025-01-11,open
JOB-000190,2025-01-11,TS-022,electrical,False,2025-01-12,open
JOB-000191,2025-01-11,TS-022,telecom_repair,False,2025-01-14,open
JOB-000192,2025-01-11,TS-022,general_maintenance,False,2025-01-11,open
JOB-000193,2025-01-11,TS-024,hvac_service,False,2025-01-12,open
JOB-000194,2025-01-11,TS-025,bogie_service,False,2025-01-12,open
JOB-000195,2025-01-12,TS-005,hvac_service,False,2025-01-14,open
JOB-000196,2025-01-12,TS-008,hvac_service,False,2025-01-15,open
JOB-000197,2025-01-12,TS-010,general_maintenance,False,2025-01-13,open
JOB-000198,2025-01-12,TS-011,signalling_check,False,2025-01-14,open
JOB-000199,2025-01-12,TS-011,general_maintenance,False,2025-01-14,open
JOB-000200,2025-01-12,TS-012,brake_inspection,False,2025-01-14,open
JOB-000201,2025-01-12,TS-014,general_maintenance,False,2025-01-15,open
JOB-000202,2025-01-12,TS-015,hvac_service,True,2025-01-14,open
JOB-000203,2025-01-12,TS-015,general_maintenance,False,2025-01-14,open
JOB-000204,2025-01-12,TS-019,electrical,False,2025-01-15,open
JOB-000205,2025-01-12,TS-020,brake_inspection,False,2025-01-12,open
JOB-000206,2025-01-12,TS-021,bogie_service,False,2025-01-14,open
JOB-000207,2025-01-12,TS-022,brake_inspection,False,2025-01-15,open
JOB-000208,2025-01-12,TS-022,general_maintenance,False,2025-01-13,open
JOB-000209,2025-01-12,TS-024,bogie_service,False,2025-01-14,open
JOB-000210,2025-01-12,TS-025,bogie_service,False,2025-01-14,open
JOB-000211,2025-01-13,TS-001,electrical,False,2025-01-16,open
JOB-000212,2025-01-13,TS-003,signalling_check,False,2025-01-15,open
JOB-000213,2025-01-13,TS-006,general_maintenance,False,2025-01-16,open
JOB-000214,2025-01-13,TS-007,brake_inspection,False,2025-01-15,open
JOB-000215,2025-01-13,TS-008,signalling_check,False,2025-01-13,open
JOB-000216,2025-01-13,TS-008,electrical,False,2025-01-14,open
JOB-000217,2025-01-13,TS-009,brake_inspection,False,2025-01-15,open
JOB-000218,2025-01-13,TS-010,door_repair,False,2025-01-16,open
JOB-000219,2025-01-13,TS-010,signalling_check,True,2025-01-17,open
JOB-000220,2025-01-13,TS-012,door_repair,False,2025-01-14,open
JOB-000221,2025-01-13,TS-018,telecom_repair,False,2025-01-14,open
JOB-000222,2025-01-13,TS-018,general_maintenance,False,2025-01-13,open
JOB-000223,2025-01-13,TS-018,bogie_service,False,2025-01-16,open
JOB-000224,2025-01-14,TS-002,hvac_service,False,2025-01-17,open
JOB-000225,2025-01-14,TS-002,general_maintenance,False,2025-01-15,open
JOB-000226,2025-01-14,TS-004,signalling_check,False,2025-01-16,open
JOB-000227,2025-01-14,TS-005,general_maintenance,False,2025-01-17,open
JOB-000228,2025-01-14,TS-005,signalling_check,False,2025-01-15,open
JOB-000229,2025-01-14,TS-007,telecom_repair,False,2025-01-15,open
JOB-000230,2025-01-14,TS-007,bogie_service,False,2025-01-16,open
JOB-000231,2025-01-14,TS-009,hvac_service,False,2025-01-14,open
JOB-000232,2025-01-14,TS-009,telecom_repair,False,2025-01-14,open
JOB-000233,2025-01-14,TS-010,hvac_service,False,2025-01-14,open
JOB-000234,2025-01-14,TS-011,signalling_check,False,2025-01-15,open
JOB-000235,2025-01-14,TS-014,bogie_service,False,2025-01-14,open
JOB-000236,2025-01-14,TS-015,signalling_check,False,2025-01-15,open
JOB-000237,2025-01-14,TS-015,hvac_service,False,2025-01-16,open
JOB-000238,2025-01-14,TS-015,signalling_check,False,2025-01-14,open
JOB-000239,2025-01-14,TS-016,signalling_check,False,2025-01-16,open
JOB-000240,2025-01-14,TS-016,brake_inspection,False,2025-01-17,open
JOB-000241,2025-01-14,TS-018,telecom_repair,False,2025-01-14,open
JOB-000242,2025-01-14,TS-020,telecom_repair,False,2025-01-16,open
JOB-000243,2025-01-14,TS-021,signalling_check,False,2025-01-17,open
JOB-000244,2025-01-14,TS-025,electrical,False,2025-01-15,open
JOB-000245,2025-01-15,TS-002,telecom_repair,False,2025-01-18,open
JOB-000246,2025-01-15,TS-002,door_repair,False,2025-01-16,open
JOB-000247,2025-01-15,TS-005,hvac_service,False,2025-01-15,open
JOB-000248,2025-01-15,TS-006,telecom_repair,False,2025-01-18,open
JOB-000249,2025-01-15,TS-007,brake_inspection,False,2025-01-18,open
JOB-000250,2025-01-15,TS-015,general_maintenance,False,2025-01-17,open
JOB-000251,2025-01-15,TS-016,hvac_service,False,2025-01-15,open
JOB-000252,2025-01-15,TS-017,signalling_check,False,2025-01-17,open
JOB-000253,2025-01-15,TS-017,signalling_check,False,2025-01-18,open
JOB-000254,2025-01-15,TS-017,brake_inspection,False,2025-01-15,open
JOB-000255,2025-01-15,TS-018,brake_inspection,False,2025-01-15,open
JOB-000256,2025-01-15,TS-020,signalling_check,False,2025-01-16,open
JOB-000257,2025-01-15,TS-020,bogie_service,False,2025-01-15,open
JOB-000258,2025-01-15,TS-022,brake_inspection,False,2025-01-17,open
JOB-000259,2025-01-15,TS-025,telecom_repair,True,2025-01-19,open
JOB-000260,2025-01-15,TS-025,general_maintenance,False,2025-01-15,open
JOB-000261,2025-01-16,TS-006,brake_inspection,False,2025-01-17,open
JOB-000262,2025-01-16,TS-008,general_maintenance,False,2025-01-16,open
JOB-000263,2025-01-16,TS-010,general_maintenance,False,2025-01-16,open
JOB-000264,2025-01-16,TS-011,electrical,False,2025-01-17,open
JOB-000265,2025-01-16,TS-011,signalling_check,False,2025-01-16,open
JOB-000266,2025-01-16,TS-012,brake_inspection,True,2025-01-17,open
JOB-000267,2025-01-16,TS-012,general_maintenance,False,2025-01-17,open
JOB-000268,2025-01-16,TS-014,door_repair,False,2025-01-16,open
JOB-000269,2025-01-16,TS-014,door_repair,False,2025-01-16,open
JOB-000270,2025-01-16,TS-016,electrical,False,2025-01-19,open
JOB-000271,2025-01-16,TS-016,electrical,False,2025-01-19,open
JOB-000272,2025-01-16,TS-017,electrical,False,2025-01-17,open
JOB-000273,2025-01-16,TS-018,brake_inspection,False,2025-01-17,open
JOB-000274,2025-01-16,TS-019,hvac_service,False,2025-01-18,open
JOB-000275,2025-01-16,TS-019,bogie_service,True,2025-01-19,open
JOB-000276,2025-01-16,TS-019,bogie_service,True,2025-01-21,open
JOB-000277,2025-01-16,TS-024,hvac_service,False,2025-01-18,open
JOB-000278,2025-01-17,TS-001,signalling_check,False,2025-01-18,open
JOB-000279,2025-01-17,TS-002,general_maintenance,True,2025-01-20,open
JOB-000280,2025-01-17,TS-003,telecom_repair,False,2025-01-20,open
JOB-000281,2025-01-17,TS-003,signalling_check,True,2025-01-20,open
JOB-000282,2025-01-17,TS-005,hvac_service,False,2025-01-19,open
JOB-000283,2025-01-17,TS-007,bogie_service,False,2025-01-20,open
JOB-000284,2025-01-17,TS-008,brake_inspection,True,2025-01-19,open
JOB-000285,2025-01-17,TS-009,hvac_service,False,2025-01-20,open
JOB-000286,2025-01-17,TS-009,electrical,False,2025-01-18,open
JOB-000287,2025-01-17,TS-011,signalling_check,False,2025-01-19,open
JOB-000288,2025-01-17,TS-016,signalling_check,False,2025-01-19,open
JOB-000289,2025-01-17,TS-019,signalling_check,True,2025-01-18,open
JOB-000290,2025-01-17,TS-021,bogie_service,True,2025-01-18,open
JOB-000291,2025-01-17,TS-023,brake_inspection,False,2025-01-18,open
JOB-000292,2025-01-17,TS-025,electrical,False,2025-01-17,open
JOB-000293,2025-01-18,TS-002,telecom_repair,False,2025-01-20,open
JOB-000294,2025-01-18,TS-005,electrical,False,2025-01-18,open
JOB-000295,2025-01-18,TS-005,brake_inspection,False,2025-01-21,open
JOB-000296,2025-01-18,TS-006,brake_inspection,False,2025-01-20,open
JOB-000297,2025-01-18,TS-006,door_repair,True,2025-01-22,open
JOB-000298,2025-01-18,TS-007,signalling_check,False,2025-01-20,open
JOB-000299,2025-01-18,TS-008,telecom_repair,True,2025-01-22,open
JOB-000300,2025-01-18,TS-010,electrical,False,2025-01-20,open
JOB-000301,2025-01-18,TS-011,door_repair,False,2025-01-21,open
JOB-000302,2025-01-18,TS-012,general_maintenance,False,2025-01-20,open
JOB-000303,2025-01-18,TS-012,electrical,False,2025-01-21,open
JOB-000304,2025-01-18,TS-014,electrical,False,2025-01-18,open
JOB-000305,2025-01-18,TS-016,door_repair,True,2025-01-21,open
JOB-000306,2025-01-18,TS-017,hvac_service,False,2025-01-20,open
JOB-000307,2025-01-18,TS-024,electrical,False,2025-01-19,open
JOB-000308,2025-01-18,TS-024,door_repair,False,2025-01-20,open
JOB-000309,2025-01-18,TS-024,hvac_service,False,2025-01-21,open
JOB-000310,2025-01-18,TS-025,hvac_service,False,2025-01-19,open
JOB-000311,2025-01-19,TS-001,bogie_service,False,2025-01-19,open
JOB-000312,2025-01-19,TS-001,door_repair,False,2025-01-22,open
JOB-000313,2025-01-19,TS-004,bogie_service,False,2025-01-20,open
JOB-000314,2025-01-19,TS-010,electrical,False,2025-01-21,open
JOB-000315,2025-01-19,TS-012,electrical,False,2025-01-19,open
JOB-000316,2025-01-19,TS-013,bogie_service,False,2025-01-22,open
JOB-000317,2025-01-19,TS-015,bogie_service,False,2025-01-20,open
JOB-000318,2025-01-19,TS-016,bogie_service,False,2025-01-22,open
JOB-000319,2025-01-19,TS-021,bogie_service,False,2025-01-19,open
JOB-000320,2025-01-19,TS-022,hvac_service,False,2025-01-19,open
JOB-000321,2025-01-19,TS-023,signalling_check,False,2025-01-21,open
JOB-000322,2025-01-20,TS-007,telecom_repair,False,2025-01-22,open
JOB-000323,2025-01-20,TS-009,electrical,False,2025-01-20,open
JOB-000324,2025-01-20,TS-009,telecom_repair,False,2025-01-20,open
JOB-000325,2025-01-20,TS-011,brake_inspection,False,2025-01-22,open
JOB-000326,2025-01-20,TS-012,electrical,True,2025-01-24,open
JOB-000327,2025-01-20,TS-014,general_maintenance,False,2025-01-22,open
JOB-000328,2025-01-20,TS-017,door_repair,False,2025-01-23,open
JOB-000329,2025-01-20,TS-017,telecom_repair,True,2025-01-25,open
JOB-000330,2025-01-20,TS-019,signalling_check,True,2025-01-25,open
JOB-000331,2025-01-20,TS-019,door_repair,False,2025-01-21,open
JOB-000332,2025-01-20,TS-019,brake_inspection,False,2025-01-21,open
JOB-000333,2025-01-20,TS-020,telecom_repair,False,2025-01-23,open
JOB-000334,2025-01-20,TS-021,bogie_service,False,2025-01-22,open
JOB-000335,2025-01-20,TS-022,door_repair,False,2025-01-23,open
JOB-000336,2025-01-20,TS-022,electrical,True,2025-01-24,open
JOB-000337,2025-01-20,TS-023,general_maintenance,False,2025-01-20,open
JOB-000338,2025-01-20,TS-023,brake_inspection,False,2025-01-20,open
JOB-000339,2025-01-20,TS-023,electrical,False,2025-01-20,open
JOB-000340,2025-01-20,TS-024,bogie_service,False,2025-01-22,open
JOB-000341,2025-01-21,TS-001,general_maintenance,False,2025-01-22,open
JOB-000342,2025-01-21,TS-002,hvac_service,False,2025-01-22,open
JOB-000343,2025-01-21,TS-002,brake_inspection,False,2025-01-22,open
JOB-000344,2025-01-21,TS-003,hvac_service,False,2025-01-22,open
JOB-000345,2025-01-21,TS-005,hvac_service,False,2025-01-23,open
JOB-000346,2025-01-21,TS-005,hvac_service,False,2025-01-23,open
JOB-000347,2025-01-21,TS-005,telecom_repair,True,2025-01-22,open
JOB-000348,2025-01-21,TS-007,general_maintenance,False,2025-01-23,open
JOB-000349,2025-01-21,TS-007,bogie_service,False,2025-01-22,open
JOB-000350,2025-01-21,TS-008,bogie_service,False,2025-01-22,open
JOB-000351,2025-01-21,TS-012,brake_inspection,False,2025-01-23,open
JOB-000352,2025-01-21,TS-015,telecom_repair,False,2025-01-24,open
JOB-000353,2025-01-21,TS-019,general_maintenance,False,2025-01-23,open
JOB-000354,2025-01-21,TS-020,signalling_check,False,2025-01-23,open
JOB-000355,2025-01-22,TS-001,signalling_check,False,2025-01-22,open
JOB-000356,2025-01-22,TS-002,signalling_check,False,2025-01-22,open
JOB-000357,2025-01-22,TS-002,hvac_service,False,2025-01-23,open
JOB-000358,2025-01-22,TS-002,door_repair,False,2025-01-22,open
JOB-000359,2025-01-22,TS-003,general_maintenance,False,2025-01-22,open
JOB-000360,2025-01-22,TS-006,bogie_service,False,2025-01-24,open
JOB-000361,2025-01-22,TS-006,telecom_repair,False,2025-01-24,open
JOB-000362,2025-01-22,TS-006,general_maintenance,False,2025-01-22,open
JOB-000363,2025-01-22,TS-008,general_maintenance,False,2025-01-23,open
JOB-000364,2025-01-22,TS-013,electrical,True,2025-01-23,open
JOB-000365,2025-01-22,TS-013,bogie_service,True,2025-01-23,open
JOB-000366,2025-01-22,TS-015,brake_inspection,True,2025-01-25,open
JOB-000367,2025-01-22,TS-015,brake_inspection,False,2025-01-23,open
JOB-000368,2025-01-22,TS-015,door_repair,False,2025-01-23,open
JOB-000369,2025-01-22,TS-018,signalling_check,False,2025-01-22,open
JOB-000370,2025-01-22,TS-019,brake_inspection,False,2025-01-23,open
JOB-000371,2025-01-22,TS-020,signalling_check,False,2025-01-22,open
JOB-000372,2025-01-22,TS-021,signalling_check,False,2025-01-23,open
JOB-000373,2025-01-22,TS-021,telecom_repair,False,2025-01-24,open
JOB-000374,2025-01-22,TS-021,signalling_check,False,2025-01-25,open
JOB-000375,2025-01-22,TS-022,electrical,False,2025-01-25,open
JOB-000376,2025-01-22,TS-023,bogie_service,False,2025-01-25,open
JOB-000377,2025-01-22,TS-025,telecom_repair,False,2025-01-24,open
JOB-000378,2025-01-22,TS-025,door_repair,False,2025-01-22,open
JOB-000379,2025-01-23,TS-001,general_maintenance,False,2025-01-26,open
JOB-000380,2025-01-23,TS-002,general_maintenance,False,2025-01-23,open
JOB-000381,2025-01-23,TS-003,hvac_service,False,2025-01-24,open
JOB-000382,2025-01-23,TS-004,general_maintenance,False,2025-01-26,open
JOB-000383,2025-01-23,TS-006,hvac_service,False,2025-01-24,open
JOB-000384,2025-01-23,TS-007,telecom_repair,True,2025-01-27,open
JOB-000385,2025-01-23,TS-008,electrical,False,2025-01-26,open
JOB-000386,2025-01-23,TS-012,general_maintenance,False,2025-01-24,open
JOB-000387,2025-01-23,TS-013,signalling_check,False,2025-01-25,open
