date,trainset_id,daily_km,cumulative_km,bogie_hours,brake_pad_wear_index,hvac_run_hours,door_cycles
2025-01-02,TS-019,329.8,152728.2,7.3,0.0376,15.9,1282
2025-01-02,TS-020,323.7,167767.8,7.2,0.0041,14.1,1027
2025-01-02,TS-021,395.6,68481.5,8.8,0.0159,15.2,841
2025-01-02,TS-022,282.6,134394.1,6.3,0.0461,17.7,1350
2025-01-02,TS-023,371.3,92847.4,8.3,0.0174,15.6,1357
2025-01-02,TS-024,0.0,125499.4,0.0,0.0,5.6,0
2025-01-02,TS-025,0.0,107942.6,0.0,0.0,4.2,0
2025-01-03,TS-001,0.0,176819.6,0.0,0.0,5.9,0
2025-01-03,TS-002,280.7,140635.8,6.2,0.0186,14.9,1251
2025-01-03,TS-003,296.0,73107.5,6.6,0.0096,14.9,1200
2025-01-03,TS-004,253.0,168437.8,5.6,0.0337,14.5,890
2025-01-03,TS-005,378.8,115875.7,8.4,0.0127,16.8,1000
2025-01-03,TS-006,352.4,85145.8,7.8,0.0466,15.4,1318
2025-01-03,TS-007,0.0,115903.9,0.0,0.0,2.3,0
2025-01-03,TS-008,0.0,192950.7,0.0,0.0,2.1,0
2025-01-03,TS-009,232.7,68163.6,5.2,0.0164,16.1,1167
2025-01-03,TS-010,293.4,75788.3,6.5,0.0006,17.3,1027
2025-01-03,TS-011,0.0,69745.4,0.0,0.0,5.8,0
2025-01-03,TS-012,0.0,133054.3,0.0,0.0,4.4,0
2025-01-03,TS-013,346.1,149934.7,7.7,0.0301,16.9,1071
2025-01-03,TS-014,381.1,131400.1,8.5,0.0174,16.8,933
2025-01-03,TS-015,207.9,63270.6,4.6,0.0018,17.0,1059
2025-01-03,TS-016,341.2,77700.4,7.6,0.0487,16.3,1286
2025-01-03,TS-017,0.0,53478.5,0.0,0.0,3.2,0
2025-01-03,TS-018,224.8,125270.7,5.0,0.0079,17.1,1285
2025-01-03,TS-019,395.4,153123.7,8.8,0.0394,14.7,822
2025-01-03,TS-020,309.7,168077.5,6.9,0.0155,15.9,888
2025-01-03,TS-021,316.4,68797.9,7.0,0.0313,15.0,1369
2025-01-03,TS-022,202.5,134596.6,4.5,0.0407,15.0,1000
2025-01-03,TS-023,0.0,92847.4,0.0,0.0,3.3,0
2025-01-03,TS-024,0.0,125499.4,0.0,0.0,4.6,0
2025-01-03,TS-025,401.2,108343.8,8.9,0.0398,14.7,1232
2025-01-04,TS-001,0.0,176819.6,0.0,0.0,4.5,0
2025-01-04,TS-002,276.9,140912.7,6.2,0.0422,17.3,1496
2025-01-04,TS-003,379.4,73486.9,8.4,0.0471,17.7,979
2025-01-04,TS-004,285.9,168723.7,6.4,0.0243,14.2,1462
2025-01-04,TS-005,327.5,116203.2,7.3,0.0373,16.1,841
2025-01-04,TS-006,298.9,85444.7,6.6,0.0081,16.8,1305
2025-01-04,TS-007,0.0,115903.9,0.0,0.0,3.1,0
2025-01-04,TS-008,234.8,193185.5,5.2,0.0195,17.5,1332
2025-01-04,TS-009,277.9,68441.5,6.2,0.0467,14.9,1242
2025-01-04,TS-010,356.2,76144.5,7.9,0.0415,14.8,906
2025-01-04,TS-011,412.8,70158.3,9.2,0.0372,17.8,1355
2025-01-04,TS-012,285.7,133340.1,6.3,0.0405,15.6,803
2025-01-04,TS-013,224.0,150158.7,5.0,0.0052,17.7,831
2025-01-04,TS-014,307.2,131707.3,6.8,0.0369,14.2,1417
2025-01-04,TS-015,0.0,63270.6,0.0,0.0,5.0,0
2025-01-04,TS-016,0.0,77700.4,0.0,0.0,5.8,0
2025-01-04,TS-017,0.0,53478.5,0.0,0.0,3.3,0
2025-01-04,TS-018,246.0,125516.7,5.5,0.0354,17.3,1271
2025-01-04,TS-019,345.2,153468.8,7.7,0.0223,15.2,940
2025-01-04,TS-020,0.0,168077.5,0.0,0.0,4.7,0
2025-01-04,TS-021,303.4,69101.3,6.7,0.0298,17.3,905
2025-01-04,TS-022,281.0,134877.6,6.2,0.0311,15.8,817
2025-01-04,TS-023,244.8,93092.2,5.4,0.0364,15.7,1378
2025-01-04,TS-024,362.2,125861.7,8.0,0.0422,14.4,1117
2025-01-04,TS-025,0.0,108343.8,0.0,0.0,4.1,0
2025-01-05,TS-001,223.6,177043.2,5.0,0.0164,17.3,979
2025-01-05,TS-002,222.6,141135.3,4.9,0.0024,15.4,1361
2025-01-05,TS-003,413.2,73900.1,9.2,0.0285,17.7,1238
2025-01-05,TS-004,251.8,168975.4,5.6,0.0047,17.9,1125
2025-01-05,TS-005,0.0,116203.2,0.0,0.0,4.5,0
2025-01-05,TS-006,0.0,85444.7,0.0,0.0,3.2,0
2025-01-05,TS-007,207.4,116111.3,4.6,0.0134,16.7,952
2025-01-05,TS-008,0.0,193185.5,0.0,0.0,5.5,0
2025-01-05,TS-009,321.3,68762.9,7.1,0.0234,17.4,1238
2025-01-05,TS-010,343.4,76487.8,7.6,0.0126,15.8,889
2025-01-05,TS-011,273.7,70432.0,6.1,0.0209,17.7,1408
2025-01-05,TS-012,380.8,133720.9,8.5,0.0247,15.5,1117
2025-01-05,TS-013,262.3,150420.9,5.8,0.0398,14.8,884
2025-01-05,TS-014,417.4,132124.6,9.3,0.0296,17.6,1394
2025-01-05,TS-015,210.2,63480.8,4.7,0.0433,15.0,1015
2025-01-05,TS-016,314.5,78014.9,7.0,0.0442,16.8,961
2025-01-05,TS-017,0.0,53478.5,0.0,0.0,5.2,0
2025-01-05,TS-018,210.9,125727.6,4.7,0.0114,17.2,1213
2025-01-05,TS-019,250.3,153719.2,5.6,0.0378,17.1,1435
2025-01-05,TS-020,235.9,168313.4,5.2,0.0264,18.0,1137
2025-01-05,TS-021,0.0,69101.3,0.0,0.0,5.1,0
2025-01-05,TS-022,398.0,135275.5,8.8,0.0266,15.7,1100
2025-01-05,TS-023,220.2,93312.4,4.9,0.0001,14.6,938
2025-01-05,TS-024,292.7,126154.4,6.5,0.0093,17.2,1292
2025-01-05,TS-025,266.5,108610.3,5.9,0.0126,15.7,1188
2025-01-06,TS-001,290.3,177333.5,6.5,0.0312,17.8,917
2025-01-06,TS-002,338.0,141473.3,7.5,0.0444,15.4,1071
2025-01-06,TS-003,211.6,74111.7,4.7,0.0147,16.8,1048
2025-01-06,TS-004,356.1,169331.5,7.9,0.0259,15.2,1393
2025-01-06,TS-005,0.0,116203.2,0.0,0.0,2.9,0
2025-01-06,TS-006,401.4,85846.2,8.9,0.0223,16.9,900
2025-01-06,TS-007,0.0,116111.3,0.0,0.0,2.6,0
2025-01-06,TS-008,395.1,193580.6,8.8,0.0477,14.9,1056
2025-01-06,TS-009,0.0,68762.9,0.0,0.0,4.1,0
2025-01-06,TS-010,245.0,76732.8,5.4,0.0381,16.8,1341
2025-01-06,TS-011,0.0,70432.0,0.0,0.0,2.3,0
2025-01-06,TS-012,0.0,133720.9,0.0,0.0,5.2,0
2025-01-06,TS-013,212.0,150632.9,4.7,0.0026,15.0,1023
2025-01-06,TS-014,225.2,132349.8,5.0,0.0426,17.4,1167
2025-01-06,TS-015,0.0,63480.8,0.0,0.0,3.8,0
2025-01-06,TS-016,360.6,78375.5,8.0,0.0252,15.9,1442
2025-01-06,TS-017,0.0,53478.5,0.0,0.0,4.4,0
2025-01-06,TS-018,295.2,126022.9,6.6,0.0179,15.1,866
2025-01-06,TS-019,406.1,154125.2,9.0,0.0312,17.3,1276
2025-01-06,TS-020,380.4,168693.8,8.5,0.0194,14.3,1282
2025-01-06,TS-021,369.3,69470.7,8.2,0.0348,16.6,1069
2025-01-06,TS-022,216.6,135492.2,4.8,0.0315,14.4,1362
2025-01-06,TS-023,0.0,93312.4,0.0,0.0,5.3,0
2025-01-06,TS-024,249.0,126403.4,5.5,0.0369,14.2,1207
2025-01-06,TS-025,0.0,108610.3,0.0,0.0,5.7,0
2025-01-07,TS-001,295.7,177629.3,6.6,0.0138,17.2,1192
2025-01-07,TS-002,0.0,141473.3,0.0,0.0,4.7,0
2025-01-07,TS-003,345.9,74457.6,7.7,0.0036,17.2,1267
2025-01-07,TS-004,332.6,169664.1,7.4,0.045,14.9,1415
2025-01-07,TS-005,0.0,116203.2,0.0,0.0,3.8,0
2025-01-07,TS-006,0.0,85846.2,0.0,0.0,3.8,0
2025-01-07,TS-007,0.0,116111.3,0.0,0.0,5.7,0
2025-01-07,TS-008,0.0,193580.6,0.0,0.0,4.0,0
2025-01-07,TS-009,207.3,68970.1,4.6,0.022,16.8,866
2025-01-07,TS-010,415.7,77148.5,9.2,0.0346,15.3,988
2025-01-07,TS-011,257.0,70689.0,5.7,0.0024,15.8,920
2025-01-07,TS-012,406.6,134127.5,9.0,0.0272,14.4,1374
2025-01-07,TS-013,418.6,151051.5,9.3,0.017,16.6,1287
2025-01-07,TS-014,251.8,132601.6,5.6,0.0162,15.2,1132
2025-01-07,TS-015,252.3,63733.1,5.6,0.0357,15.6,1147
2025-01-07,TS-016,238.9,78614.4,5.3,0.0176,14.4,1056
2025-01-07,TS-017,412.1,53890.7,9.2,0.0319,17.4,1401
2025-01-07,TS-018,369.9,126392.8,8.2,0.0009,15.6,1150
2025-01-07,TS-019,407.9,154533.1,9.1,0.0386,15.2,1368
2025-01-07,TS-020,265.2,168959.0,5.9,0.0109,15.8,1366
2025-01-07,TS-021,253.6,69724.3,5.6,0.0172,17.1,1373
2025-01-07,TS-022,269.4,135761.6,6.0,0.0313,17.7,1282
2025-01-07,TS-023,201.9,93514.3,4.5,0.0292,16.3,929
2025-01-07,TS-024,413.2,126816.6,9.2,0.0308,17.3,971
2025-01-07,TS-025,0.0,108610.3,0.0,0.0,2.1,0
2025-01-08,TS-001,0.0,177629.3,0.0,0.0,4.8,0
2025-01-08,TS-002,296.5,141769.9,6.6,0.0392,18.0,1483
2025-01-08,TS-003,286.5,74744.1,6.4,0.0047,15.0,913
2025-01-08,TS-004,208.9,169873.0,4.6,0.0119,15.7,854
2025-01-08,TS-005,211.7,116414.9,4.7,0.0202,15.7,928
2025-01-08,TS-006,0.0,85846.2,0.0,0.0,2.5,0
2025-01-08,TS-007,299.0,116410.3,6.6,0.033,16.4,1344
2025-01-08,TS-008,256.2,193836.8,5.7,0.0176,14.1,1189
2025-01-08,TS-009,387.8,69358.0,8.6,0.0281,15.9,1067
2025-01-08,TS-010,327.7,77476.2,7.3,0.0421,16.4,1287
2025-01-08,TS-011,383.3,71072.4,8.5,0.0107,16.8,952
2025-01-08,TS-012,369.8,134497.3,8.2,0.0161,15.3,1001
2025-01-08,TS-013,275.8,151327.3,6.1,0.0136,17.7,1262
2025-01-08,TS-014,229.2,132830.8,5.1,0.0037,17.1,1170
2025-01-08,TS-015,383.9,64116.9,8.5,0.0435,17.9,1398
2025-01-08,TS-016,201.4,78815.9,4.5,0.0363,15.3,1407
2025-01-08,TS-017,287.5,54178.1,6.4,0.0071,16.7,1211
2025-01-08,TS-018,0.0,126392.8,0.0,0.0,4.8,0
2025-01-08,TS-019,318.5,154851.6,7.1,0.0297,14.8,1235
2025-01-08,TS-020,349.7,169308.7,7.8,0.0392,15.8,1094
2025-01-08,TS-021,266.1,69990.3,5.9,0.0462,14.8,981
2025-01-08,TS-022,0.0,135761.6,0.0,0.0,3.0,0
2025-01-08,TS-023,265.7,93780.0,5.9,0.0394,14.8,1258
2025-01-08,TS-024,407.9,127224.5,9.1,0.0276,17.7,945
2025-01-08,TS-025,406.2,109016.5,9.0,0.0231,16.4,849
2025-01-09,TS-001,0.0,177629.3,0.0,0.0,2.6,0
2025-01-09,TS-002,232.0,142001.9,5.2,0.0241,16.0,1444
2025-01-09,TS-003,415.1,75159.2,9.2,0.0205,15.3,1178
2025-01-09,TS-004,265.6,170138.6,5.9,0.0464,16.6,1238
2025-01-09,TS-005,217.4,116632.3,4.8,0.0419,15.5,1160
2025-01-09,TS-006,311.2,86157.3,6.9,0.04,17.7,813
2025-01-09,TS-007,244.5,116654.8,5.4,0.0364,14.9,1289
2025-01-09,TS-008,0.0,193836.8,0.0,0.0,5.2,0
2025-01-09,TS-009,229.1,69587.0,5.1,0.0428,16.2,1390
2025-01-09,TS-010,0.0,77476.2,0.0,0.0,4.0,0
2025-01-09,TS-011,365.5,71437.9,8.1,0.0154,14.0,1386
2025-01-09,TS-012,330.0,134827.3,7.3,0.0448,14.6,966
2025-01-09,TS-013,268.8,151596.1,6.0,0.0008,14.9,1483
2025-01-09,TS-014,407.6,133238.3,9.1,0.0133,17.4,1419
2025-01-09,TS-015,308.8,64425.7,6.9,0.0266,16.6,1192
2025-01-09,TS-016,267.5,79083.3,5.9,0.0239,15.1,1285
2025-01-09,TS-017,207.8,54385.9,4.6,0.0131,15.5,1074
2025-01-09,TS-018,0.0,126392.8,0.0,0.0,3.7,0
2025-01-09,TS-019,318.8,155170.4,7.1,0.0473,14.7,1445
2025-01-09,TS-020,290.5,169599.2,6.5,0.0239,16.8,867
2025-01-09,TS-021,0.0,69990.3,0.0,0.0,3.3,0
2025-01-09,TS-022,204.7,135966.3,4.5,0.0061,15.5,1440
2025-01-09,TS-023,274.5,94054.4,6.1,0.0186,14.8,1226
2025-01-09,TS-024,398.9,127623.4,8.9,0.0284,14.6,833
2025-01-09,TS-025,0.0,109016.5,0.0,0.0,5.1,0
2025-01-10,TS-001,213.1,177842.3,4.7,0.0035,15.3,1405
2025-01-10,TS-002,300.9,142302.7,6.7,0.0113,14.5,1154
2025-01-10,TS-003,291.4,75450.6,6.5,0.0042,15.1,1460
2025-01-10,TS-004,381.0,170519.5,8.5,0.0428,16.7,819
2025-01-10,TS-005,299.9,116932.1,6.7,0.0405,14.8,975
2025-01-10,TS-006,378.0,86535.3,8.4,0.0038,14.1,827
2025-01-10,TS-007,349.4,117004.2,7.8,0.0218,15.1,1212
2025-01-10,TS-008,286.4,194123.2,6.4,0.0124,15.2,841
2025-01-10,TS-009,209.0,69796.0,4.6,0.0406,16.5,1114
2025-01-10,TS-010,0.0,77476.2,0.0,0.0,3.2,0
2025-01-10,TS-011,227.6,71665.5,5.1,0.0279,16.6,954
2025-01-10,TS-012,0.0,134827.3,0.0,0.0,3.8,0
2025-01-10,TS-013,0.0,151596.1,0.0,0.0,2.0,0
2025-01-10,TS-014,323.9,133562.2,7.2,0.0089,15.0,1329
2025-01-10,TS-015,232.4,64658.1,5.2,0.0387,17.3,1494
2025-01-10,TS-016,329.9,79413.2,7.3,0.0124,15.9,960
2025-01-10,TS-017,316.8,54702.7,7.0,0.028,17.9,1156
2025-01-10,TS-018,0.0,126392.8,0.0,0.0,2.1,0
2025-01-10,TS-019,0.0,155170.4,0.0,0.0,2.3,0
2025-01-10,TS-020,247.7,169846.9,5.5,0.0062,17.5,839
2025-01-10,TS-021,368.5,70358.9,8.2,0.0381,17.4,1404
2025-01-10,TS-022,238.4,136204.7,5.3,0.0208,16.7,1114
2025-01-10,TS-023,264.4,94318.9,5.9,0.0473,16.4,1295
2025-01-10,TS-024,238.2,127861.6,5.3,0.035,14.1,1493
2025-01-10,TS-025,320.0,109336.5,7.1,0.031,15.9,1000
2025-01-11,TS-001,0.0,177842.3,0.0,0.0,5.3,0
2025-01-11,TS-002,0.0,142302.7,0.0,0.0,2.8,0
2025-01-11,TS-003,406.2,75856.8,9.0,0.0483,18.0,1111
2025-01-11,TS-004,216.7,170736.2,4.8,0.0401,15.0,1432
2025-01-11,TS-005,252.8,117185.0,5.6,0.042,17.8,1455
2025-01-11,TS-006,203.9,86739.3,4.5,0.0405,14.4,903
2025-01-11,TS-007,0.0,117004.2,0.0,0.0,3.2,0
2025-01-11,TS-008,325.1,194448.3,7.2,0.0273,17.2,881
2025-01-11,TS-009,419.7,70215.7,9.3,0.0184,14.6,895
2025-01-11,TS-010,291.5,77767.6,6.5,0.0279,15.4,1059
2025-01-11,TS-011,220.6,71886.1,4.9,0.0307,15.7,850
2025-01-11,TS-012,278.4,135105.7,6.2,0.001,14.1,1205
2025-01-11,TS-013,376.7,151972.8,8.4,0.0072,16.5,1248
2025-01-11,TS-014,0.0,133562.2,0.0,0.0,5.9,0
2025-01-11,TS-015,417.0,65075.2,9.3,0.025,17.8,1195
2025-01-11,TS-016,381.2,79794.4,8.5,0.0258,16.1,1143
2025-01-11,TS-017,217.1,54919.8,4.8,0.0391,14.2,1024
2025-01-11,TS-018,248.9,126641.7,5.5,0.0328,16.4,863
2025-01-11,TS-019,329.0,155499.4,7.3,0.0477,14.8,1167
2025-01-11,TS-020,242.0,170088.8,5.4,0.0433,16.7,1495
2025-01-11,TS-021,416.2,70775.1,9.2,0.0486,16.7,1303
2025-01-11,TS-022,226.3,136430.9,5.0,0.0347,16.7,815
2025-01-11,TS-023,356.7,94675.5,7.9,0.0492,14.4,866
2025-01-11,TS-024,242.2,128103.8,5.4,0.0413,14.8,1143
2025-01-11,TS-025,0.0,109336.5,0.0,0.0,4.6,0
2025-01-12,TS-001,407.8,178250.2,9.1,0.0089,15.6,1106
2025-01-12,TS-002,312.4,142615.2,6.9,0.0216,16.3,954
2025-01-12,TS-003,0.0,75856.8,0.0,0.0,2.8,0
2025-01-12,TS-004,0.0,170736.2,0.0,0.0,4.3,0
2025-01-12,TS-005,0.0,117185.0,0.0,0.0,2.5,0
2025-01-12,TS-006,328.8,87068.0,7.3,0.0067,16.5,1336
2025-01-12,TS-007,238.3,117242.5,5.3,0.0059,15.8,1318
2025-01-12,TS-008,292.3,194740.6,6.5,0.0211,14.1,927
2025-01-12,TS-009,313.9,70529.5,7.0,0.0243,16.2,894
2025-01-12,TS-010,0.0,77767.6,0.0,0.0,2.7,0
2025-01-12,TS-011,0.0,71886.1,0.0,0.0,3.1,0
2025-01-12,TS-012,215.7,135321.4,4.8,0.0357,14.3,1375
2025-01-12,TS-013,259.8,152232.7,5.8,0.0423,14.0,943
2025-01-12,TS-014,0.0,133562.2,0.0,0.0,2.8,0
2025-01-12,TS-015,399.7,65474.9,8.9,0.0301,14.3,1146
2025-01-12,TS-016,384.2,80178.6,8.5,0.0171,17.5,1027
2025-01-12,TS-017,0.0,54919.8,0.0,0.0,5.1,0
2025-01-12,TS-018,0.0,126641.7,0.0,0.0,4.8,0
2025-01-12,TS-019,254.4,155753.8,5.7,0.022,16.6,938
2025-01-12,TS-020,417.5,170506.3,9.3,0.0093,14.3,1426
2025-01-12,TS-021,278.8,71053.9,6.2,0.0093,17.8,1056
2025-01-12,TS-022,0.0,136430.9,0.0,0.0,3.7,0
2025-01-12,TS-023,0.0,94675.5,0.0,0.0,4.1,0
2025-01-12,TS-024,210.4,128314.2,4.7,0.0318,15.3,1117
2025-01-12,TS-025,0.0,109336.5,0.0,0.0,4.6,0
2025-01-13,TS-001,0.0,178250.2,0.0,0.0,3.1,0
2025-01-13,TS-002,354.8,142969.9,7.9,0.0256,16.2,1428
2025-01-13,TS-003,206.4,76063.1,4.6,0.014,16.4,1297
2025-01-13,TS-004,215.2,170951.4,4.8,0.0435,14.7,1237
2025-01-13,TS-005,0.0,117185.0,0.0,0.0,2.2,0
2025-01-13,TS-006,245.4,87313.5,5.5,0.0461,16.0,915
2025-01-13,TS-007,277.3,117519.8,6.2,0.047,16.0,1266
2025-01-13,TS-008,0.0,194740.6,0.0,0.0,4.3,0
2025-01-13,TS-009,0.0,70529.5,0.0,0.0,4.7,0
2025-01-13,TS-010,0.0,77767.6,0.0,0.0,4.2,0
2025-01-13,TS-011,0.0,71886.1,0.0,0.0,3.0,0
2025-01-13,TS-012,342.0,135663.4,7.6,0.0208,14.9,864
2025-01-13,TS-013,270.9,152503.6,6.0,0.012,15.8,1086
2025-01-13,TS-014,0.0,133562.2,0.0,0.0,5.2,0
2025-01-13,TS-015,302.8,65777.7,6.7,0.0493,16.6,1474
2025-01-13,TS-016,301.2,80479.8,6.7,0.0226,16.3,1345
2025-01-13,TS-017,347.0,55266.8,7.7,0.0131,16.4,896
2025-01-13,TS-018,360.5,127002.2,8.0,0.0469,16.0,1408
2025-01-13,TS-019,251.2,156005.0,5.6,0.0135,14.6,988
2025-01-13,TS-020,325.8,170832.1,7.2,0.0066,14.8,819
2025-01-13,TS-021,0.0,71053.9,0.0,0.0,3.1,0
2025-01-13,TS-022,0.0,136430.9,0.0,0.0,3.5,0
2025-01-13,TS-023,298.7,94974.2,6.6,0.0222,17.5,1471
2025-01-13,TS-024,0.0,128314.2,0.0,0.0,3.7,0
2025-01-13,TS-025,266.3,109602.8,5.9,0.0203,16.3,1070
2025-01-14,TS-001,223.4,178473.6,5.0,0.0009,17.0,1378
2025-01-14,TS-002,0.0,142969.9,0.0,0.0,5.4,0
2025-01-14,TS-003,330.3,76393.5,7.3,0.0356,16.9,954
2025-01-14,TS-004,0.0,170951.4,0.0,0.0,3.6,0
2025-01-14,TS-005,368.7,117553.6,8.2,0.0039,17.9,1436
2025-01-14,TS-006,354.4,87667.9,7.9,0.0284,15.3,1326
2025-01-14,TS-007,280.0,117799.8,6.2,0.0428,17.9,1407
2025-01-14,TS-008,323.8,195064.4,7.2,0.0429,16.7,1494
2025-01-14,TS-009,337.2,70866.8,7.5,0.0009,17.9,942
2025-01-14,TS-010,0.0,77767.6,0.0,0.0,5.6,0
2025-01-14,TS-011,265.6,72151.7,5.9,0.0465,15.8,1134
2025-01-14,TS-012,269.4,135932.8,6.0,0.0219,17.5,1080
2025-01-14,TS-013,0.0,152503.6,0.0,0.0,4.4,0
2025-01-14,TS-014,220.8,133783.0,4.9,0.0162,16.0,918
2025-01-14,TS-015,321.3,66099.0,7.1,0.005,14.4,1239
2025-01-14,TS-016,340.2,80820.0,7.6,0.0413,15.6,920
2025-01-14,TS-017,336.9,55603.7,7.5,0.0364,15.1,1406
2025-01-14,TS-018,0.0,127002.2,0.0,0.0,2.5,0
2025-01-14,TS-019,283.5,156288.5,6.3,0.0335,14.8,1141
2025-01-14,TS-020,336.3,171168.4,7.5,0.006,15.8,1187
2025-01-14,TS-021,268.1,71322.0,6.0,0.0296,15.3,1486
2025-01-14,TS-022,383.7,136814.6,8.5,0.0211,14.5,941
2025-01-14,TS-023,351.8,95326.0,7.8,0.0486,16.6,910
2025-01-14,TS-024,265.0,128579.2,5.9,0.0212,17.1,1387
2025-01-14,TS-025,0.0,109602.8,0.0,0.0,5.1,0
2025-01-15,TS-001,316.3,178789.9,7.0,0.0467,15.5,1161
2025-01-15,TS-002,404.3,143374.2,9.0,0.0,15.0,1158
2025-01-15,TS-003,254.3,76647.7,5.7,0.0016,17.5,1059
2025-01-15,TS-004,229.7,171181.1,5.1,0.0275,16.6,1011
2025-01-15,TS-005,246.4,117800.0,5.5,0.0001,14.0,955
2025-01-15,TS-006,0.0,87667.9,0.0,0.0,4.0,0
2025-01-15,TS-007,415.0,118214.8,9.2,0.0418,17.4,1227
2025-01-15,TS-008,0.0,195064.4,0.0,0.0,3.6,0
2025-01-15,TS-009,211.9,71078.7,4.7,0.0488,17.9,1118
2025-01-15,TS-010,323.1,78090.7,7.2,0.0078,16.5,1018
2025-01-15,TS-011,351.2,72502.9,7.8,0.0245,14.8,1035
2025-01-15,TS-012,232.3,136165.1,5.2,0.0018,17.1,1271
2025-01-15,TS-013,217.3,152720.9,4.8,0.0452,15.8,1045
2025-01-15,TS-014,229.3,134012.3,5.1,0.0113,15.2,1305
2025-01-15,TS-015,0.0,66099.0,0.0,0.0,4.1,0
2025-01-15,TS-016,247.9,81068.0,5.5,0.0305,16.6,1435
2025-01-15,TS-017,220.5,55824.2,4.9,0.0194,14.4,1330
2025-01-15,TS-018,273.5,127275.6,6.1,0.0094,16.3,1359
2025-01-15,TS-019,376.4,156664.9,8.4,0.0087,14.5,1035
2025-01-15,TS-020,232.0,171400.5,5.2,0.0257,14.9,1255
2025-01-15,TS-021,409.9,71731.9,9.1,0.0012,15.1,1024
2025-01-15,TS-022,0.0,136814.6,0.0,0.0,4.1,0
2025-01-15,TS-023,370.4,95696.5,8.2,0.0222,16.4,1170
2025-01-15,TS-024,0.0,128579.2,0.0,0.0,4.7,0
2025-01-15,TS-025,249.3,109852.1,5.5,0.0171,16.8,1083
2025-01-16,TS-001,264.9,179054.8,5.9,0.0093,17.7,910
2025-01-16,TS-002,319.3,143693.5,7.1,0.0225,14.2,1466
2025-01-16,TS-003,293.2,76941.0,6.5,0.0317,14.9,1330
2025-01-16,TS-004,0.0,171181.1,0.0,0.0,2.4,0
2025-01-16,TS-005,360.8,118160.8,8.0,0.0193,17.5,1042
2025-01-16,TS-006,381.8,88049.7,8.5,0.0382,15.6,919
2025-01-16,TS-007,206.4,118421.2,4.6,0.0022,15.9,1403
2025-01-16,TS-008,292.2,195356.6,6.5,0.0098,15.7,1173
