date,trainset_id,daily_km,cumulative_km,km_deviation_from_mean,km_balance_score,bogie_hours,brake_pad_wear_index,hvac_run_hours,door_cycles,cert_days_rolling_stock,cert_days_signalling,cert_days_telecom,min_cert_days,any_cert_expired,cert_expiring_soon,open_job_count,critical_open_jobs,has_critical_open,daily_exposure,exposure_gap,branding_urgency,days_since_deep_clean,needs_cleaning,available_cleaning_bays,available_manpower,bay_number,is_ibl_bay,shunt_cost,turnout_order,fault_count,critical_faults,high_faults,any_withdrawal,assignment,unscheduled_withdrawal,punctuality_score,branding_sla_met,outcome_score,day_of_week
2025-01-01,TS-011,303.3,69480.6,-44794.87599999999,44794.87599999999,6.7,0.0207,16.2,1182,110,53,70,53,0,0,1.0,0.0,0.0,34.400000000000006,0.0,0.0,19,True,3,9,2,True,0.0,11,0.0,0.0,0.0,0.0,SERVICE,False,0.9861,True,0.9775,2
2025-01-01,TS-012,302.0,132817.9,18542.424,18542.424,6.7,0.0292,15.8,1436,15,36,26,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,17,True,3,9,11,False,4.84,12,0.0,0.0,0.0,0.0,STANDBY,False,0.9387,True,0.9185,2
2025-01-01,TS-013,351.0,149213.0,34937.524000000005,34937.524000000005,7.8,0.0354,14.1,1264,25,107,105,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,23,True,3,9,19,False,11.63,13,0.0,0.0,0.0,0.0,STANDBY,False,0.988,True,0.9577,2
2025-01-01,TS-014,0.0,130611.6,16336.12400000001,16336.12400000001,0.0,0.0,2.5,0,45,31,38,31,0,0,1.0,1.0,1.0,0.0,0.0,0.0,25,True,3,9,29,False,20.55,14,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9703,2
2025-01-01,TS-015,387.7,63062.7,-51212.776,51212.776,8.6,0.0491,15.8,1380,29,77,28,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,False,3,9,10,False,5.82,15,0.0,0.0,0.0,0.0,SERVICE,False,0.9858,True,0.9523,2
2025-01-01,TS-016,271.4,77146.0,-37129.475999999995,37129.475999999995,6.0,0.0366,16.1,872,49,17,109,17,0,0,1.0,0.0,0.0,14.1,165.3,210096.30000000002,28,True,3,9,1,True,0.0,16,0.0,0.0,0.0,0.0,SERVICE,False,0.9779,True,0.9397,2
2025-01-01,TS-017,0.0,53144.2,-61131.276,61131.276,0.0,0.0,5.9,0,82,73,89,73,0,0,0.0,0.0,0.0,30.1,0.0,0.0,2,False,3,9,6,False,1.0,17,0.0,0.0,0.0,0.0,SERVICE,False,0.96,True,0.9692,2
2025-01-01,TS-018,237.1,124770.7,10495.224000000002,10495.224000000002,5.3,0.0394,17.6,1462,113,48,40,40,0,0,1.0,0.0,0.0,17.6,54.0,85158.0,8,True,3,9,27,False,18.54,18,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9762,2
2025-01-01,TS-019,373.2,152398.5,38123.024000000005,38123.024000000005,8.3,0.0096,17.3,1339,59,70,115,59,0,0,0.0,0.0,0.0,31.8,0.0,0.0,10,True,3,9,15,False,10.13,19,0.0,0.0,0.0,0.0,STANDBY,False,0.9974,True,0.9955,2
2025-01-01,TS-020,390.6,167444.1,53168.62400000001,53168.62400000001,8.7,0.0318,17.0,995,16,30,84,16,0,0,0.0,0.0,0.0,32.9,0.0,0.0,10,True,3,9,12,False,7.52,20,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9943,2
2025-01-01,TS-021,230.8,68085.9,-46189.576,46189.576,5.1,0.0314,17.6,918,52,19,68,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,19,True,3,9,25,False,19.93,21,0.0,0.0,0.0,0.0,SERVICE,False,0.9874,True,0.9911,2
2025-01-01,TS-022,251.6,134111.5,19836.024000000005,19836.024000000005,5.6,0.0355,17.3,1250,60,17,38,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,False,3,9,14,False,9.91,22,1.0,0.0,1.0,0.0,IBL,False,1.0,True,0.9812,2
2025-01-01,TS-023,305.1,92476.1,-21799.37599999999,21799.37599999999,6.8,0.024,15.6,1109,47,41,86,41,0,0,1.0,0.0,0.0,0.0,21.69999999999999,40926.199999999975,1,False,3,9,4,True,0.0,23,0.0,0.0,0.0,0.0,SERVICE,False,0.9895,True,0.9793,2
2025-01-01,TS-024,312.2,125499.4,11223.923999999999,11223.923999999999,6.9,0.0192,16.9,1395,28,21,96,21,0,0,0.0,0.0,0.0,31.7,0.0,0.0,23,True,3,9,17,False,12.01,24,0.0,0.0,0.0,0.0,SERVICE,False,0.9876,True,0.9742,2
2025-01-01,TS-025,209.2,107942.6,-6332.875999999989,6332.875999999989,4.6,0.0388,17.1,1229,81,68,31,31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,18,True,3,9,26,False,22.88,25,0.0,0.0,0.0,0.0,SERVICE,False,0.9951,True,0.9479,2
2025-01-02,TS-001,300.3,176819.6,62309.36,62309.36,6.7,0.0377,15.7,1012,112,52,77,52,0,0,0.0,0.0,0.0,0.0,0.0,0.0,17,True,2,9,30,False,27.45,1,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9425,3
2025-01-02,TS-002,0.0,140355.0,25844.759999999995,25844.759999999995,0.0,0.0,5.7,0,69,13,31,13,0,0,0.0,0.0,0.0,63.1,0.0,0.0,22,True,2,9,15,False,11.2,2,0.0,0.0,0.0,0.0,STANDBY,False,0.9517,True,0.9475,3
2025-01-02,TS-003,0.0,72811.5,-41698.740000000005,41698.740000000005,0.0,0.0,5.0,0,30,65,32,30,0,0,1.0,0.0,0.0,14.1,187.8,313250.4,16,True,2,9,28,False,21.95,3,0.0,0.0,0.0,0.0,SERVICE,False,0.9601,True,0.9364,3
2025-01-02,TS-004,381.3,168184.8,53674.55999999998,53674.55999999998,8.5,0.0233,15.0,1190,25,13,39,13,0,0,1.0,0.0,0.0,17.5,30.899999999999977,48729.29999999997,29,True,2,9,13,False,7.52,4,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9409,3
2025-01-02,TS-005,391.9,115496.9,986.6599999999889,986.6599999999889,8.7,0.003,14.3,1179,50,32,63,32,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14,True,2,9,9,False,4.6,5,0.0,0.0,0.0,0.0,STANDBY,False,0.9294,True,0.961,3
2025-01-02,TS-006,402.1,84793.5,-29716.740000000005,29716.740000000005,8.9,0.0009,15.3,1349,50,64,26,26,0,0,1.0,0.0,0.0,30.8,0.0,0.0,5,False,2,9,5,True,0.0,6,0.0,0.0,0.0,0.0,SERVICE,False,0.969,True,0.9327,3
2025-01-02,TS-007,0.0,115903.9,1393.659999999989,1393.659999999989,0.0,0.0,4.0,0,15,29,73,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1,False,2,9,12,False,7.53,7,1.0,0.0,0.0,0.0,SERVICE,True,0.6555,True,0.6263,3
2025-01-02,TS-008,205.9,192950.7,78440.46,78440.46,4.6,0.0148,16.4,1112,80,49,29,29,0,0,2.0,1.0,1.0,0.0,128.3,202329.1,24,True,2,9,26,False,19.39,8,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9453,3
2025-01-02,TS-009,0.0,67930.9,-46579.34000000001,46579.34000000001,0.0,0.0,5.9,0,12,20,75,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,2,9,27,False,23.63,9,0.0,0.0,0.0,0.0,SERVICE,False,0.9777,True,0.9347,3
2025-01-02,TS-010,377.9,75494.9,-39015.34000000001,39015.34000000001,8.4,0.0392,14.7,974,38,108,51,38,0,0,1.0,0.0,0.0,15.8,0.0,0.0,5,False,2,9,4,True,0.0,10,0.0,0.0,0.0,0.0,SERVICE,False,0.9628,True,0.9659,3
2025-01-02,TS-011,264.8,69745.4,-44764.84000000001,44764.84000000001,5.9,0.0155,14.5,875,109,52,69,52,0,0,2.0,0.0,0.0,17.4,0.0,0.0,26,True,2,9,20,False,13.12,11,0.0,0.0,0.0,0.0,SERVICE,False,0.9881,True,0.9642,3
2025-01-02,TS-012,236.5,133054.3,18544.059999999983,18544.059999999983,5.3,0.0019,15.3,915,14,35,25,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,16,True,2,9,11,False,6.56,12,0.0,0.0,0.0,0.0,SERVICE,True,0.8107,True,0.7155,3
2025-01-02,TS-013,375.6,149588.5,35078.259999999995,35078.259999999995,8.3,0.0054,14.7,1376,24,106,104,24,0,0,2.0,0.0,0.0,0.0,0.0,0.0,22,True,2,9,8,False,3.25,13,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9725,3
2025-01-02,TS-014,407.3,131018.9,16508.65999999999,16508.65999999999,9.1,0.0161,17.2,1481,44,30,37,30,0,0,1.0,1.0,1.0,0.0,0.0,0.0,12,True,2,9,14,False,8.16,14,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9628,3
2025-01-02,TS-015,0.0,63062.7,-51447.54000000001,51447.54000000001,0.0,0.0,4.6,0,28,76,27,27,0,0,1.0,0.0,0.0,16.3,0.0,0.0,8,True,2,9,17,False,11.97,15,0.0,0.0,0.0,0.0,SERVICE,False,0.9624,True,0.9655,3
2025-01-02,TS-016,213.2,77359.2,-37151.04000000001,37151.04000000001,4.7,0.0461,17.5,972,48,16,108,16,0,0,1.0,0.0,0.0,16.5,165.3,210096.30000000002,13,True,2,9,10,False,4.93,16,0.0,0.0,0.0,0.0,SERVICE,False,0.9826,True,0.9628,3
2025-01-02,TS-017,334.3,53478.5,-61031.740000000005,61031.740000000005,7.4,0.0487,15.0,1187,81,72,88,72,0,0,0.0,0.0,0.0,31.8,0.0,0.0,6,False,2,9,16,False,13.2,17,0.0,0.0,0.0,0.0,SERVICE,False,0.9776,True,0.9508,3
2025-01-02,TS-018,275.1,125045.8,10535.559999999998,10535.559999999998,6.1,0.0348,14.2,925,112,47,39,39,0,0,1.0,0.0,0.0,0.0,54.0,85158.0,13,True,2,9,3,True,0.0,18,1.0,1.0,0.0,1.0,IBL,False,1.0,True,0.9778,3
2025-01-02,TS-019,329.8,152728.2,38217.96000000001,38217.96000000001,7.3,0.0376,15.9,1282,58,69,114,58,0,0,0.0,0.0,0.0,30.0,0.0,0.0,19,True,2,9,19,False,16.33,19,0.0,0.0,0.0,0.0,STANDBY,False,0.9476,True,0.9271,3
2025-01-02,TS-020,323.7,167767.8,53257.55999999998,53257.55999999998,7.2,0.0041,14.1,1027,15,29,83,15,0,0,2.0,1.0,1.0,16.3,0.0,0.0,8,True,2,9,2,True,0.0,20,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9443,3
2025-01-02,TS-021,395.6,68481.5,-46028.740000000005,46028.740000000005,8.8,0.0159,15.2,841,51,18,67,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,2,9,25,False,23.76,21,0.0,0.0,0.0,0.0,SERVICE,False,0.9659,True,0.9497,3
2025-01-02,TS-022,282.6,134394.1,19883.86,19883.86,6.3,0.0461,17.7,1350,59,16,37,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,20,True,2,9,21,False,16.83,22,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9804,3
2025-01-02,TS-023,371.3,92847.4,-21662.84000000001,21662.84000000001,8.3,0.0174,15.6,1357,46,40,85,40,0,0,3.0,0.0,0.0,14.3,21.69999999999999,40926.199999999975,21,True,2,9,6,False,0.93,23,0.0,0.0,0.0,0.0,SERVICE,False,0.9975,True,0.9888,3
2025-01-02,TS-024,0.0,125499.4,10989.159999999989,10989.159999999989,0.0,0.0,5.6,0,27,20,95,20,0,0,1.0,0.0,0.0,49.2,0.0,0.0,12,True,2,9,29,False,27.78,24,0.0,0.0,0.0,0.0,SERVICE,False,0.9823,True,0.9539,3
2025-01-02,TS-025,0.0,107942.6,-6567.639999999999,6567.639999999999,0.0,0.0,4.2,0,80,67,30,30,0,0,1.0,0.0,0.0,0.0,0.0,0.0,15,True,2,9,1,True,0.0,25,0.0,0.0,0.0,0.0,SERVICE,False,0.9976,True,0.9521,3
2025-01-03,TS-001,0.0,176819.6,62100.812000000005,62100.812000000005,0.0,0.0,5.9,0,111,51,76,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,7,False,2,5,13,False,7.62,1,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9606,4
2025-01-03,TS-002,280.7,140635.8,25917.011999999988,25917.011999999988,6.2,0.0186,14.9,1251,68,12,30,12,0,0,1.0,0.0,0.0,46.0,0.0,0.0,26,True,2,5,9,False,3.77,2,0.0,0.0,0.0,0.0,STANDBY,False,0.954,True,0.9742,4
2025-01-03,TS-003,296.0,73107.5,-41611.288,41611.288,6.6,0.0096,14.9,1200,29,64,31,29,0,0,0.0,0.0,0.0,16.3,187.8,313250.4,27,True,2,5,25,False,23.7,3,1.0,0.0,0.0,0.0,SERVICE,False,0.9862,True,0.9531,4
2025-01-03,TS-004,253.0,168437.8,53719.01199999999,53719.01199999999,5.6,0.0337,14.5,890,24,12,38,12,0,0,2.0,0.0,0.0,17.6,30.899999999999977,48729.29999999997,19,True,2,5,12,False,6.23,4,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9786,4
2025-01-03,TS-005,378.8,115875.7,1156.9119999999966,1156.9119999999966,8.4,0.0127,16.8,1000,49,31,62,31,0,0,2.0,1.0,1.0,0.0,0.0,0.0,5,False,2,5,6,False,0.94,5,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9923,4
2025-01-03,TS-006,352.4,85145.8,-29572.987999999998,29572.987999999998,7.8,0.0466,15.4,1318,49,63,25,25,0,0,1.0,0.0,0.0,48.2,0.0,0.0,21,True,2,5,26,False,18.51,6,1.0,0.0,0.0,0.0,SERVICE,False,0.9632,True,0.9414,4
2025-01-03,TS-007,0.0,115903.9,1185.1119999999937,1185.1119999999937,0.0,0.0,2.3,0,14,28,72,14,0,0,2.0,0.0,0.0,0.0,0.0,0.0,13,True,2,5,16,False,9.09,7,0.0,0.0,0.0,0.0,SERVICE,False,0.9767,False,0.7546,4
2025-01-03,TS-008,0.0,192950.7,78231.91200000001,78231.91200000001,0.0,0.0,2.1,0,79,48,28,28,0,0,2.0,1.0,1.0,16.2,128.3,202329.1,17,True,2,5,2,True,0.0,8,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9508,4
2025-01-03,TS-009,232.7,68163.6,-46555.187999999995,46555.187999999995,5.2,0.0164,16.1,1167,11,19,74,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,False,2,5,28,False,20.53,9,1.0,0.0,0.0,0.0,SERVICE,False,0.9855,True,0.9524,4
2025-01-03,TS-010,293.4,75788.3,-38930.488,38930.488,6.5,0.0006,17.3,1027,37,107,50,37,0,0,1.0,0.0,0.0,16.6,0.0,0.0,8,True,2,5,15,False,8.82,10,0.0,0.0,0.0,0.0,SERVICE,False,0.9981,True,0.9575,4
2025-01-03,TS-011,0.0,69745.4,-44973.388000000006,44973.388000000006,0.0,0.0,5.8,0,108,51,68,51,0,0,2.0,0.0,0.0,31.7,0.0,0.0,13,True,2,5,22,False,15.91,11,1.0,0.0,0.0,0.0,SERVICE,False,0.9996,True,0.9794,4
2025-01-03,TS-012,0.0,133054.3,18335.511999999988,18335.511999999988,0.0,0.0,4.4,0,13,34,24,13,0,0,3.0,0.0,0.0,0.0,0.0,0.0,13,True,2,5,27,False,18.32,12,1.0,1.0,0.0,0.0,IBL,False,1.0,True,0.9665,4
2025-01-03,TS-013,346.1,149934.7,35215.91200000001,35215.91200000001,7.7,0.0301,16.9,1071,23,105,103,23,0,0,2.0,0.0,0.0,0.0,0.0,0.0,4,False,2,5,5,True,0.0,13,0.0,0.0,0.0,0.0,STANDBY,False,0.9605,True,0.9832,4
2025-01-03,TS-014,381.1,131400.1,16681.312000000005,16681.312000000005,8.5,0.0174,16.8,933,43,29,36,29,0,0,1.0,1.0,1.0,0.0,0.0,0.0,2,False,2,5,8,False,2.76,14,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9472,4
2025-01-03,TS-015,207.9,63270.6,-51448.188,51448.188,4.6,0.0018,17.0,1059,27,75,26,26,0,0,2.0,0.0,0.0,49.1,0.0,0.0,15,True,2,5,10,False,4.15,15,0.0,0.0,0.0,0.0,SERVICE,False,0.9739,True,0.9338,4
2025-01-03,TS-016,341.2,77700.4,-37018.388000000006,37018.388000000006,7.6,0.0487,16.3,1286,47,15,107,15,0,0,0.0,0.0,0.0,17.2,165.3,210096.30000000002,12,True,2,5,17,False,9.77,16,0.0,0.0,0.0,0.0,SERVICE,False,0.9817,True,0.9493,4
2025-01-03,TS-017,0.0,53478.5,-61240.288,61240.288,0.0,0.0,3.2,0,80,71,87,71,0,0,1.0,0.0,0.0,31.599999999999998,0.0,0.0,12,True,2,5,7,False,1.93,17,0.0,0.0,0.0,0.0,SERVICE,False,0.9873,True,0.945,4
2025-01-03,TS-018,224.8,125270.7,10551.911999999997,10551.911999999997,5.0,0.0079,17.1,1285,111,46,38,38,0,0,2.0,1.0,1.0,16.0,54.0,85158.0,13,True,2,5,23,False,18.38,18,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9739,4
2025-01-03,TS-019,395.4,153123.7,38404.91200000001,38404.91200000001,8.8,0.0394,14.7,822,57,68,113,57,0,0,1.0,0.0,0.0,31.2,0.0,0.0,11,True,2,5,1,True,0.0,19,0.0,0.0,0.0,0.0,STANDBY,False,0.9916,True,0.9597,4
2025-01-03,TS-020,309.7,168077.5,53358.712,53358.712,6.9,0.0155,15.9,888,14,28,82,14,0,0,2.0,1.0,1.0,32.5,0.0,0.0,12,True,2,5,19,False,15.4,20,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9677,4
2025-01-03,TS-021,316.4,68797.9,-45920.888000000006,45920.888000000006,7.0,0.0313,15.0,1369,50,17,66,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20,True,2,5,21,False,15.18,21,0.0,0.0,0.0,0.0,SERVICE,False,0.9811,True,0.9817,4
2025-01-03,TS-022,202.5,134596.6,19877.812000000005,19877.812000000005,4.5,0.0407,15.0,1000,58,15,36,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,18,True,2,5,30,False,26.03,22,0.0,0.0,0.0,0.0,SERVICE,False,0.9951,True,0.9743,4
2025-01-03,TS-023,0.0,92847.4,-21871.388000000006,21871.388000000006,0.0,0.0,3.3,0,45,39,84,39,0,0,2.0,0.0,0.0,16.8,21.69999999999999,40926.199999999975,22,True,2,5,14,False,9.06,23,1.0,1.0,0.0,0.0,SERVICE,False,0.9676,True,0.9273,4
2025-01-03,TS-024,0.0,125499.4,10780.611999999994,10780.611999999994,0.0,0.0,4.6,0,26,19,94,19,0,0,1.0,0.0,0.0,63.599999999999994,0.0,0.0,4,False,2,5,24,False,19.36,24,0.0,0.0,0.0,0.0,SERVICE,False,0.9714,True,0.9391,4
2025-01-03,TS-025,401.2,108343.8,-6374.987999999998,6374.987999999998,8.9,0.0398,14.7,1232,79,66,29,29,0,0,2.0,0.0,0.0,0.0,0.0,0.0,13,True,2,5,29,False,26.09,25,0.0,0.0,0.0,0.0,SERVICE,False,0.9864,True,0.9519,4
2025-01-04,TS-001,0.0,176819.6,61882.812000000005,61882.812000000005,0.0,0.0,4.5,0,110,50,75,50,0,0,0.0,0.0,0.0,0.0,0.0,0.0,25,True,3,10,12,False,8.18,1,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9797,5
2025-01-04,TS-002,276.9,140912.7,25975.91200000001,25975.91200000001,6.2,0.0422,17.3,1496,67,11,29,11,0,0,1.0,0.0,0.0,43.4,0.0,0.0,25,True,3,10,15,False,9.36,2,1.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9408,5
2025-01-04,TS-003,379.4,73486.9,-41449.888000000006,41449.888000000006,8.4,0.0471,17.7,979,28,63,30,28,0,0,1.0,1.0,1.0,17.3,187.8,313250.4,3,False,3,10,28,False,26.95,3,0.0,0.0,0.0,0.0,SERVICE,False,0.9728,False,0.763,5
2025-01-04,TS-004,285.9,168723.7,53786.91200000001,53786.91200000001,6.4,0.0243,14.2,1462,23,11,37,11,0,0,3.0,0.0,0.0,17.1,30.899999999999977,48729.29999999997,11,True,3,10,26,False,16.82,4,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9831,5
2025-01-04,TS-005,327.5,116203.2,1266.4119999999966,1266.4119999999966,7.3,0.0373,16.1,841,48,30,61,30,0,0,2.0,1.0,1.0,0.0,0.0,0.0,17,True,3,10,2,True,0.0,5,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9882,5
2025-01-04,TS-006,298.9,85444.7,-29492.088000000003,29492.088000000003,6.6,0.0081,16.8,1305,48,62,24,24,0,0,1.0,0.0,0.0,62.2,0.0,0.0,14,True,3,10,3,True,0.0,6,0.0,0.0,0.0,0.0,SERVICE,False,0.9645,False,0.7829,5
2025-01-04,TS-007,0.0,115903.9,967.1119999999937,967.1119999999937,0.0,0.0,3.1,0,13,27,71,13,0,0,1.0,1.0,1.0,0.0,0.0,0.0,13,True,3,10,27,False,22.4,7,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9729,5
2025-01-04,TS-008,234.8,193185.5,78248.712,78248.712,5.2,0.0195,17.5,1332,78,47,27,27,0,0,2.0,1.0,1.0,15.1,128.3,202329.1,5,False,3,10,19,False,15.92,8,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9942,5
2025-01-04,TS-009,277.9,68441.5,-46495.288,46495.288,6.2,0.0467,14.9,1242,10,18,73,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,25,True,3,10,20,False,13.73,9,0.0,0.0,0.0,0.0,SERVICE,False,0.9731,True,0.9754,5
2025-01-04,TS-010,356.2,76144.5,-38792.288,38792.288,7.9,0.0415,14.8,906,36,106,49,36,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21,True,3,10,25,False,16.25,10,0.0,0.0,0.0,0.0,SERVICE,False,0.9842,True,0.9559,5
2025-01-04,TS-011,412.8,70158.3,-44778.488,44778.488,9.2,0.0372,17.8,1355,107,50,67,50,0,0,1.0,0.0,0.0,16.8,0.0,0.0,23,True,3,10,14,False,10.52,11,0.0,0.0,0.0,0.0,SERVICE,False,0.9671,True,0.9465,5
2025-01-04,TS-012,285.7,133340.1,18403.312000000005,18403.312000000005,6.3,0.0405,15.6,803,12,33,23,12,0,0,2.0,0.0,0.0,0.0,0.0,0.0,29,True,3,10,1,True,0.0,12,1.0,0.0,0.0,0.0,STANDBY,False,0.9727,True,0.9825,5
2025-01-04,TS-013,224.0,150158.7,35221.91200000001,35221.91200000001,5.0,0.0052,17.7,831,22,104,102,22,0,0,1.0,0.0,0.0,0.0,0.0,0.0,10,True,3,10,21,False,15.27,13,0.0,0.0,0.0,0.0,SERVICE,False,0.9879,True,0.9569,5
2025-01-04,TS-014,307.2,131707.3,16770.511999999988,16770.511999999988,6.8,0.0369,14.2,1417,42,28,35,28,0,0,4.0,3.0,1.0,0.0,0.0,0.0,25,True,3,10,13,False,7.35,14,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9665,5
2025-01-04,TS-015,0.0,63270.6,-51666.188,51666.188,0.0,0.0,5.0,0,26,74,25,25,0,0,3.0,0.0,0.0,17.1,0.0,0.0,13,True,3,10,23,False,18.69,15,0.0,0.0,0.0,0.0,SERVICE,False,0.9695,True,0.9674,5
2025-01-04,TS-016,0.0,77700.4,-37236.388000000006,37236.388000000006,0.0,0.0,5.8,0,46,14,106,14,0,0,1.0,0.0,0.0,0.0,165.3,210096.30000000002,26,True,3,10,22,False,19.35,16,2.0,0.0,0.0,0.0,SERVICE,False,0.984,True,0.9895,5
2025-01-04,TS-017,0.0,53478.5,-61458.288,61458.288,0.0,0.0,3.3,0,79,70,86,70,0,0,1.0,0.0,0.0,30.2,0.0,0.0,20,True,3,10,4,True,0.0,17,1.0,0.0,0.0,0.0,SERVICE,False,0.9758,True,0.9388,5
2025-01-04,TS-018,246.0,125516.7,10579.911999999997,10579.911999999997,5.5,0.0354,17.3,1271,110,45,37,37,0,0,2.0,1.0,1.0,17.9,54.0,85158.0,6,False,3,10,16,False,9.15,18,0.0,0.0,0.0,0.0,IBL,False,1.0,True,0.9517,5
